country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,00568,2016,Q2,2016-06-30,HKD,387263654.05,-87989070.78999999,-94944970.48,-86143016.31,-41904183.89,26609597.21,483797.9299999997,8801954.169999998,4522685.96,-100206704.14,-0.10999999999999999,-151051938.76,-13215701.489999995,164273565.86,830671642.64,6461481655.4,2438618117.6,2729137220.83,3934494545.23,3774883126.82,1596617398.59,797848400.0
HK,00568,2016,Q3,2016-09-30,HKD,334192841.81999993,-72695268.57000002,-77400853.44999999,-77096933.65,-38996329.339999996,26429107.300000004,599435.6100000013,303919.80000000075,3293916.4899999993,-81122503.75999999,-0.09000000000000002,-155952767.58,-9977442.689999998,-99963164.42000002,564973082.82,6304164552.52,2440551959.03,2524759867.14,3779973240.01,3620396336.84,1554919005.53,797848400.0
HK,00568,2016,Q4,2016-12-31,HKD,1531118375.18,-612476376.18,-599486019.72,-546978212.5,-110682446.35,157120673.19,7072428.37,52507807.22,51219680.01,-652634870.51,-0.77,104417132.72,-299619588.94,467667430.99,679448755.91,5772042841.06,1819068091.94,2143305134.45,3886375615.67,3726791657.88,3066573497.65,797848400.0
HK,00568,2017,Q1,2017-03-31,HKD,471784269.19,-54788681.9,-53058436.34,-24186924.28,-51676331.35,21945598.85,1477201.58,28871512.06,598270.55,-53492839.76,-0.07,38746115.52,43806254.93,-335503036.25,459887767.65,5509109481.42,1764434668.77,1844962434.37,3676935095.79,3517427758.55,3026305376.56,797848400.0
HK,00568,2017,Q2,2017-06-30,HKD,751044376.46,61809405.55,59002183.260000005,92480146.0,10521329.68,18308107.869999997,596183.75,33477962.74,-8943.540000000037,59565331.04,0.08,2647656.039999999,-25292749.58,201853240.78,756592384.05,5769428635.29,1826768627.68,2213247322.29,3877688918.62,3718257562.02,2970897716.12,797848400.0
HK,00568,2017,Q3,2017-09-30,HKD,837175384.4099998,3145895.789999999,11136806.549999999,32712616.47,86336614.30000001,35718824.45,718858.4699999997,21575809.92,-104786.01000000001,11846903.439999998,0.0,-127286831.56,-68562790.66,-24728624.96000001,566114522.27,5776943853.19,1830487672.45,2203009701.32,3873357233.08,3619392844.36,2932681768.33,797848400.0
HK,00568,2017,Q4,2017-12-31,HKD,2965216722.37,38038484.18,34487654.75,165729169.24,228489235.09,132826535.64,5781343.1,131241514.49,-593826.08,36866568.99,0.05,32500954.17,-220383957.74,351532748.57,879371103.17,6222802967.54,1869595561.71,2625230377.17,4291469873.16,3531929197.88,2891875882.19,797848400.0
HK,00568,2018,Q1,2018-03-31,HKD,842583183.58,10667578.43,6728518.58,54076011.09,92391550.61,19055857.8,280982.33,47347492.51,-1067271.97,8902901.0,0.01,-161410159.29,-20433314.84,-110265193.57,515218608.01,6015350682.42,1882239393.98,2439868098.64,4074185787.04,3370514823.38,2986609976.31,797848400.0
HK,00568,2018,Q2,2018-06-30,HKD,1157498386.25,21907716.37,15829225.860000001,74278088.64999999,190834429.77999997,43609884.97,2078769.75,58448862.79,2939996.2199999997,11411260.75,0.03,16070710.780000001,-77103026.97,64504578.29999999,585823445.02,6320490940.9,1903800223.22,2777311878.56,4366863484.77,3739459801.98,2932436754.21,797848400.0
HK,00568,2018,Q3,2018-09-30,HKD,1298211391.38,46975568.39,49044382.95,83219663.53000002,213230662.95,27708843.449999996,1685417.79,34175280.58,-589588.45,48452469.269999996,0.060000000000000005,298384729.65,-27050084.590000004,-109851057.70999998,775855190.01,6343687529.14,1950329568.98,2854768942.58,4340936103.75,4061838503.8,2928342750.33,797848400.0
HK,00568,2018,Q4,2018-12-31,HKD,4452014810.12,92476375.01,61162501.12,265269836.93,691532078.01,178822233.92,6366554.82,204107335.81,-41243965.51,100938528.6,0.12,369589596.32,-338130117.8,-113113098.68,892452274.76,6607536593.37,1944091288.19,3116355314.97,4593376970.05,4141296233.62,2915815731.99,797848400.0
