country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,002407,2016,Q2,2016-06-30,CNY,735133002.4799999,563069832.8299999,424313520.86,2261230.5700000003,24338290.349999998,82332348.24000001,8877776.029999997,176935426.39000002,3166438.78,21636928.659999996,19717338.810000002,138240298.05,628105387.0,1229977042.09,474856613.06,48976073.63,474452865.86,543570881.65,139833950.47,608343873.47,2150026067.71,124735730.13,22713033.35,2263886036.3,360606220.91,27315330.9,-16691967.15,1278557084.52,532614204.19,2333147500.37,2602740815.3,81298610.37,838211110.84,441240666.64,8442035.66,1399018331.95,330902024.12,22153317.989999995,228629937.75,58421282.31000001,46493587.05,36598218.92,8609494.439999998,71328897.50999999,-84187803.03,-34518942.19999999,-109035858.45,-109035858.44999999
CN,002407,2016,Q3,2016-09-30,CNY,839487076.4100001,673605541.8800001,531796338.25,5457555.88,27330835.67,90334432.25,9693853.82,169489964.18,6130799.83,23176985.36,23253197.619999997,128194323.66999999,628105387.0,1233943542.09,604768222.32,48976073.63,648435110.36,681928910.5,126292243.1,585279807.11,2356934087.26,126435154.7,25958216.51,2480730160.35,436256409.62,38596089.0,-13492978.96,1378764363.44,721284702.26,2467025609.63,2737615181.91,85525998.15,947165337.37,547642409.62,8025193.48,1402993877.23,625259218.5500001,1900444.960000001,269287784.48,60062982.04999998,66573132.129999995,37757091.29,128247658.25000001,99969417.68,-90483807.01999998,128283404.82999998,166462412.37,166462412.37
CN,002407,2016,Q4,2016-12-31,CNY,744345684.6799998,607949238.0599997,423462771.55999994,20957930.009999998,30149930.909999996,94762759.97,4518089.0,142792413.89,5126060.42,23579135.070000008,26935332.32,99179025.77000004,628105387.0,1278267848.09,650229867.25,100579212.84,814241721.9,623495666.28,54163031.72,565126106.0,2618877539.74,123263729.18,25123077.21,2639491039.72,501340548.48,36310334.62,21155001.8,1404744496.12,975996078.9,2608813016.74,2877628004.44,100547660.12,1103882114.23,597661318.27,14719836.12,1446969378.12,381860231.1999998,183623858.95000002,123427429.0,66259989.16,75679215.22999999,211631843.70999998,71168588.42,114060153.78,-96194498.18,193045078.52000004,169840901.81,169840901.80999994
CN,002407,2017,Q1,2017-03-31,CNY,673410595.54,601757015.57,493060021.07,6469317.86,26053005.68,66005562.41,12054644.73,78903886.92,7898730.81,616790.9,13616973.35,69083013.53,628105387.0,1280211223.1,717622547.45,100579212.84,941078948.09,592385658.78,93036770.2,628810973.11,2927790784.06,131781893.47,24707069.92,2706240015.03,466690343.16,21537804.98,28766823.3,1365428338.12,1318152934.17,2678148815.07,2950449526.8,99414647.71,1183485357.43,575105013.44,18078298.2,1450444244.8,429650712.05,46726072.19,386286878.43,75525601.31,28705082.21,88142857.95,-80097476.73,101343751.88,-101341865.58,301040769.51,119099465.2,831276464.5
CN,002407,2017,Q2,2017-06-30,CNY,857225021.19,774612908.9,654462690.2,6762175.399999999,32715382.439999998,74757029.53999999,16471209.219999999,105204761.14999999,-4436390.109999999,-7759358.930000001,18692798.060000002,81747817.05000001,627700387.0,1280210403.59,704238656.19,100579212.84,1047781076.43,501816848.54,135029132.28,771735551.23,3079447243.89,143933003.79,21424618.12,3118816015.57,622128806.79,26904791.74,21161543.27,1896927967.88,1284212445.92,2690063541.26,3017122845.65,193661870.49,1031358514.2,739721858.07,20008096.97,1566029265.13,742562131.95,68382710.61,374911340.09,69538615.69,52142798.9,120119277.91000001,128838396.17,106802997.75999999,-158130963.61,148564540.11,119113920.89,119113920.88999999
CN,002407,2017,Q3,2017-09-30,CNY,949650846.6999998,883089696.6099999,753917512.6600001,5059886.1,31884293.020000003,78536369.68,20445458.140000004,83722277.25,17193046.35,16851513.98,15925947.59,57310381.07999998,627700387.0,1282090900.45,760926503.94,100579212.84,762343059.14,521877633.95,156661898.79,990206853.31,3386439111.31,152409587.95,18910215.84,3247364889.95,569976838.53,30214679.11,29254822.3,2247256522.71,1299716696.76,2748840815.05,3086830781.79,137878769.22,1135822217.91,886870892.81,15243009.95,1639280031.39,419350796.56999993,118593906.36,374753127.31999993,80462375.77000001,19361014.86,131997220.63,-75537872.35,144783364.56,-368663785.10999995,166590607.39999998,-277791402.14,-277791402.14
CN,002407,2017,Q4,2017-12-31,CNY,1255559062.9300003,1220393698.92,959385931.8999999,6511637.120000001,38261066.129999995,109563095.37,23158343.72999999,66493908.31999999,3339086.460000001,-3419444.919999999,2898559.789999999,48370764.80000001,646430387.0,1513369147.33,787067481.33,125001625.81,984279925.1,1048448014.67,89279876.75,929965736.58,3445317728.57,219043889.26,28528247.58,3590726320.04,619040394.13,36160740.99,32993826.54,2848021706.8,989715661.97,2821196157.68,3198306679.84,301250528.75,1323280288.77,989686522.43,14409644.44,1674095239.7,594288623.4100001,101704441.42999998,432531253.98,80935008.66,24534987.790000007,155512346.07999998,54751736.65,254652142.79000002,-65009580.55000007,176809275.05000007,166270777.8,166270777.79999995
CN,002407,2018,Q1,2018-03-31,CNY,852861547.8,740605216.96,568099405.56,10687390.21,33122597.4,102306422.8,30524345.98,117627074.26,819475.85,1060000.0,16343469.38,76082942.49,646430387.0,1526336521.9,863150423.82,125001625.81,1049492214.9,988325330.82,119363511.86,1008568431.07,3572526997.65,219533762.75,30609223.28,3771954610.38,504925705.14,24850045.07,43656834.69,3200134759.45,831450463.21,2910634077.03,3312896385.37,304747464.08,1256494174.56,718549803.78,15908205.76,1630570402.94,594447299.86,186679588.68,457860935.31,92903251.96,64250281.94,226845169.27,-98395223.64,249948177.39,-310898017.39,432116432.77,22062537.91,860932298.96
CN,002407,2018,Q2,2018-06-30,CNY,842809551.02,782276031.71,636664378.79,8916071.399999999,37853960.77,96544797.17,22348752.27,76744536.33,3624343.8400000003,882307.3899999999,7687659.159999998,54746043.22,646430387.0,1539303896.47,788610389.64,125001625.81,821240385.81,956658336.03,114665264.94,1022270302.41,3655531172.88,287744801.8,27045031.32,4064781632.82,625865457.95,30602469.74,26427054.34,3390435927.94,960111451.73,2872733040.29,3369765426.03,280121301.81,1431445447.52,926340913.86,18825617.21,1630950973.47,530538411.0400001,107526359.11000001,411989471.77000004,84850033.42999999,72652562.16,156645179.53,-61771895.269999996,133950538.10000002,-172796245.17000002,-11102784.579999983,-244503320.51,-244460741.07000005
CN,002407,2018,Q3,2018-09-30,CNY,974600692.8300002,963343893.8699999,776095470.3400002,8776198.25,47577066.129999995,5730795.439999998,24923302.11,51484067.19999999,2950084.9899999993,542971.26,7314588.390000001,37679846.09000002,702650481.0,2170294676.16,826290235.74,125001625.81,774200465.96,1060132865.92,107970345.29,1043497519.36,4174276247.39,297424394.33,29598260.32,4204172629.99,,31265185.52,25215262.84,3259178735.39,988449228.07,3597887014.71,4130820913.93,284926826.48,1434431863.58,1148279867.29,18120377.94,1640023510.14,669763219.31,84359069.44,252312087.58000004,87548709.9,36481068.150000006,187898301.71999997,258126918.26,109831587.31,-670597394.69,303602526.18,-105520017.22999999,-104840095.47999996
CN,002407,2018,Q4,2018-12-31,CNY,1242494088.5099998,1386121040.4,943548936.7199998,9037414.600000001,48929075.000000015,116300595.69000003,32704823.700000003,-99154433.70999998,8925460.32,1369103.33,-3875020.4299999997,-102595450.18,683920481.0,2031024982.1,616065887.17,132753859.77,1053760762.72,1208705484.75,86597214.59,1006690097.68,3895156520.22,305796025.66,54352231.44,4263425364.82,755341718.09,41024116.11,33661694.18,3195325957.68,944698575.26,3467414630.5,4018557352.1,51602100.85,1488779609.37,1424467837.07,40708811.67,1794465891.21,803641232.8200002,305415610.55999994,308471720.3799999,89600282.06000003,34112698.19,283049584.20000005,330316337.04999995,94996612.77000004,526382461.99,-618811279.41,236662853.59999996,235940352.41000003
CN,002407,2019,Q1,2019-03-31,CNY,870934751.88,836459443.63,652367375.1,8227062.99,37530900.04,69261288.2,30182301.55,63518391.16,3207176.21,254145.63,8849826.71,41940704.0,683920481.0,2031024982.1,658006591.17,132753859.77,1259840827.7,1270444968.64,70271609.55,1039608364.5,4377171322.91,300901753.69,53639610.15,4473716478.05,,28765010.02,31592869.57,3605316885.84,1189135957.31,3509694361.66,4056434957.81,48343248.63,1623385355.23,1553372017.08,41587281.76,1745175811.1,319699353.96,328834637.24,123293926.07,104443736.41,45116585.09,440127584.81,-93926925.34,65896204.4,-195418834.53,606294014.42,315925917.59,1063498734.41
CN,002407,2019,Q2,2019-06-30,CNY,1083067616.5700002,1068692286.5600001,886773910.2499999,8937995.110000001,46438253.73,59509808.19,24273080.470000003,35389415.900000006,18714421.81,2593560.29,3181990.5699999984,41374255.239999995,683920481.0,2031024982.1,699380846.41,132753859.77,941743824.71,1348068505.33,134818720.19,897496863.6,4150821195.75,305250223.97,55344303.85,4449374215.1,740997829.44,29302489.32,28603717.07,3354655530.14,1173617798.93,3551295966.65,4071922081.78,42967360.47,1770674315.0,1515311673.73,39126345.28,1813868407.46,526820541.75000006,322437549.89,601444642.8399999,84102335.08000001,41241129.25,319520328.96999997,-173442752.44,99668740.63999999,-107517837.99999997,-209106612.09999996,-489531062.75,-489532064.75
