country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,03690,2016,Q4,2016-12-31,HKD,8969118000.0,4729438000.0,-1388367000.0,2218522000.0,3161781000.0,-1182815000.0,0.0,-580000.0,279551000.0,3131408000.0,5.91,2086410000.0,-10409448000.0,-14700574000.0,9376575000.0,51716560000.0,-25622386000.0,23634532000.0,77291911000.0,12475947000.0,511230000.0,93000.0
HK,03690,2017,Q1,2017-03-31,HKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,03690,2017,Q2,2017-06-30,HKD,790736000.0,-6613608000.0,-1760744000.0,5005296000.0,-506358000.0,-990073000.0,0.0,-52735000.0,-222585000.0,-2484009000.0,-4.23,475222000.0,6495735000.0,-3648075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,03690,2017,Q3,2017-09-30,HKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,03690,2017,Q4,2017-12-31,HKD,20149174000.0,-6513109000.0,-6541823000.0,-2575975000.0,6784626000.0,1438876000.0,0.0,15968000.0,8900000.0,-4431452000.0,-4.159999999999998,1132602000.0,-12096041000.0,25350634000.0,19408839000.0,83634163000.0,-40559116000.0,54438135000.0,124135545000.0,20517370000.0,915682000.0,98000.0
HK,03690,2018,Q1,2018-03-31,HKD,11275063000.0,-21051147000.0,-21223309000.0,-1048424000.0,3211973000.0,667281000.0,0.0,8412000.0,-158503000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,03690,2018,Q2,2018-06-30,HKD,26347827000.0,-28756854000.0,-28647756000.0,-3899841000.0,6052723000.0,1582710000.0,0.0,13839000.0,133531000.0,-31985648000.0,-18.53,-5513676000.0,12627023000.0,-466934000.0,26276846000.0,95916325000.0,-72373324000.0,46524705000.0,168230212000.0,31341656000.0,5642097000.0,100000.0
HK,03690,2018,Q3,2018-09-30,HKD,18933093000.0,-83295010000.0,-83152678000.0,-4464456000.0,4428335000.0,1238040000.0,0.0,-13839000.0,144478000.0,0.0,-1.0319999999999965,-2350134500.0,-4974311000.0,6494023250.0,46921404000.0,121813736000.0,89375169000.0,73401122000.0,32381214000.0,30576706000.0,4917224000.0,384000.0
HK,03690,2018,Q4,2018-12-31,HKD,11578812000.0,-3425307000.0,-3690373000.0,-2721500000.0,4623900000.0,2725287000.0,0.0,44732000.0,-276121000.0,-123296397000.0,-22.838,-1316007500.0,-31091398000.0,23268204750.0,17043692000.0,120661511000.0,86504334000.0,73149392000.0,34151739000.0,31825056000.0,3978815000.0,384000.0
HK,03690,2019,Q1,2019-03-31,HKD,16184109000.0,-1431777000.0,-1290011000.0,-1303642000.0,5069340000.0,1012213000.0,0.0,46821000.0,143319000.0,0.0,0.0,-3280850000.0,-2791839000.0,46000000.0,10802498000.0,118161193000.0,84698251000.0,69186615000.0,33459131000.0,29855952000.0,5298343000.0,385000.0
HK,03690,2019,Q2,2019-06-30,HKD,19263693000.0,877415000.0,1101852000.0,1112578000.0,7940635000.0,1038298000.0,0.0,50115000.0,226024000.0,-509609000.0,-0.1,3131073000.0,-4993985000.0,1253230000.0,10237250000.0,123997559000.0,87121119000.0,75784220000.0,36874216000.0,32733363000.0,4794748000.0,388000.0
HK,03690,2019,Q3,2019-09-30,HKD,33334203000.0,1335202000.0,1460617000.0,-25862000.0,9004011000.0,1055969000.0,0.0,-96936000.0,127235000.0,0.0,0.143,2609272000.0,2184297000.0,43065000.0,15139821000.0,127871900000.0,90385136000.0,79316502000.0,37486360000.0,33529966000.0,4900374000.0,389000.0
HK,03690,2019,Q4,2019-12-31,HKD,13370102000.0,1457929000.0,1489930000.0,2896786000.0,10306402000.0,1232474000.0,0.0,191042000.0,29645000.0,2919043000.0,0.34700000000000003,3114725000.0,-4572491000.0,-228028000.0,13396185000.0,132012915000.0,92112445000.0,82135045000.0,39958521000.0,36592563000.0,5376217000.0,389000.0
HK,03690,2020,Q1,2020-03-31,HKD,13876655000.0,-1578336000.0,-1694516000.0,-1715530000.0,5196466000.0,1069741000.0,0.0,48044000.0,-115238000.0,0.0,0.0,-5038896000.0,5733551000.0,-69875000.0,14137828000.0,123205063000.0,92048822000.0,72448925000.0,31215234000.0,28043503000.0,5270297000.0,390000.0
HK,03690,2020,Q2,2020-06-30,HKD,20436105000.0,2209747000.0,2197147000.0,2174645000.0,8574958000.0,1158092000.0,0.0,60731000.0,-13034000.0,1280984000.0,0.11,5584234000.0,-4934774000.0,-843129000.0,13935056000.0,133584285000.0,95061878000.0,79183627000.0,38580966000.0,35865819000.0,7445625000.0,393000.0
HK,03690,2020,Q3,2020-09-30,HKD,42564246000.0,6321603000.0,6750553000.0,6723683000.0,10823009000.0,1415119000.0,0.0,101579000.0,429552000.0,0.0,1.07,3298449000.0,-1804606000.0,4563355000.0,19689601000.0,150085145000.0,100742500000.0,78167314000.0,49401806000.0,46113082000.0,12923539000.0,395000.0
HK,03690,2020,Q4,2020-12-31,HKD,37917504000.0,-2244701000.0,-2815309000.0,-2852696000.0,9455709000.0,1950943000.0,0.0,159662000.0,-571017000.0,1728980000.0,-0.3700000000000001,4631226000.0,-20226175000.0,13767730000.0,17093559000.0,166574802000.0,97693027000.0,88306155000.0,68940527000.0,51147641000.0,13917165000.0,395000.0
HK,03690,2021,Q1,2021-03-31,HKD,37016262000.0,-4847283000.0,-4857217000.0,-4767007000.0,7200167000.0,1737403000.0,0.0,166052000.0,-10955000.0,0.0,0.0,-4430131000.0,4737057000.0,441902000.0,17792902000.0,160241093000.0,94105595000.0,78658727000.0,66193229000.0,48145679000.0,13696617000.0,395000.0
HK,03690,2021,Q2,2021-06-30,HKD,43759232000.0,-3357323000.0,-3364605000.0,-3251705000.0,12513371000.0,2053024000.0,0.0,263269000.0,-8230000.0,-9204029000.0,-1.38,2880431000.0,-21166288000.0,72148443000.0,71387869000.0,237128126000.0,134885886000.0,152842723000.0,102299023000.0,61111210000.0,14609590000.0,410000.0
HK,03690,2021,Q3,2021-09-30,HKD,48829370000.0,-9994660000.0,-10000446000.0,-10102631000.0,10777987000.0,2387116000.0,0.0,352266000.0,-6036000.0,0.0,-1.62,-4042460000.0,-23609077000.0,7080942000.0,50937433000.0,242609769000.0,129297796000.0,153170002000.0,113368615000.0,68769963000.0,22493671000.0,411000.0
HK,03690,2021,Q4,2021-12-31,HKD,49523133000.0,-5339113000.0,-5344209000.0,-5005856000.0,11982603000.0,2435083000.0,0.0,349348000.0,-5058000.0,-25036620000.0,-0.8999999999999999,1580703000.0,-18453526000.0,-1072956000.0,32513428000.0,240653269000.0,125613442000.0,147828677000.0,115096507000.0,68592957000.0,22814246000.0,411000.0
HK,03690,2022,Q1,2022-03-31,HKD,46268754000.0,-5702489000.0,-5757789000.0,-5584242000.0,10740287000.0,2312289000.0,0.0,330317000.0,-55223000.0,0.0,0.0,-11277893000.0,11385475000.0,2836859000.0,35405971000.0,230880141000.0,121144447000.0,134547641000.0,109792451000.0,60313927000.0,23077990000.0,411000.0
HK,03690,2022,Q2,2022-06-30,HKD,50938363000.0,-1116519000.0,-1121090000.0,-492838000.0,15574428000.0,2503552000.0,0.0,418612000.0,-5063000.0,-6172258000.0,-1.11,9233028000.0,-18832154000.0,-778803000.0,25537006000.0,243026526000.0,123621088000.0,140376020000.0,119461703000.0,66144102000.0,23192260000.0,415000.0
HK,03690,2022,Q3,2022-09-30,HKD,62618892000.0,1216857000.0,1208602000.0,988222000.0,18504868000.0,2505272000.0,0.0,442449000.0,-8209000.0,0.0,0.19999999999999996,9392354000.0,-8638306000.0,-3498232000.0,23256803000.0,246931930000.0,127687424000.0,138852544000.0,119300402000.0,70740078000.0,22820527000.0,415000.0
HK,03690,2022,Q4,2022-12-31,HKD,60128939000.0,-1083959000.0,-1085240000.0,-731590000.0,16933396000.0,2450697000.0,0.0,437447000.0,-1699000.0,-6129362000.0,-0.17999999999999994,4063959000.0,1371416000.0,-8550025000.0,20158606000.0,244481192000.0,128761610000.0,143145467000.0,115775475000.0,76430097000.0,22201259000.0,415000.0
HK,03690,2023,Q1,2023-03-31,HKD,58617472000.0,3358233000.0,3366902000.0,3585721000.0,19817425000.0,1994953000.0,0.0,353479000.0,8411000.0,0.0,0.0,8050085000.0,-790839000.0,-566042000.0,26862612000.0,250014760000.0,134198985000.0,140619986000.0,115871410000.0,76897305000.0,21719181000.0,418000.0
HK,03690,2023,Q2,2023-06-30,HKD,67964624000.0,4687870000.0,4698591000.0,4712999000.0,25398005000.0,2139048000.0,0.0,354003000.0,9972000.0,8668682000.0,1.3,10866338000.0,-9757416000.0,-1131180000.0,27003038000.0,266006021000.0,142093171000.0,153092459000.0,123967736000.0,84380816000.0,21918108000.0,418000.0
HK,03690,2023,Q3,2023-09-30,HKD,76466907000.0,3593023000.0,3643329000.0,3358533000.0,26982392000.0,2537785000.0,0.0,350950000.0,50095000.0,0.0,0.5700000000000001,11211778000.0,-15193499000.0,2163723000.0,25148894000.0,285513204000.0,147878440000.0,170440261000.0,137689439000.0,97604355000.0,24288933000.0,418000.0
HK,03690,2023,Q4,2023-12-31,HKD,73695951000.0,2216702000.0,2313046000.0,1758134000.0,24993339000.0,2700281000.0,0.0,366725000.0,96059000.0,14224686000.0,0.3599999999999999,10393649000.0,1077910000.0,-3247804000.0,33339754000.0,293029632000.0,152013207000.0,183116179000.0,141073265000.0,100874095000.0,25977845000.0,418000.0
