country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,cost_of_revenue,sga_expense,operating_expense,ebit,depreciation_amortization,net_interest_income,pretax_income,net_income,shares_basic,shares_diluted,cash_equivalents,short_term_investments,current_assets,ppe_net,non_current_assets,current_liabilities,non_current_liabilities,common_stock,retained_earnings,shareholders_equity,working_capital_change,other_working_capital,other_non_cash_items,operating_cash_flow,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_begin_period,capital_expenditure
US,AMD,AMD,2016,Q2,2016-06-25,USD,1027000000.0,708000000.0,117000000.0,327000000.0,142000000.0,33000000.0,-41000000.0,98000000.0,69000000.0,794000000.0,821000000.0,957000000.0,0.0,2506000000.0,169000000.0,810000000.0,1581000000.0,2148000000.0,8000000.0,-7346000000.0,-413000000.0,-67000000.0,-114000000.0,-149000000.0,-85000000.0,329000000.0,-3000000.0,241000000.0,716000000.0,-21000000.0
US,AMD,AMD,2016,Q3,2016-09-24,USD,1307000000.0,1248000000.0,117000000.0,352000000.0,-356000000.0,33000000.0,-41000000.0,-402000000.0,-406000000.0,815000000.0,815000000.0,1258000000.0,0.0,2824000000.0,161000000.0,792000000.0,1473000000.0,1758000000.0,9000000.0,-7752000000.0,385000000.0,67000000.0,166000000.0,5000000.0,29000000.0,-10000000.0,282000000.0,301000000.0,957000000.0,-9000000.0
US,AMD,AMD,2016,Q4,2016-12-31,USD,1106000000.0,755000000.0,121000000.0,354000000.0,-10000000.0,34000000.0,-34000000.0,-46000000.0,-51000000.0,931000000.0,931000000.0,1264000000.0,0.0,2530000000.0,164000000.0,791000000.0,1346000000.0,1559000000.0,9000000.0,-7803000000.0,416000000.0,161000000.0,-96000000.0,7000000.0,188000000.0,-26000000.0,-156000000.0,6000000.0,1258000000.0,-21000000.0
US,AMD,AMD,2017,Q1,2017-04-01,USD,1178000000.0,800000000.0,123000000.0,367000000.0,6000000.0,34000000.0,-32000000.0,-28000000.0,-33000000.0,939000000.0,939000000.0,722000000.0,221000000.0,2498000000.0,180000000.0,801000000.0,1372000000.0,1518000000.0,9000000.0,-7876000000.0,409000000.0,-301000000.0,-83000000.0,14000000.0,-299000000.0,-246000000.0,3000000.0,-542000000.0,1264000000.0,-23000000.0
US,AMD,AMD,2017,Q2,2017-07-01,USD,1151000000.0,765000000.0,127000000.0,387000000.0,-4000000.0,35000000.0,-32000000.0,-39000000.0,-42000000.0,945000000.0,945000000.0,760000000.0,84000000.0,2511000000.0,200000000.0,859000000.0,1449000000.0,1504000000.0,9000000.0,-7892000000.0,417000000.0,-133000000.0,40000000.0,5000000.0,-82000000.0,124000000.0,-4000000.0,38000000.0,722000000.0,-12000000.0
US,AMD,AMD,2017,Q3,2017-09-30,USD,1584000000.0,1013000000.0,132000000.0,452000000.0,116000000.0,36000000.0,-31000000.0,83000000.0,61000000.0,957000000.0,1042000000.0,879000000.0,0.0,2699000000.0,236000000.0,887000000.0,1591000000.0,1475000000.0,10000000.0,-7821000000.0,520000000.0,-84000000.0,28000000.0,12000000.0,66000000.0,51000000.0,2000000.0,119000000.0,760000000.0,-34000000.0
US,AMD,AMD,2017,Q4,2017-12-30,USD,1480000000.0,965000000.0,133000000.0,433000000.0,84000000.0,39000000.0,-31000000.0,53000000.0,61000000.0,965000000.0,965000000.0,1185000000.0,0.0,2634000000.0,261000000.0,918000000.0,1513000000.0,1443000000.0,9000000.0,-7775000000.0,596000000.0,254000000.0,-97000000.0,8000000.0,383000000.0,17000000.0,-34000000.0,306000000.0,879000000.0,-44000000.0
US,AMD,AMD,2018,Q1,2018-03-31,USD,1647000000.0,1050000000.0,134000000.0,477000000.0,121000000.0,44000000.0,-31000000.0,89000000.0,81000000.0,968000000.0,1039000000.0,1045000000.0,0.0,2751000000.0,290000000.0,1012000000.0,1697000000.0,1351000000.0,10000000.0,-7692000000.0,715000000.0,-255000000.0,11000000.0,11000000.0,-86000000.0,-46000000.0,-8000000.0,-140000000.0,1191000000.0,-46000000.0
US,AMD,AMD,2018,Q2,2018-06-30,USD,1756000000.0,1104000000.0,142000000.0,499000000.0,154000000.0,42000000.0,-31000000.0,122000000.0,116000000.0,972000000.0,1147000000.0,948000000.0,35000000.0,3099000000.0,295000000.0,1004000000.0,1868000000.0,1356000000.0,10000000.0,-7576000000.0,879000000.0,-244000000.0,101000000.0,8000000.0,-45000000.0,-78000000.0,28000000.0,-95000000.0,1051000000.0,-43000000.0
US,AMD,AMD,2018,Q3,2018-09-29,USD,1653000000.0,992000000.0,148000000.0,511000000.0,144000000.0,41000000.0,-30000000.0,114000000.0,102000000.0,987000000.0,1076000000.0,1046000000.0,10000000.0,3314000000.0,318000000.0,1033000000.0,1878000000.0,1344000000.0,10000000.0,-7474000000.0,1125000000.0,-102000000.0,-37000000.0,12000000.0,95000000.0,-8000000.0,8000000.0,95000000.0,956000000.0,-33000000.0
