country,code,symbol,fiscal_year,period,report_date,release_date,gross_margin,operating_margin,net_margin,roe,roa,current_ratio,debt_to_equity,debt_to_assets,ocf_to_revenue,fcf_margin,accrual_ratio,revenue_yoy,revenue_qoq,net_income_yoy,net_income_qoq,eps_yoy,revenue_ttm,net_income_ttm,eps_ttm,net_margin_ttm,roe_ttm,revenue_ttm_yoy,net_income_ttm_yoy,eps_basic,eps_surprise,eps_surprise_pct
US,AMD,AMD,2016,Q2,2016-06-25,2016-07-25,0.31061343719571566,0.1382667964946446,0.06718597857838364,,0.02191519771319676,1.5850727387729284,,1.1245476477683956,-0.0827653359298929,-0.10321324245374879,0.04891218040336668,0.09023354564755848,0.234375,,,,3878000000.0,-339000000.0,-0.4269521410579345,-0.08741619391438886,,-0.16422413793103452,,0.08690176322418136,0.039999999999999994,0.4444444444444444
US,AMD,AMD,2016,Q3,2016-09-24,2016-10-26,0.045141545524101,-0.2723794950267789,-0.31063504208110176,,-0.11713791113675708,1.9171758316361167,8.392207792207792,0.8935287610619469,0.02218821729150727,0.015302218821729151,-0.12550490478938256,0.23185673892554193,0.2726387536514119,,-6.884057971014493,,4124000000.0,-548000000.0,-0.6723926380368098,-0.13288069835111543,,-0.034644194756554336,,-0.498159509202454,,
US,AMD,AMD,2016,Q4,2016-12-31,2017-02-21,0.31735985533453887,-0.009041591320072333,-0.0461121157323689,-0.12734082397003746,-0.014703762433328528,1.8796433878157504,6.983173076923077,0.8747365251430292,0.16998191681735986,0.15099457504520797,-0.06890586708951997,0.1544885177453028,-0.15378729915837797,,,,4272000000.0,-497000000.0,-0.5338345864661654,-0.11633895131086143,-1.2409488139825218,0.07040841894262084,,-0.05477980665950591,,
US,AMD,AMD,2017,Q1,2017-04-01,2017-05-08,0.32088285229202035,0.0050933786078098476,-0.02801358234295416,-0.08,-0.009969788519637462,1.8206997084548104,7.06601466992665,0.8760230372840254,-0.2538200339558574,-0.2733446519524618,0.08036253776435046,0.4158653846153846,0.06509945750452073,,,,4618000000.0,-421000000.0,-0.4483493077742279,-0.09116500649631876,-1.0206060606060605,0.21750593197996304,,-0.03514376996805112,0.010000000000000002,0.20000000000000004
US,AMD,AMD,2017,Q2,2017-07-01,2017-08-03,0.3353605560382276,-0.0034752389226759338,-0.036490008688097306,-0.1016949152542373,-0.012595591542959963,1.7329192546583851,7.081534772182255,0.8762611275964391,-0.07124239791485665,-0.08166811468288444,0.01199580146948568,0.12074001947419677,-0.022920203735144362,-1.608695652173913,,-1.5114331723027377,4742000000.0,-532000000.0,-0.562962962962963,-0.11218894981020666,-1.2881355932203389,0.22279525528623,,-0.044444444444444446,,
US,AMD,AMD,2017,Q3,2017-09-30,2017-11-02,0.36047979797979796,0.07323232323232323,0.03851010101010101,0.13020277481323372,0.017538815411155838,1.6964173475801383,5.8961538461538465,0.8549916341327384,0.041666666666666664,0.020202020202020204,-0.001437607820586544,0.21193573068094884,0.37619461337966986,,,,5019000000.0,-65000000.0,-0.06792058516196448,-0.012950787009364416,-0.13874066168623267,0.2170223084384093,,0.06374085684430512,,
US,AMD,AMD,2017,Q4,2017-12-30,2018-02-27,0.34797297297297297,0.05675675675675676,0.04121621621621622,0.10931899641577061,0.017091622303166153,1.7409120951751487,4.959731543624161,0.8322072072072072,0.2587837837837838,0.22905405405405405,-0.09022135051835248,0.3381555153707052,-0.06565656565656564,,0.0,,5393000000.0,47000000.0,0.04870466321243523,0.008715000927127759,0.08422939068100359,0.26240636704119846,,0.06321243523316063,,
US,AMD,AMD,2018,Q1,2018-03-31,2018-05-03,0.36247723132969034,0.0734669095324833,0.04918032786885246,0.12356979405034325,0.022146274777853726,1.6210960518562167,4.262937062937063,0.8099920276375232,-0.052216150576806314,-0.08014571948998178,0.04565960355434039,0.398132427843803,0.11283783783783785,,0.3278688524590163,,5862000000.0,161000000.0,0.16632231404958678,0.02746502900034118,0.24561403508771928,0.2693806842789086,,0.08367768595041322,,
US,AMD,AMD,2018,Q2,2018-06-30,2018-08-02,0.3712984054669704,0.08769931662870159,0.06605922551252848,0.14554579673776663,0.02949402491736588,1.6589935760171306,3.6678043230944253,0.7857665123080673,-0.02562642369020501,-0.05011389521640091,0.04093567251461988,0.5256298870547351,0.06618093503339395,,0.4320987654320987,,6467000000.0,319000000.0,0.3281893004115226,0.04932735426008968,0.4002509410288582,0.363770560944749,,0.11934156378600823,,
US,AMD,AMD,2018,Q3,2018-09-29,2018-10-31,0.3998790078644888,0.08711433756805807,0.06170598911070781,0.10179640718562874,0.024142011834319528,1.764643237486688,2.864,0.7412008281573499,0.05747126436781609,0.03750756200846945,0.0016568047337278107,0.043560606060605966,-0.05865603644646922,0.6721311475409837,-0.12068965517241381,0.6213064926005281,6536000000.0,360000000.0,0.364741641337386,0.05507955936352509,0.3592814371257485,0.30225144451085884,,0.1033434650455927,0.010000000000000009,0.08333333333333341
US,AMD,AMD,2018,Q4,2018-12-29,2019-02-08,0.3784355179704017,0.02255109231853418,0.026779422128259338,0.03178586365537432,0.008536448388183758,1.784274193548387,2.598736176935229,0.7221246707638279,0.04933051444679352,0.0204369274136716,-0.00718858811636527,-0.041216216216216184,-0.14156079854809434,-0.3770491803278688,-0.6274509803921569,-0.40005235430777786,6475000000.0,337000000.0,0.33632734530938124,0.05204633204633204,0.2818904224173986,0.20063044687557952,6.170212765957447,0.03792415169660679,,
US,AMD,AMD,2019,Q1,2019-03-30,2019-05-01,0.40959119496855345,0.02437106918238994,0.012578616352201259,0.010478061558611657,0.00337303678718246,2.084467120181406,1.7578299776286352,0.6373960657067532,-0.16745283018867924,-0.21619496855345913,0.04827658901654896,-0.22768670309653916,-0.10359408033826634,-0.8024691358024691,-0.5789473684210527,-0.8168487772574617,6100000000.0,272000000.0,0.26053639846743293,0.04459016393442623,0.17812704649639816,0.04060047765267827,0.68944099378882,0.01532567049808429,0.009999999999999995,0.1999999999999999
US,AMD,AMD,2019,Q2,2019-06-29,2019-07-31,0.40561724363161333,0.040496407576747225,0.022860875244937948,0.018975332068311195,0.0069769759792684145,2.0809312638580932,1.683850604944766,0.6274010192081537,0.019595035924232528,-0.018288700195950358,0.000996710854181202,-0.128132118451025,0.20361635220125796,-0.6982758620689655,1.1875,-0.7294503117444968,5875000000.0,191000000.0,0.17619926199261993,0.03251063829787234,0.10355109785849824,-0.09154167310963357,-0.4012539184952978,0.03228782287822878,0.0,0.0
US,AMD,AMD,2019,Q3,2019-09-28,2019-10-30,0.4314269850083287,0.0832870627429206,0.06662965019433648,0.05886681383370125,0.02317720907774022,2.0987124463519313,1.4140625,0.5857605177993528,0.12992781787895613,0.09938922820655191,-0.022018348623853212,0.08953418027828186,0.17635532331809278,0.17647058823529416,2.4285714285714284,0.05850179634296748,6023000000.0,209000000.0,0.19051959890610756,0.03470031545741325,0.10252636742702968,-0.07848837209302328,-0.4194444444444444,0.10938924339106655,0.0,0.0
US,AMD,AMD,2019,Q4,2019-12-28,2020-02-04,0.4461683121767748,0.10484250117536437,0.07992477668077104,0.06795922446532081,0.030139172059214608,1.9487070792708774,1.132295719844358,0.531021897810219,0.2078044193700047,0.18805829807240246,-0.048222675294743375,0.4989429175475688,0.18101054969461416,3.473684210526316,0.41666666666666674,2.932132963988919,6731000000.0,341000000.0,0.29912280701754385,0.05066112019016491,0.13631820907455527,0.03953667953667961,0.011869436201780381,0.14912280701754385,0.020000000000000018,0.06666666666666674
