country,code,fiscal_year,period,report_date,release_date,gross_margin,operating_margin,net_margin,roe,roa,current_ratio,debt_to_equity,debt_to_assets,ocf_to_revenue,accrual_ratio,revenue_yoy,revenue_qoq,net_income_yoy,net_income_qoq,revenue_ttm,net_income_ttm,net_margin_ttm,roe_ttm,revenue_ttm_yoy,net_income_ttm_yoy
HK,06613,2022,Q4,2022-12-31,2023-04-24,0.18302317164221774,0.07552952505202196,0.052422124663153324,0.05542056931866307,0.031246574480113618,1.290713234379605,0.7689154754688112,0.4335208924867062,0.19659140993383392,-0.08593311199996854,,,,,,,,,,
HK,06613,2023,Q4,2023-12-31,2024-04-22,0.15584051409547905,0.07012506016160472,0.05544689487941198,0.06520086704531831,0.03900028528558008,1.4735626760177571,0.66786344154927,0.39948647821089267,0.1706748527189962,-0.08104914149641987,0.16686146930570378,,0.23418967932265722,,,,,,,
HK,06613,2024,Q1,2024-03-31,2024-04-24,0.10629815253633065,0.022706010830237558,0.019950736452927827,0.01334522109191645,0.007982523137646736,,,,0.13097289859677932,-0.044421266362566,,-0.7155796249688984,,-0.8976607083872001,,,,,,
HK,06613,2024,Q2,2024-06-30,2024-08-26,0.15007187859944673,0.04759958092135962,0.0412959721204688,,,,,,0.10007679318367364,,,-0.13742826217756487,,0.7854347643288206,83357383000.0,3882604000.0,0.04657780583154824,,,
HK,06613,2024,Q3,2024-09-30,2024-10-21,0.24221364257756633,0.09884930626360626,0.08695773577050897,,,,,,0.16829886943371755,,,0.2986699499303358,,1.7346347006847083,,,,,,
HK,06613,2024,Q4,2024-12-31,2025-03-28,0.09821873642925769,0.06460295632258958,0.05293655980139591,0.05150197553258968,0.030931071399719116,1.334167188340892,0.661166417139235,0.3970835185281257,0.19431595744911032,-0.08260862170675891,-0.565632178733911,0.36333606633898796,-0.5852980009744015,-0.17005289333177775,69896776000.0,3623901000.0,0.051846468569594684,0.14895812475012404,,
HK,06613,2025,Q1,2025-03-31,2025-04-18,0.12797743850699983,0.021440718827154925,0.025135071994177808,0.008774884149919303,0.005355765983769329,1.2961195543677377,0.6076158785612585,0.37693730663576597,0.1541588471852096,-0.027492308214820103,0.10097413037386427,-0.27909145261326895,0.387069800454072,-0.6577018168961971,71461700840.42,3743583756.44,0.05238587540478134,0.07659286853874532,,
HK,06613,2025,Q2,2025-06-30,2025-08-26,0.1334158000794559,0.06484377197085323,0.04490193887374858,0.014736112559613367,0.009128185563374407,1.1063582476285845,0.6123158587443306,0.37872325746044955,0.10661365314650723,-0.01254547116327349,0.18914672491807893,-0.06834835738589662,0.29298308799768136,0.6643264486362306,73990285000.0,3905328000.0,0.0527816320750758,0.08062343914234849,-0.11237274567508915,0.005852773035828429
HK,06613,2025,Q3,2025-09-30,2025-10-29,0.20933522398300355,0.0796157698575494,0.08212891429297567,0.03346072710694139,0.02114860056719845,1.2546070874587223,0.5503647701647378,0.35474155749600245,0.07334386223181143,0.0022621942418578453,0.1924573630110824,0.3022855056194578,0.12623940466006145,1.381974973881031,77331557601.43,4095909411.5499997,0.052965562036917505,0.08060637619579872,,
HK,06613,2025,Q4,2025-12-31,2026-03-31,0.11916598497632405,0.08596492937570617,0.05662809406211929,0.021583371399690656,0.013996833512584883,1.242352467684861,0.5316232671321609,0.34683474707903617,0.2709441159452093,-0.052972746603240424,-0.12344513747384067,0.0021648532481912675,-0.06231853010534172,-0.3090047997828905,74409732000.0,4017827000.0,0.05399598805167045,0.07381067320963972,0.06456601088439329,0.108702196886725
HK,06613,2026,Q1,2026-03-31,2026-04-16,0.14554598051628673,0.009955226218405245,-0.010580301947746154,-0.0027290022198668542,-0.0017908431144559888,1.2060608953899452,0.5136168731651825,0.3390486199617525,0.14243463470439383,-0.025899614875431597,-0.1713422022998493,-0.31848362862412927,-1.3488133916247704,-1.1273334218802977,71486085761.06,3439341497.0499997,0.04811204111169118,0.06274013197990451,0.0003412306221826089,-0.08127032255298672
