country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,002384,2016,Q2,2016-06-30,CNY,1431595396.3899999,1347997549.9899998,1192092561.98,1216232.15,47365932.68,95389149.82,9169013.559999999,149041078.19,5049378.8100000005,1959107.9100000001,16056158.190000001,132924778.50999999,847390270.0,1645564072.51,310674450.97,33006046.81,1034786065.15,2184393057.53,233523565.55,1682108545.95,5479514999.97,87054004.29,56543907.91,2459643326.87,1574343892.09,49274478.41,19344899.33,4839296080.61,259462653.84,2832707731.22,2840399592.39,30875805.4,2311986539.45,2550867932.07,42918606.3,1701773362.51,1230390587.08,349212371.89000005,792772418.0099999,177087153.55999997,29052507.509999998,554623218.08,52453655.72,98088495.19999999,-277783361.72,163227272.85,-60803839.260000005,-60803839.25999999
CN,002384,2016,Q3,2016-09-30,CNY,2730333235.2300005,2745334919.94,2458485551.5200005,4070387.46,59068395.69999999,119024263.57,73088165.78,-15172075.659999996,19496482.189999998,6265369.620000001,599931.1699999981,-4049800.1599999964,847390270.0,1645564072.51,306624650.81,33006046.81,2777664465.95,3096468346.23,401454126.8,2317517101.23,9126190338.24,225863703.69,131405736.95,5454476013.38,2633547596.79,127702078.55,92768853.43,8832645120.94,2912489664.25,2826330799.36,2835531566.43,192746357.38,3426580403.56,3871616875.92,49662891.81,2649831664.36,1972351864.11,447063005.90000004,2024084207.42,367644915.87000006,34755701.01,185870890.94999993,-138205366.89000002,157648960.52,-2876239899.3900003,4067439603.0099998,1051192140.2,1051192140.2
CN,002384,2016,Q4,2016-12-31,CNY,3246365484.3199997,3281494224.7300005,2907058488.4699993,14234620.46,54640739.77000001,187644426.45,101681663.82,-18653788.51000002,2387438.830000002,-3070637.6100000003,-13288484.249999998,-2970056.4399999976,847390270.0,1647071699.93,302552956.79,34107684.4,2704542251.0,3340275780.57,227475902.94,2455058198.48,9190174053.38,211039843.57,142568637.5,5948638342.47,2913968308.78,157483366.26,87945650.12,10007936355.91,2384150212.7,2732483329.17,2746725827.24,1079867780.33,3495887012.02,3766434840.97,35512780.55,2827540033.67,3597526910.0699997,-67830427.30000007,2306980180.3700004,336773505.31999993,70432255.83,675090858.3900001,203937904.36,842246566.98,-915624252.7799997,222828624.09000015,-464082372.22,-464082372.22
CN,002384,2017,Q1,2017-03-31,CNY,2835896023.97,2804439096.8,2468878542.19,7035966.25,70355710.64,153293343.86,96997898.16,16828419.85,5802337.2,699556.54,1987896.94,21463177.96,847390270.0,1647071699.93,324016134.75,34107684.4,2587147852.35,3399890612.34,307749247.63,3065841367.42,9782818037.31,209740617.55,151664939.86,6017106850.81,3318994703.69,132404180.96,75533053.5,10380023349.99,2631588108.13,2775590806.32,2788313430.0,1157076983.53,3602186752.67,4128846931.42,33238651.6,2814418649.56,2626212920.41,154845523.19,2279705645.78,434074952.06,109397071.34,80176679.02,-19046142.11,401838385.95,-216883986.3,180513213.48,-62508380.27,1144234951.94
CN,002384,2017,Q2,2017-06-30,CNY,3284736062.98,3218078087.24,2856216280.0399995,14702383.61,81586421.01,160109032.64999998,80877567.46000001,75811456.03,29648596.01,1569086.88,1499411.5699999998,97867425.69,1071048318.0,5866131830.85,421883560.44,34107684.4,3736981059.8,4206284081.64,590254369.49,3295668420.77,13567418271.23,208438076.29,155208994.33,6572332473.8,3564718659.38,151312662.22,58964051.39,10073075419.69,2678376989.86,7378419483.82,7388298335.48,90130129.96,4340165828.85,4429700257.73,50718885.23,2915978407.2,2377735890.63,284025067.15,2044248436.1299996,426224858.98999995,10186163.920000002,702777941.4300001,-420337774.12,468100972.38000005,-1828468314.42,3526102102.53,1268399618.49,1268399618.4899998
CN,002384,2017,Q3,2017-09-30,CNY,4313420941.04,4031921791.7599993,3669510078.540001,8420458.240000002,82551326.16999999,184374069.05,72883158.97,272633845.77,13996450.990000002,37839.03000000026,35027576.830000006,251275421.64000002,1071048318.0,5866131830.85,673158982.08,34107684.4,2421687303.96,4664548134.35,760930674.8,4038989783.43,12462729318.5,219181937.56,156252529.19,6993608390.74,4556576398.25,127494739.01,58755223.7,10935525703.45,823538831.98,7687049862.89,7697273173.81,176961409.7,4784208663.51,5476533972.62,66012641.83,3497748857.94,3821358618.8200006,267434253.45999998,2920380341.6500006,433598594.33000016,46064000.969999984,291510314.8599999,521398149.12,327073767.82000005,773037618.74,-2001775145.9300003,-720640012.99,-720640012.9899998
CN,002384,2017,Q4,2017-12-31,CNY,4955512601.630001,4850359529.470001,4190419397.1800003,12299584.059999995,81563704.85000002,369768259.52000004,110425527.34,215576375.37,-46719812.27,1097338.9699999997,11219356.43,155587540.53999996,1071048318.0,5867949642.47,814794288.01,37349435.83,2941087819.73,6063070645.56,426718577.15,3375639365.17,13517182423.21,215379867.62,94645574.3,8596297829.71,4372651630.31,160874746.33,110400995.29,14088984025.14,232009955.74,7773178582.65,7792486272.04,180828075.17,6302113517.05,5749621922.66,67404736.84,4027987158.05,4683620623.93,8756988.23000002,4148019667.7599993,491948349.03999996,-46165.539999991655,167311650.6300001,78751605.30999999,1768926869.0299997,-2331234364.44,1951975449.7600002,-227919107.79000002,-227919107.78999996
CN,002384,2018,Q1,2018-03-31,CNY,3552485281.84,3436074188.09,3043473540.63,13414429.71,72900298.05,179269789.84,104140919.16,166486522.11,1108740.31,517325.5,15589950.61,151431732.25,1071048318.0,5867949642.47,966226020.26,37349435.83,3930585738.29,5354627611.21,890301571.2,3403353707.93,14527522101.73,211343765.04,98467945.99,9123891264.16,3983858257.16,128605469.63,46377137.12,14652190119.77,842905585.99,8136708716.68,8156317660.13,190726525.78,5853616314.19,5651431759.14,70279577.4,4117219821.0,4671987323.91,578830531.48,2717267643.07,445739382.0,58907821.71,1389677864.46,800499229.53,1530244632.97,-1475812293.45,1200852664.76,489257711.83,1953333161.48
CN,002384,2018,Q2,2018-06-30,CNY,3659204020.83,3647499728.3,3099646562.2,14108245.34,83630625.75000001,161152811.95000002,210391801.92,127927031.30000001,851621.75,1093978.33,18148598.86,108622219.41999999,1071048318.0,5867949642.47,1021295823.78,37349435.83,3180772192.86,5947761921.38,528024827.69,3703320206.41,14525784962.15,201954045.83,104211190.9,10636533459.31,4538655787.16,156122559.64,55413746.06,15886227513.72,1230628208.96,8024939898.89,8045462698.78,233293455.29,6240636034.69,6613619208.61,208584809.1,4710016802.27,1524763587.5,353479657.23,1228093517.4199996,554639337.4,155598230.88,122130716.61999989,-55014096.69999993,1304387953.1200001,-1268142781.07,533975412.47,-743355309.03,-743355309.03
CN,002384,2018,Q3,2018-09-30,CNY,6194872374.209999,5823479351.86,5142699573.24,18083853.38,104530209.70999998,43058648.53999996,189265003.87,452042607.45,12697052.42,1625056.2399999998,46085910.25,417288683.6700001,1606572477.0,5332425483.47,1438618112.18,37349435.83,2898600595.75,8751182675.69,262142409.21,4450171972.32,17568548097.2,331523203.53,110385892.14,13609230830.03,,251003812.08,129596093.45,19066170772.43,3781694441.7,8308280903.5,8329913713.1,266865449.96,9035159270.07,9308705697.83,87713202.53,8265793020.29,4448316679.110001,445347605.48,3548898332.95,773717165.2099999,115496661.79999998,339318418.0600002,324788052.91999996,1056900232.1099997,-2634988005.6600003,2067294080.3000002,-246338275.39,-246338275.3900001
