country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,002409,2016,Q2,2016-06-30,CNY,211682627.38,201364187.23999998,169486775.43,300785.23,7870382.760000002,28815031.960000005,-5275655.3,14104055.439999998,477000.1299999999,125095.0,1605778.21,12850182.36,332640000.0,585122540.47,385889362.35,56967535.98,82760413.08,153891952.88,9728283.19,147364894.6,813951477.15,55781927.48,6014235.26,693102952.78,48097021.04,4155500.96,7254382.51,136217796.34,14981108.32,1355855525.27,1355855525.27,1864415.64,190440651.91,120409836.27,6186543.83,238943222.48,232622718.93,-210571.7599999999,211373320.89999998,12814372.850000001,15565648.84,17523006.93,-22837486.12,9564585.810000002,45087459.150000006,-76752005.23,-54299727.67,-54299727.67
CN,002409,2016,Q3,2016-09-30,CNY,191270121.45000005,181940139.32,149765000.39999998,105173.53000000003,8497645.48,26012204.82,-1359756.7000000002,12668038.340000004,626188.3700000001,250708.00000000006,2041141.62,11002377.09,332640000.0,585122540.47,396891739.44,56967535.98,97590968.72,125122607.81,11040949.47,117751958.65,800931618.77,55321513.99,5576275.96,720758071.4,37946463.02,4732387.82,11606570.45,138990654.52,14728060.78,1367970974.87,1367970974.87,1638016.33,164387987.52,102187123.7,6042155.84,231933304.77,235410380.90000004,738864.41,147316226.81000006,11966061.690000001,6922567.359999999,19411613.4,57583614.01,11055014.490000002,-59410007.56,16291563.49000001,14830555.64,14830555.64
CN,002409,2016,Q4,2016-12-31,CNY,278833354.9699999,252358778.07000005,208739995.29000002,2785727.63,12424998.59,34347747.64999999,-8233617.78,28015699.46999999,1229579.9999999998,680991.0099999999,2013405.129999999,26550883.33,343827605.0,703923747.86,415649646.23,64760512.52,164206959.96,182174979.55,7197883.76,170986198.76,744107926.25,67525382.68,11823673.65,1095877859.48,82833007.7,7181906.14,16234138.57,293858302.63,23465495.66,1522661987.44,1522661987.44,41061627.0,217517828.43,167002787.1,5165281.9,279730373.89,-51225303.5,3600649.41,-127072663.52000004,16904683.299999997,8587792.819999997,41220580.96,19500041.880000003,5637326.409999996,30980495.08,12542298.49000001,66615991.24000001,66615991.24000001
CN,002409,2017,Q1,2017-03-31,CNY,291395911.16,265153588.38,215381934.55,1348323.99,17498427.8,28551712.83,981467.67,26950187.34,450141.2,44683.77,3585640.26,23770004.51,343827605.0,703923747.86,439419650.74,64760512.52,357236505.12,211539416.7,5253106.06,188867068.14,905841477.67,66898869.47,11668009.57,1101450889.93,55406900.38,4414684.67,21090527.26,438341548.31,22907320.11,1546043499.18,1546043499.18,33249588.29,244309062.3,137233040.29,3913797.63,272031759.12,240140326.62,262238.29,231053589.0,19265264.5,11241736.53,27655792.31,-33997815.41,19521022.44,51604553.06,175665975.24,193029545.16,357236505.12
CN,002409,2017,Q2,2017-06-30,CNY,253757190.83999997,238187632.89999998,195774079.28999996,1274914.86,12504712.61,27550745.560000002,2842831.16,17074349.12,3058511.4299999997,40199.700000000004,1228230.7000000002,18864430.149999995,343827605.0,703923747.86,451407528.79,64760512.52,454985377.66,170658872.16,15281377.21,202402263.3,885849517.06,66516628.98,12710812.94,1111000863.14,52603451.54,4871281.73,18096985.41,413191894.33,22660060.06,1560998425.81,1560998425.81,33616557.22,195073040.75,116316920.78,4483812.21,284656192.21,250467733.85000002,3517145.41,183299034.66000003,17739524.57,17418171.770000003,22577738.34,24418231.229999997,16364757.84,79473383.84,-9159970.73000002,97748872.53999999,97748872.54000002
CN,002409,2017,Q3,2017-09-30,CNY,275266084.66999996,266073880.98000002,214633666.24000007,1592015.4999999995,12257506.23,30639294.879999995,6092023.74,7658859.43,1173689.7999999998,428881.32999999996,883087.7000000002,7568632.940000005,343827605.0,703923747.86,458976161.73,64760512.52,264364271.7,188477449.53,25317155.27,165005560.48,664505718.59,68840236.69,12090666.5,1132083034.5,56244883.99,6179996.95,24063727.93,198240023.37,22295802.96,1569175901.25,1576052926.76,30477152.46,202972659.07,100091864.97,5964281.42,420278948.41,224578168.54999995,2992135.2299999995,155581039.21999997,15373721.380000003,6678180.800000001,22394418.250000007,32985061.7,26393474.729999997,-18459535.42,-204137509.98,-190621105.95999998,-190621105.96000004
CN,002409,2017,Q4,2017-12-31,CNY,312502890.1,329201035.5999999,263482976.8499999,4027191.6100000003,15193227.5,43936177.82000001,2296559.51,-16886741.32,-362839.5,458142.04,-1820864.35,-15675106.270000003,343827605.0,703923747.86,440257135.58,67804432.4,156414249.55,188545488.73,26640600.87,176582691.35,627432570.93,68075918.0,11758981.14,1145021154.23,65244618.38,9981625.43,9675997.79,190899137.34,21811241.77,1553080079.15,1559743346.05,32881579.29,207911334.0,126774618.38,4661120.86,421238649.64,179189595.0,5050514.620000001,120698555.44000006,19900184.349999994,8817794.689999998,49265362.30999999,-17728656.06,11479712.380000003,-61486904.410000004,-24297642.89,-107950022.14999999,-107950022.14999998
CN,002409,2018,Q1,2018-03-31,CNY,308145537.42,290781442.1,231643547.45,3211140.77,16578955.51,34045489.79,4830808.28,20259442.53,49713.69,278393.4,3116554.87,17150645.96,343827605.0,703923747.86,457407781.54,67804432.4,284847927.76,200571008.42,28009354.04,226525189.14,758980265.75,67364152.1,10430323.68,1101903324.02,61893884.94,5048569.66,1665562.88,264695406.28,21470037.35,1568291317.25,1574718146.14,29295764.99,214085903.78,210507069.46,3620745.44,423764627.57,240866468.29,50403960.9,145101705.36,23771326.65,12561212.33,36248389.57,88577037.84,17623106.92,35076917.44,5854736.99,128433678.21,284847927.76
CN,002409,2018,Q2,2018-06-30,CNY,340713788.77000004,323518586.15999997,278733359.1,1901087.0699999998,19420764.410000004,45163137.26,-5208028.970000001,38647017.83,49206.19,-5746691.71,3682191.83,38330714.64,462853503.0,3052073561.28,491956392.52,67804432.4,853309545.38,371713504.34,67933827.65,337095601.82,1765652542.12,201926356.99,20554988.08,2931987436.75,63181761.7,25107629.99,18560353.75,428836712.2,38454430.77,4156179354.03,4230348835.9,173945464.69,465231100.68,163372885.7,6808791.38,644923849.23,387252176.85,-41430003.53,276006344.52,23969462.810000002,34332495.95,26742514.990000002,-5276619.609999999,28390042.07,-48476113.059999995,67501023.95,22626541.15000002,568461617.62
CN,002409,2018,Q3,2018-09-30,CNY,446833383.06999993,385115634.53,296885479.19,2939531.67,24656099.54,30447490.560000002,-2684826.42,74844248.37,182029.77999999997,294837.89999999944,11312375.080000002,60441626.38999999,462853503.0,3050073561.28,552398018.91,67804432.4,796775713.7,394682356.93,55660142.89,346009058.83,1727640492.38,208393592.85,19633084.68,2979720316.92,,34683019.2,31953919.61,354465273.04,38178247.79,4237570367.82,4314717288.47,83271515.04,504316913.63,153746184.05,11301286.52,639111826.2,376206176.88,1904567.4500000011,261058358.78999996,30996701.979999997,17158889.740000002,49481916.33,25205882.36,24441271.240000002,-11528679.56,-80330491.08,-56533831.68000001,-56533831.67999995
