country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,600487,600487,2018,Q4,2018-12-31,CNY,9759666864.810001,9350990664.030003,8440629218.619999,55681855.379999995,338729868.33000004,288549202.96000004,89027168.41000003,533823987.48,-1043140.2400000002,1492231.2699999996,60346898.860000014,424639461.76999974,1903685822.0,3195893625.14,7039015000.02,410462194.12,5054228754.55,8185372015.93,3336391350.53,4505334391.94,23909326979.61,1112428468.09,164043213.23,12453333766.84,2960973128.02,305284465.71,394171738.74,20705645025.23,2155900408.44,12420673247.82,13501115312.78,652315777.85,9613979502.06,8067666393.87,367475653.39,5774532122.31,10862943330.18,312781101.73,7893036668.629997,559382580.75,23571701.590000033,1237478944.19,1502128136.0900002,1343104513.4699998,-1329664762.8300004,65419423.17999983,214726682.94,225280185.9000001
CN,600487,600487,2019,Q1,2019-03-31,CNY,6798936867.3,6367258744.08,5536155279.38,26554914.51,250513897.08,237168782.03,156602680.01,515588925.34,6528036.45,5332503.77,73528939.66,456794946.13,1903685822.0,3195893625.14,7495809946.15,410462194.12,6481518003.63,9332694994.14,2838665041.87,4513020236.58,25786700087.35,1110642739.53,146869345.59,12963998898.63,,127753448.96,270632337.03,19792464095.34,4745099372.61,13146702238.86,14213135518.03,621429520.86,10719404620.91,7684754387.84,425359556.25,5995961264.23,6854017390.35,448784847.61,6662448401.81,548885237.69,405171680.76,311425227.89,-529915379.69,366842285.46,-206690100.0,2531910687.86,1787097929.54,4901410859.73
CN,600487,600487,2019,Q2,2019-06-30,CNY,8613361394.54,8388369448.559999,7237154362.87,20962187.55,258250759.17999998,231652211.51000002,223216225.05,309219961.58,541623.0699999994,5790805.040000001,38554940.66,273835807.34000003,1903685822.0,3268837459.17,7484092442.01,410462194.12,5544753589.12,10595112388.95,1541452109.21,4971483869.63,25871061286.12,1284884152.65,166602915.99,13927770872.91,3389493166.34,146094610.27,162173712.01,21315420415.86,4287260789.51,13220100432.87,14196150953.66,490255485.46,12056025492.65,9133840746.38,427720185.61,6894138342.66,8137142204.139999,750251938.1899999,8128539341.87,588790311.4299998,457306742.72,398579539.39,-634356438.06,1373252025.3799999,-2028695866.9899998,1670291151.35,-983992633.63,-983992633.6299996
CN,600487,600487,2019,Q3,2019-09-30,CNY,9188025649.98,8871391524.600002,7839583060.0,24423699.67,335685960.15,228561529.95,199930112.26000005,464859969.7900001,40773378.349999994,3035483.959999999,71778993.52000001,456634214.28999996,1903685822.0,3271106194.53,7945726656.3,410462194.12,5673746983.77,10139807649.51,1321724480.12,5569696054.91,26846734132.87,1387106028.69,175153947.55,14074572113.58,2960115799.75,224294621.63,196344956.73,22123490611.75,4389830022.41,13437472465.04,14407985612.29,584539764.37,12035740425.56,9204346164.13,428952421.7,7350404465.42,10618752640.340002,49821840.75999999,9784057883.84,356205076.2800002,173132882.19999993,305885231.49,76430551.92000008,749089306.7,-927421283.7200003,821896165.1700001,-47457463.31999993,-47457463.319999695
CN,600487,600487,2019,Q4,2019-12-31,CNY,5269755965.580002,5137268513.669998,3891742264.119999,19650364.709999993,342821229.0000001,321595724.37,197338210.67999995,261350388.90999985,53591824.699999996,45749241.510000005,69153278.13,174856400.3800001,1903693659.0,3415098751.06,8099240111.02,452644790.93,7170638031.05,10225752148.17,953681004.19,4687223513.74,26430638980.58,1629623456.83,218319941.0,14816843982.67,2714023627.27,349055142.84,264532785.31,20275516018.82,4507365596.62,13671603949.29,16464601347.81,411689754.98,10516604621.02,8182762577.93,789709309.73,7706615931.49,6115217025.539997,68683104.36000013,1485856891.209999,448238739.98,-106571097.1099999,1784706125.33,2604614961.9700003,1128234074.12,-1190926346.75,319050769.8199997,1760144802.4699998,1762116040.4099994
CN,600487,600487,2020,Q1,2020-03-31,CNY,5945538302.51,5858357313.55,4918463319.02,20382028.18,235026678.35,230426012.68,198231413.4,224519893.12,3020053.39,8973370.35,29990012.34,233450460.64,1952745341.0,4090872067.06,8280134498.97,460326966.8,5955343244.6,8746927756.08,1020087528.94,4908072875.96,26843113939.1,1759581779.28,335472111.58,15931944608.11,2614480713.23,303178636.35,192084365.11,21206045403.2,4477967418.55,13948157459.63,17091045725.46,356196204.93,8899932461.91,8429088592.01,834661284.57,7554616938.09,6289102722.03,201204163.51,5553306127.62,478041800.13,299025762.48,1261347272.27,-1072835945.87,408500825.81,-1571893753.24,442654152.9,-2206532626.27,3425544176.92
CN,600487,600487,2020,Q2,2020-06-30,CNY,9524952767.48,9320279648.060001,8163345244.02,25527716.75,289741721.73,274175253.79,179673609.03,274831819.34,7706643.199999999,-631857.3699999992,42059406.09,209816629.44,1952757076.0,4095902957.12,8387797323.98,452644790.93,6529579855.01,9000552796.01,741895971.23,4674117186.62,27436149849.35,1723838532.25,307302046.37,15389017496.54,2469962101.93,336070693.37,234791809.43,20496947032.34,4385982662.73,14777859083.31,17942237650.82,295939878.62,9322069912.01,8116985675.07,869806610.65,7110311075.14,10393472695.670002,130661936.29000002,8654482658.560001,703312858.7700001,274899998.49,95992873.46000004,811416902.74,903367708.6300001,493954534.77,-434871917.57,878462235.47,878462235.4700003
CN,600487,600487,2020,Q3,2020-09-30,CNY,9893700573.19,9449099162.52,8230971163.419998,37454166.21,375162168.84999996,255819736.51,172828755.66000003,541370264.99,3567764.960000001,13235904.509999998,73365310.09,430602903.7,1952764320.0,4095996919.32,8818400227.68,452644790.93,5805599057.23,9232772887.99,1072683835.77,4980342175.89,26937647437.34,1713456099.61,386865945.8,15676078629.42,3029668261.03,416209943.57,288575620.81,19635650993.94,4480292073.67,15320095276.11,18497782999.15,385195132.52,9710739574.95,8337083603.9,813777798.18,7355412070.18,10142049582.91,112504367.26999998,9357028430.560001,361965268.56999993,186282255.48000002,-194128473.12000012,618377811.0699999,156294679.12999988,836717105.45,-1614858589.9299998,-185283136.02999997,-185283136.0300002
CN,600487,600487,2020,Q4,2020-12-31,CNY,7019951851.52,6734836825.450001,5759985016.490002,33082385.010000005,40748922.99000001,351923013.6299999,128944158.13,333504398.3399999,34523432.64,61530886.72,35517242.69999999,187888606.57000005,2362188385.0,8259517554.87,8915410634.06,491614933.37,9727828439.96,10287523503.0,1128275820.62,4862060437.78,32819688433.74,1617311289.42,365369338.0,15665035740.12,3867599633.25,457834472.55,288934334.01,21294025468.79,3848743875.13,19990900951.31,23341954829.94,492137360.37,10673355896.37,7563812333.41,682665792.88,7625248998.29,6000363228.029999,937668359.3200002,2859214332.6799965,515263938.68000007,327428207.8599999,2115427120.51,1255426597.1299999,50201133.29999995,-2118318336.7800002,3904044487.71,2906860188.64,2906860188.64
CN,600487,600487,2021,Q1,2021-03-31,CNY,6973749322.2,6767575364.77,5858029502.76,28615949.68,222654748.78,235471845.65,177625804.41,286687858.31,4906646.29,8120222.7,39341791.7,264134611.98,2362188782.0,8259524849.23,9179545246.04,491614933.37,12912027346.85,9912027040.87,1297778024.76,5115952807.57,35547614018.14,1651036716.06,391300357.13,15500500122.24,3177121641.94,311586088.4,271885154.2,23182518766.88,4183655373.11,20338026700.75,23681940000.39,472750984.9,10301795718.2,11165631852.52,875652059.34,7450296739.95,7768239851.3,62364765.56,7332885551.2,578321777.41,314507413.12,614106142.56,-921205561.07,234638598.55,-1967809583.86,3227258905.68,338334358.12,7363917823.12
CN,600487,600487,2021,Q2,2021-06-30,CNY,11083475076.79,10568137576.0,9210236255.82,27259767.9,302318733.54999995,358223821.68000007,141198377.38000003,545438487.3299999,20270323.27,1609040.87,112800702.48,406947648.09000003,2362190244.0,8246141452.0,9446530234.13,491614933.37,11597802289.91,12534447449.91,1100772549.75,5287992195.52,36146514392.87,1580783942.72,433431483.61,15841483860.54,4365469217.36,325273078.79,338296028.21,23707226816.66,4637239479.74,20325597945.45,23643531957.01,579370970.06,13017410770.06,8227504302.89,722137287.7,7308710124.62,10951824198.010002,753777654.6199999,9601216476.240002,641252990.39,249492586.88,662389047.98,586394385.1600001,669247426.6400001,2233942039.87,-3044419842.68,-240492512.03,-240492512.02999973
CN,600487,600487,2021,Q3,2021-09-30,CNY,11754642775.329998,11115672586.23,9837805717.359999,38331723.91,247581736.67000002,317732644.30999994,120197752.51999998,780688130.9499999,15024816.690000001,7513936.3999999985,95011679.6,644627465.7799999,2362193251.0,8324009774.64,10091157699.91,491614933.37,10938738436.61,13410917579.35,1162642325.16,5620774804.46,36121165499.09,1502179602.08,446319520.86,16207284868.29,4704571826.76,364965795.62,449883564.7,22887719182.28,4996718660.96,20845507077.55,24444012524.14,407717410.13,13872722516.4,8873396058.37,697654450.98,7628034647.19,12477581921.989998,328362096.57000005,10647920763.94,441658727.99,248022861.51999998,684734568.5,848946256.8800001,763956030.7,-1342775333.74,-134813755.09,-620576685.3100001,-620576685.3100004
CN,600487,600487,2021,Q4,2021-12-31,CNY,11459297891.32,11249139442.279999,9781521011.460003,38708649.510000005,363181759.8900001,458142020.7900001,67841572.35000002,96029474.9000001,25019644.57,19328225.130000003,-87609563.66,120591974.7900002,2362208953.0,8323843479.66,10168227075.9,534204202.71,10248320791.21,13889073716.44,1324435269.45,5152857819.32,36000455257.52,1677695367.77,626240425.12,16456937240.9,5411997117.53,590936368.9,382049120.46,23888004904.25,3919337884.93,20769389522.13,24650049709.24,494959115.07,15464735708.64,9514521772.9,537605041.26,6955426041.35,11677721355.490002,58412515.77999997,9417364208.219997,792929201.98,328906328.74,387628326.0799999,861813537.9100001,1037830482.4399998,-559729673.0999999,-76739714.67999999,243486579.81,243486579.81000042
CN,600487,600487,2022,Q1,2022-03-31,CNY,9351601986.74,9016398593.05,7953806017.68,27243343.57,261399288.68,270120086.51,167746047.18,403562296.47,8654434.87,9225545.04,53775984.59,344050462.45,2362210486.0,8325207679.1,10512277538.35,534204202.71,9460213397.45,14689555341.63,1420298572.49,5539596501.45,35959867917.1,1539207108.46,646107573.54,16797014707.07,5403236691.42,311018099.22,279500813.6,23151838940.61,4668952106.45,21066096922.69,24936091577.11,465437827.77,15741735188.39,9411445498.03,483658336.12,6874348300.25,10303228144.73,219245774.37,9351452150.7,786562062.2,319250487.28,553658613.14,-397210225.87,505397334.01,-482119907.32,-126579507.05,-1008813972.34,5737521233.25
CN,600487,600487,2022,Q2,2022-06-30,CNY,12754362957.550001,12084792637.96,10563992445.119999,25393752.700000003,272936708.24,371527673.89,53367977.620000005,621249683.28,8178386.930000002,12309598.010000002,39490651.36,516056218.43,2362210885.0,8323436424.94,10865809594.91,534204202.71,10635740258.47,16497129257.02,1362910582.19,5034371566.56,38770950690.16,1891576075.29,756465747.67,17238408283.97,5275856513.2,297463454.9,270274022.3,26552385255.88,4551121447.83,21114416087.95,24905852270.42,718170059.75,17834424795.44,11899251964.68,581544132.64,6727849320.71,12291617363.170002,384894134.0,11049930801.939999,602662117.53,124140503.99000001,1215850682.2400002,-267613681.80999994,580176444.3800001,-612954423.0900002,767957761.6099999,-96462829.38999999,-96462829.39000034
CN,600487,600487,2022,Q3,2022-09-30,CNY,12546505562.36,11879151430.11,10566752033.619999,50944913.99,291560701.84999996,323820004.75,99136462.58999997,706546155.28,3831205.9299999997,14228409.489999998,95849910.11999999,559483238.2399999,2362214913.0,8312814626.76,11425292833.15,534204202.71,10144745887.66,16594491350.59,1318368078.66,5372014712.8,39203367355.03,1855470288.02,735337740.8,17809135699.38,4972597890.76,383947072.03,480639604.5,26570546948.33,4937728463.3,21767112492.68,25504227642.78,695492272.98,18599970076.16,11342826002.07,584975765.84,6629315636.59,14958082865.089996,832309312.9499999,13191868259.029999,538093756.0999999,346501495.15,572029320.6599998,1230882167.9,811387380.6999998,-1232800143.57,-603183279.9699999,-577316387.25,-577316387.25
CN,600487,600487,2022,Q4,2022-12-31,CNY,11811513132.269997,11955571749.509998,10794835703.940002,72335483.54,394200845.22,457975624.7800001,26045641.03000003,-57046413.50999999,51483604.14,24527116.75,-93740417.53999999,163949761.6400001,2466734657.0,9646421136.71,11500914608.53,624835157.38,9679340520.03,14589968819.9,1626493009.62,4799707952.36,37834904885.87,2126676473.78,787383158.8,17841984820.01,5399245001.37,596513298.61,407382299.28,24071247716.72,4702358117.61,23699591216.69,26903283871.55,876507652.76,16871993173.85,10307353557.45,638340302.69,8216027834.55,12662337018.46,-394574441.8399999,12328164465.36,422602253.6500001,226102679.2800001,-965238432.94,288610130.41999996,745919056.4600003,-439744514.30999994,1750559704.66,1624996710.33,1624996710.33
CN,600487,600487,2023,Q1,2023-03-31,CNY,10866810879.68,10517730941.45,9146530482.11,35561747.33,302249211.94,309965036.12,170010926.55,435485777.59,7722912.49,10714526.74,39174407.44,395053122.56,2466734657.0,9278508596.45,11895967731.09,624835157.38,8551337042.05,16688249781.1,1543799406.14,4959966759.06,38389040108.84,2050698164.79,804734812.79,18091318289.52,5456905055.83,370686552.23,414409462.68,23910403020.25,6820312243.32,23799962020.5,25749643134.79,839808317.88,18793223696.61,11687704921.23,542219142.6,8087627127.71,11595137486.4,289666294.38,10479360512.25,997965448.85,197024262.14,543843023.15,-273079702.38,528640753.37,-831330889.07,-389140003.07,-1499166317.79,5189572409.15
CN,600487,600487,2023,Q2,2023-06-30,CNY,12310306515.739998,11383442462.119999,10124208779.529999,35379581.19,329180453.44,351044594.42999995,-111258628.34,903705354.69,3310363.3599999994,9040157.979999999,44744142.900000006,854425457.6800001,2466734657.0,9289056978.43,12554839463.3,624835157.38,9108127207.44,17681883243.3,1597300955.15,5049317265.65,39948853021.78,1965902783.09,842290880.95,18270967490.48,5510976334.41,394922590.43,330863914.12,26172875313.57,5839456491.0,24281205046.42,26207488707.69,964110695.17,19859442454.49,9780822596.04,565307256.86,8163211429.28,11937651219.390001,457731749.39,11729854316.3,450737741.9799999,413601770.94000006,444156990.40999997,-550583746.39,524254302.07000005,-115499927.81999993,945320854.06,337010718.68000007,337010718.6800003
CN,600487,600487,2023,Q3,2023-09-30,CNY,11924328435.79,11388197110.080002,9852582749.670002,43024259.22,262905211.26999998,342294772.31000006,125552675.42999998,592883313.56,16922750.979999997,6258878.950000003,62678313.75999999,554401680.9200001,2466734657.0,9243167181.44,13109241144.22,624835157.38,8777699863.75,18158677499.02,1707807471.54,5907914666.72,40978309159.5,1898412794.52,869097269.81,18898211952.8,6014340608.0,480898409.52,302033091.37,27216951015.27,6118469911.34,24860029537.46,26541100185.69,703092064.03,20486402251.72,9943393256.73,585063027.58,8064999605.86,13759056168.809998,-53037507.889999986,11324275553.560001,703234265.8699999,268118228.06999993,174644367.10000014,1301277674.82,879971371.8799999,-874647822.8000001,-485302163.78000003,-96262618.03000021,-96262618.02999973
CN,600487,600487,2023,Q4,2023-12-31,CNY,12520297431.89,12384661208.559998,11209929422.569996,44400846.13000001,435923646.5400001,410643649.85,169759051.34000003,378434390.26,90123642.42,17313757.9,11894378.710000008,349725068.9599998,2466734657.0,9608236688.38,13302251701.76,787394868.54,11534921073.39,14934524609.41,1827148733.08,8299687875.19,43121641792.02,1583880540.63,900282164.55,19369129737.5,5642944551.03,591352343.34,304689742.95,28957160409.95,5414744457.85,25642878413.65,28118866661.72,965225592.04,17103548941.74,9858466502.59,549677902.06,10868593286.06,17638554595.310005,566210730.58,16015534026.150002,370848527.4000001,168373936.20000005,524561930.97,1379809005.93,173013665.29999995,-256299292.21000004,2243950220.81,3381311009.03,3381311009.0299997
CN,600487,600487,2024,Q1,2024-03-31,CNY,11784838907.31,11356433679.76,10012285457.7,40889180.42,305697341.06,307451030.12,162576538.93,596947667.27,5776668.76,9278591.27,51110644.93,513074864.08,2466734657.0,9664921635.72,13815326565.84,787394868.54,9916359591.82,16924053699.32,1983889352.72,8466961913.48,43753285035.36,1522236178.98,956060620.69,19546514585.12,5754810846.96,406604745.98,335093996.41,27725044210.06,6838143648.37,26224903961.63,28736611762.05,919954210.5,18613021942.67,9383009219.17,702408708.57,10752341351.47,11701117520.27,2587190947.57,10540406641.83,880926431.33,316049339.13,2525151015.27,173137554.87,179403985.74,-611924123.62,-939890074.19,-1389498982.67,7422132536.16
CN,600487,600487,2024,Q2,2024-06-30,CNY,14829470463.320002,13680666210.019999,12199241416.719997,55491023.31,368183568.86999995,386512009.04999995,-16127348.379999995,1263845066.42,6595409.51,4355603.91,76721736.94,1096244452.1100001,2466734657.0,10236670754.17,14548184673.45,787394868.54,9752693994.1,17454774427.09,1792012482.51,8737902053.74,43829712166.76,1509836254.16,1000367929.09,19606193423.53,5376638234.89,398172408.86,272247486.97,27375137729.06,5739695085.18,27291032921.2,30321072776.05,1194626117.17,19147191825.19,8799496523.85,617893418.83,10582344556.97,16110259731.529999,-2059010422.8400002,14824372074.74,685940176.0500001,419862657.76,-1522971821.6799998,-170464990.78,921517818.0699999,-187906428.47000003,317154861.99,-5079152.730000019,-5079152.729999542
CN,600487,600487,2024,Q3,2024-09-30,CNY,15785030826.579998,15091672348.340004,13765232666.18,47691424.989999995,269590675.6400001,366726010.63,88934925.03999999,848612070.6100001,6597010.440000001,4612594.800000001,78771604.6,705486160.5900002,2466734657.0,10464633309.04,15253670834.04,787394868.54,9548096080.73,18838743928.92,1975619293.9,8669377844.78,45440904088.29,1510068589.6,1017100569.95,19475575969.17,5830943186.52,505429728.51,306716476.81,28071813586.41,5222793078.93,28299912306.28,31621873392.12,959807507.86,20709949019.93,8764393821.67,591825398.93,12169002268.63,16466414412.930004,103828477.18999994,14926849496.879997,555570149.7399998,279208079.18000007,565003971.9,438018442.72,884616172.24,-855332985.4999999,203447073.95000005,-268226511.81999993,-268226511.82000065
CN,600487,600487,2024,Q4,2024-12-31,CNY,17584872224.57,17312004864.199997,16084106084.599998,65607540.879999995,470132218.4799999,330646298.61000013,191852333.54999998,591925042.3399997,8448566.629999999,14779665.969999999,118756622.03999999,454016046.77,2466734657.0,10330295241.13,15664531232.5,830550516.85,11918463338.73,16813285170.54,1926866341.05,9040752576.49,47028539799.89,1507109437.79,1017424567.32,19410120693.43,6970884400.5,609015924.12,450315593.62,30367835594.46,5170314584.5,28534959312.28,30900510314.36,1105912389.22,18975537404.84,11892132071.02,647708191.65,12517682464.96,26025671090.359993,458730872.87,21771344898.030006,522367446.73,354815761.43999994,1069311323.7700002,2821398060.08,48379670.04999995,-5518935.800000191,-643549838.22,2176959385.68,2176959385.6800013
CN,600487,600487,2025,Q1,2025-03-31,CNY,13267951777.19,12699150837.82,11461408498.92,32809674.87,305160542.2,333896297.95,63787632.21,653073630.84,11097343.29,12801925.96,58562795.04,556783362.25,2466734657.0,10362261594.47,16221314594.75,830550516.85,11856675629.36,18550705072.79,1949671565.38,9301396682.77,48285944959.64,1554585434.78,1014538586.48,19281019644.34,6491422442.99,417578134.47,257506508.18,32316946948.91,3511728294.23,29322679824.35,31738289360.84,1069902041.05,20553620109.42,12128620780.42,671325653.01,12142642364.13,15855356643.87,814886912.45,14224284257.63,822303025.14,375860571.17,1340727665.98,76648500.75,473315447.22,-468993750.07,-232443268.93,-628604465.54,8697181791.75
