country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,06869,2016,Q2,2016-06-30,HKD,3677647000.0,354514000.0,395841000.0,441127000.0,807313000.0,298582000.0,17257000.0,108209000.0,51982000.0,360488000.0,0.52,-140315000.0,-469250000.0,54638000.0,1502400000.0,8191089000.0,3825540000.0,5430985000.0,4189866000.0,3556776000.0,1061356000.0,682115000.0
HK,06869,2016,Q3,2016-09-30,HKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,06869,2016,Q4,2016-12-31,HKD,8111495124.0,717093240.0,793292831.0,905503924.0,1682577609.0,662230345.0,26440810.0,112211093.0,99592660.0,715652597.0,1.05,1307218835.0,-1101037334.0,-857817661.0,1627575026.0,8166344027.0,4165882998.0,4621795442.0,3742795943.0,2635763616.0,1321032102.0,682114598.0
HK,06869,2017,Q1,2017-03-31,HKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,06869,2017,Q2,2017-06-30,HKD,4645283395.0,560524052.0,646320448.0,682712665.0,1239259604.0,286404904.0,952078.0,36392217.0,93150646.0,544927181.0,0.82,176311927.0,-41390331.0,-56766504.0,1501345000.0,9138954000.0,4560079000.0,5472368000.0,4312263000.0,3566490000.0,1757835000.0,682115000.0
HK,06869,2017,Q3,2017-09-30,HKD,2759634628.0,369592451.0,439402908.0,469050895.0,735937903.0,138573324.0,2946755.0,29647987.0,68773655.0,357590064.0,0.5400000000000001,328059969.0,-155497305.0,-458863602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,06869,2017,Q4,2017-12-31,HKD,2961165636.0,338236667.0,361150833.0,373267019.0,814003237.0,140289454.0,-2195812.0,12116186.0,50370804.0,307062535.0,0.5,1233498045.0,-184076043.0,-464952504.0,1799513559.0,9167764003.0,5238319023.0,5228895319.0,3681935825.0,2947623431.0,1921458636.0,682114598.0
HK,06869,2018,Q1,2018-03-31,HKD,2465268661.0,372066325.0,430273296.0,439273743.0,696285959.0,123912424.0,404329.0,9000447.0,53191329.0,351084654.0,0.55,-265842115.0,-133065259.0,24210107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,06869,2018,Q2,2018-06-30,HKD,3166627968.0,436616985.0,498310414.0,520291048.0,892934949.0,189557704.0,784234.0,21980634.0,61161342.0,415035169.0,0.6399999999999999,-104641454.0,-563653335.0,400939523.0,1160443657.0,10523110355.0,5997413119.0,6003745718.0,4329614684.0,2943832649.0,1953791266.0,682114598.0
HK,06869,2018,Q3,2018-09-30,HKD,2892601784.0,428456314.0,477582566.0,484385314.0,830967866.0,165510377.0,262551.0,6802748.0,52095674.0,418907492.0,0.5700000000000001,220178200.0,-487454732.0,1988110797.0,2886773810.0,13001961625.0,8313432031.0,8170742599.0,4495221289.0,3140726250.0,1971429684.0,757905108.0
