country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,002281,2016,Q2,2016-06-30,CNY,998910144.99,915117224.6500001,771665032.9699999,2487705.249999999,24692854.89,122173621.22999999,-8194998.129999999,83792920.34,5893030.140000001,515018.71,18384217.86,79387961.54,209728584.0,1492121590.49,931000938.99,78457416.88,652379639.26,916585382.72,103822231.48,1432879633.42,4123232233.74,41609180.01,19965616.26,758193845.89,931636668.04,103343086.81,16228626.18,1900121074.6,200121348.59,2707736179.84,2781183656.44,59166667.69,1513706194.04,1494973892.81,24131905.6,637903134.83,994447923.02,19046595.639999993,788647419.88,99671876.83,31047810.790000003,51508150.230000004,63571097.480000004,87873604.78999999,-22836838.71,43513408.74,83659863.59,88885739.23000002
CN,002281,2016,Q3,2016-09-30,CNY,1070540306.8899999,999747948.0799997,843314680.9100003,2710177.1900000013,33848560.95999999,115437636.54000002,-3665248.790000001,70792358.81,2311096.9499999993,2320814.94,8656678.689999998,58363638.51999998,209728584.0,1492121590.49,993245839.31,78457416.88,557515748.95,988211320.77,85998183.81,1381940133.39,3979326272.63,41494384.6,22724486.02,794015591.21,822931115.5,133580191.14,12635970.57,1723528788.18,199060771.59,2769703782.4,2850752304.07,56217051.79,1604863905.32,1448555109.87,12069823.59,667771053.4,1069637381.52,17542688.310000002,961213366.3499999,99268577.35,35476605.86,75115807.1,-50984438.41,68855687.01,-53708981.75,6289267.6000000015,-94863890.31,-94863890.31
CN,002281,2016,Q4,2016-12-31,CNY,1005309236.7800002,958236787.5,775998495.8499999,9879604.389999999,40063793.16000001,115897491.99000001,-14989084.25,46508131.44,23893844.61,259790.36000000034,2778317.8800000027,73609603.22,209641584.0,1487667934.7,1043309353.54,98122244.07,961235807.08,701330902.47,49088430.41,1326775495.45,3966344582.84,56391156.61,23941540.24,850647701.15,798789074.12,65694542.28,11532751.79,1706824847.04,196446630.75,2834037018.89,2913720806.2,39775729.21,1437898908.76,1408059701.87,21613177.03,694974837.59,1258723884.7200003,-28826689.08,662940996.1799998,160271458.06,24655921.39999999,153646038.33999997,237050381.62,57813465.120000005,169337355.15,-5729804.590000004,403720058.13,403720058.13000005
CN,002281,2017,Q1,2017-03-31,CNY,1267329272.1,1163575772.87,1035709060.48,5026283.12,28322139.52,93313118.76,-322445.51,103753499.23,8949635.58,,17002855.68,96470862.77,209641584.0,1490484324.87,1139780216.31,98122244.07,731500265.87,1221911919.98,59727460.72,1293177511.13,4080658331.38,55673372.43,24361586.63,874489496.74,932280057.04,83793447.58,22831732.46,1751553856.0,191385187.47,2933291843.72,3012208784.65,39922200.86,1783525737.96,1488407380.72,12804165.16,700584887.97,1054939064.56,7290972.43,1001726576.69,97265568.09,36376098.09,54707816.3,-113577902.57,66223003.19,-63628965.93,-1842897.6,-179735541.21,611500265.87
CN,002281,2017,Q2,2017-06-30,CNY,1123982432.4,1072847244.81,906818124.44,7285314.11,24778691.320000004,122709608.96,4363896.79,92206534.88000001,-6736283.46,112000.02,7943977.98,75207963.72000001,628924752.0,1072777823.62,1112215056.03,98122244.07,632245713.84,1369168071.21,101015649.39,1220555387.47,4000807551.6,60280967.16,22705952.69,901498056.69,1044542529.52,78108569.65,8290487.04,1718578479.52,185909036.77,2913074151.73,2997818092.0,37250781.18,1889106639.86,1516511307.09,18709715.73,711247818.43,1407978393.3400002,31146139.869999997,1205191442.38,122219369.94,18541045.339999996,74951359.74000001,50170050.14999999,84462885.06,56467168.99,-101889869.55000001,745447.9699999988,745447.9700000286
CN,002281,2017,Q3,2017-09-30,CNY,1011084917.21,929963752.5300002,778402849.9099998,7329641.879999999,29417879.97,117451645.95000002,3546153.4600000004,83106471.25,5414080.4399999995,2207594.47,12460665.7,79910190.14999998,628924752.0,1074405230.35,1192004260.58,98122244.07,522579704.07,1301087883.76,123129511.04,1204477149.64,4028979452.81,59069651.24,22705952.69,964711679.21,895462818.02,65456003.06,31269723.96,1663927543.29,188236256.5,2993080478.72,3141527332.23,24702900.04,1811447897.78,1517899462.03,19743487.32,741181925.2,1010328914.5099998,5680504.290000007,718784841.5699997,109150154.28,44784572.690000005,70723667.92,91146399.39,90775191.08000001,-272048653.51,70107298.95,-110973809.76999998,-110973809.77000004
CN,002281,2017,Q4,2017-12-31,CNY,1150670329.2699995,1074917925.1,883544911.0100002,5780911.48,31889860.58,121495432.99000001,1461572.9900000002,85536995.22999996,-4870502.619999999,-1994919.6600000001,2357604.0700000003,82700548.63,628900752.0,1090077684.62,1248043231.73,124904807.15,871111974.59,1166962046.62,66798041.14,1228206121.84,3997405854.7,66299080.25,25352277.32,1165329468.67,1089586882.24,64274111.99,16011093.45,1792955810.65,199896214.35,3093839132.73,3169883298.37,20350568.48,1768739746.54,1681218226.85,27495038.36,713390976.5,915971318.6800003,15533994.689999998,476689342.78999996,205862654.24,-2689656.1899999976,23581978.929999977,253387655.97,88136817.37999997,185782379.31,-71985938.24,369745759.52,369745759.52000004
CN,002281,2018,Q1,2018-03-31,CNY,1207181301.6,1149439416.18,1004299653.16,5450240.14,23733880.13,105962153.59,5188141.19,81323446.23,393347.16,,8758462.35,77772632.04,646300752.0,1238847684.62,1325815863.77,124904807.15,808253060.96,1529683937.75,70692676.19,1407175808.24,4432832089.41,74387340.91,25188664.21,1160564688.63,1291227405.64,65965876.59,6068449.36,2175572836.49,177260416.65,3170255612.68,3240563524.9,180049870.91,2053373495.78,1889159788.48,35617363.85,711072811.58,992637254.35,8382361.55,1001957511.36,120791887.61,10633741.95,56478009.13,-165088692.35,58796341.23,-446227172.93,163411050.0,-451816636.63,419201026.96
CN,002281,2018,Q2,2018-06-30,CNY,1227653571.79,1190150283.82,1019506431.33,2490766.8900000006,32767271.070000004,119333645.78999999,-12439237.04,60047947.08,738629.7000000002,499337.83,2723849.4700000007,61391239.17999999,647662752.0,1274680054.57,1277335975.1,124904807.15,596616275.31,1688466642.59,109130426.76,1537266671.58,4609977923.4,69016036.78,25600508.34,1271680627.38,1430236045.72,61900056.7,4446277.73,2490139470.41,180487446.23,3145097735.68,3211031634.14,269947386.96,2096038861.97,2145294820.21,43822625.1,980068920.01,1214968846.87,55851324.61,1069955733.7499999,132095613.07000001,19466040.62,65831991.79,34265951.05,108535224.80000001,169377822.69,-31572186.980000004,177322818.35000002,177322818.34999996
CN,002281,2018,Q3,2018-09-30,CNY,1224477309.5100002,1123416048.1100001,947906831.9199998,5145536.2,43007769.42,-136566245.1,-34950190.14,113111032.25,243440.08999999985,-237796.34000000003,-3586304.7700000005,124152062.89000002,647662752.0,1286863553.31,1401488038.0,124904807.15,740328515.78,1797859617.67,121870679.15,1560358883.55,4721430680.8,71453306.02,28675458.97,1316207203.24,,76071205.72,1013053.41,2508840916.78,177637494.52,3287323770.68,3351159472.74,202516450.94,2184289542.18,2145118764.74,35010997.37,993793518.43,1353776259.8500004,21043250.88000001,1018621094.6099999,147914845.42000002,10420891.299999997,115840106.58999999,167545205.74,92887068.85,-37608322.649999976,-48804146.2,83571079.68999997,83571079.69000006
