country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,000725,000725,2016,Q2,2016-06-30,CNY,14150571887.0,15186212029.0,12464159190.0,48583509.0,384507289.0,1113184185.0,864304546.0,-993324887.0,349330671.0,3247040.0,42682477.0,-624797872.0,35153067743.0,39029109178.0,1762909191.0,592242059.0,44519079579.0,10729817649.0,603407804.0,7200449513.0,78534779319.0,2605562535.0,101021236.0,91741005703.0,11123142770.0,701777969.0,179704984.0,26919298092.0,61920847530.0,76601140771.0,81435639400.0,9185570211.0,11795611088.0,11614271224.0,647440721.0,63258787740.0,9908077223.0,-281031701.0,7614012642.0,1300176352.0,471308678.0,1129493881.0,-33567508.0,3709583325.0,-11121765318.0,16619546354.0,5341982769.0,5341982769.0
CN,000725,000725,2016,Q3,2016-09-30,CNY,19393595018.0,18778347229.0,15830051703.0,36010612.0,476578917.0,1566701446.0,605193496.0,678418859.0,140040304.0,8967466.0,63868933.0,657140380.0,35153067743.0,39029109425.0,2420049571.0,592242059.0,41018466851.0,13672569024.0,593145184.0,7833058021.0,75106747142.0,2864508290.0,100673704.0,100068405785.0,13616736221.0,1107290241.0,251848076.0,33321540119.0,59847517880.0,77142699064.0,82006094928.0,11583812821.0,14892477067.0,14026557706.0,773577632.0,71552996994.0,11963302954.0,884363317.0,6309363345.0,1389217108.0,531816215.0,1855818279.0,3814061583.0,8364586173.0,-5281656308.0,-2730854774.0,-3532148668.0,-3532148668.0
CN,000725,000725,2016,Q4,2016-12-31,CNY,23053753228.0,20925993634.0,16768553230.0,330323140.0,811566550.0,1740651771.0,459044391.0,2145976874.0,152193132.0,64017371.0,347101072.0,1741903712.0,35153067743.0,39031357529.0,4011055487.0,743139855.0,58152817223.0,16191791617.0,708511473.0,7833138532.0,91041828425.0,3136873387.0,146538565.0,114093182617.0,13835615665.0,1542852266.0,656351894.0,41439746082.0,71679209800.0,78699988493.0,92016055160.0,15081535166.0,17561628267.0,14475878126.0,1028210989.0,69947586967.0,32229106766.0,-1598687106.0,30969454159.0,1673715639.0,-720538810.0,-3725472029.0,3525138582.0,15239666933.0,-6580012448.0,15001866587.0,12850917443.0,12850917443.0
CN,000725,000725,2017,Q1,2017-03-31,CNY,21854974362.0,18908353214.0,15597540474.0,164990714.0,692246016.0,1502882338.0,478912917.0,2952444247.0,145846521.0,18929735.0,474494165.0,2413015650.0,35153067743.0,39010484822.0,6424071137.0,743139855.0,51228997839.0,15250839378.0,776634073.0,9262441237.0,88465328728.0,3086565460.0,140527159.0,125278418499.0,16167653756.0,1138655358.0,824019313.0,42194270671.0,75057723848.0,80974386351.0,96491752708.0,13639251244.0,16335532181.0,16461329443.0,971930431.0,68410457513.0,22790725860.0,242538036.0,13472279930.0,2215299698.0,925829731.0,2206005155.0,6216049821.0,14048658723.0,-17230223428.0,4695288730.0,-6472776953.0,42882033435.0
CN,000725,000725,2017,Q2,2017-06-30,CNY,22750053633.0,20486396117.0,16637726115.0,190710278.0,536314847.0,1549779237.0,620200265.0,2552299432.0,-91339943.0,5496902.0,465767450.0,1889589950.0,35153067743.0,39229235434.0,7267082811.0,743139855.0,50760400727.0,16863534739.0,1041632450.0,9759164036.0,90545559880.0,3046125155.0,149942508.0,134926924224.0,15215611240.0,1386497057.0,698302308.0,52076568136.0,75925804601.0,81811299775.0,97470111367.0,16618273347.0,18126837303.0,15742252307.0,1054979212.0,78898829994.0,20874425493.0,526415034.0,14841361213.0,1968375600.0,1213528113.0,614864153.0,4422541445.0,10920706516.0,-14759249753.0,10554125759.0,-83716412.0,-83716412.0
CN,000725,000725,2017,Q3,2017-09-30,CNY,24803328149.0,22425267847.0,19040130225.0,144335774.0,760132128.0,1832825349.0,314247859.0,2603060508.0,45122425.0,35951082.0,412765482.0,2173061620.0,34798398763.0,38661932995.0,9440144432.0,743139855.0,53519407759.0,15052229887.0,827453107.0,9363701031.0,96013182948.0,3285107422.0,136474642.0,142942449344.0,14362344001.0,1839337835.0,666522029.0,47385500248.0,86786376971.0,83724702000.0,104783755073.0,15358760690.0,16318804514.0,14813223128.0,921512289.0,80589869844.0,24995386373.0,420134067.0,15500562852.0,1824442406.0,1080433636.0,1636984022.0,7852416022.0,10791086361.0,-15722349937.0,11808528528.0,3466563339.0,3466563339.0
CN,000725,000725,2017,Q4,2017-12-31,CNY,24392123071.0,23186860616.0,19007080771.0,208344763.0,603232807.0,2361056416.0,534663819.0,1565929095.0,80789855.0,52702882.0,527632883.0,1092015273.0,34798398763.0,38585515122.0,10385659084.0,889640475.0,57128659576.0,15513763252.0,587126751.0,8957719381.0,99780298349.0,2982664308.0,106255657.0,156328443500.0,16205788698.0,2217066944.0,775621146.0,49736167806.0,102088311210.0,84809816377.0,104284262833.0,16122413130.0,16347031379.0,16749587533.0,818024132.0,88625296761.0,34293818523.0,-319811277.0,29436613402.0,2007053545.0,-739652094.0,-2536274235.0,7775978727.0,11981449110.0,-11350202659.0,5867429172.0,1648407221.0,1648407221.0
CN,000725,000725,2018,Q1,2018-03-31,CNY,21566813037.0,20263550173.0,17087543193.0,126606726.0,645056446.0,1810493873.0,374634713.0,2358509273.0,36995667.0,6417967.0,452265009.0,2018692554.0,34798398763.0,38587939720.0,12105470053.0,889640475.0,54077391428.0,14069001897.0,593628727.0,10661929415.0,96215198784.0,5056552295.0,170520725.0,166514218566.0,17314040948.0,1271559983.0,889451222.0,49563976715.0,106762993182.0,86611338154.0,106402447453.0,14316018962.0,14853408821.0,17998385554.0,820192620.0,86129707485.0,23118428990.0,2205347118.0,13690161934.0,2994748596.0,753214990.0,2492832154.0,7198088816.0,11114423433.0,-13067367297.0,5740992442.0,-725963650.0,47187323933.0
CN,000725,000725,2018,Q2,2018-06-30,CNY,21907091929.0,21881606494.0,18057038938.0,175959028.0,649726148.0,1933409400.0,826538942.0,1041164687.0,59646201.0,1235844.0,207303551.0,956513946.0,34798398763.0,38244761356.0,11620075705.0,889640475.0,50581910423.0,17356033029.0,755433430.0,10933542222.0,99838386790.0,5490324217.0,176341669.0,176393860788.0,19003618742.0,1220668515.0,538406225.0,48998506709.0,114839872790.0,85465192715.0,112393868079.0,16759925924.0,17896184677.0,19842426859.0,741287661.0,84979890697.0,23801184482.0,687266604.0,18099226810.0,2212101426.0,1073699259.0,309546333.0,4241517030.0,11255529225.0,-10740269872.0,2407658302.0,-4097324342.0,-4097324342.0
CN,000725,000725,2018,Q3,2018-09-30,CNY,25990508323.0,26024312239.0,21245420721.0,200057483.0,751560070.0,-128817091.0,1041487684.0,414521350.0,32215068.0,25909519.0,279701576.0,403860235.0,34798398763.0,38262622157.0,12024709526.0,889640475.0,53087082081.0,19161653053.0,987661510.0,12178965256.0,99138689123.0,5383958273.0,185662548.0,190541370182.0,,1787731588.0,673476286.0,53878875329.0,123111705341.0,85818805445.0,112689478635.0,19796895018.0,19694977483.0,22096470048.0,724420493.0,106323512619.0,13852917485.0,1622991665.0,6448971040.0,2280133903.0,508248504.0,2133379152.0,6857996566.0,15383569999.0,-8239359999.0,3533045250.0,3583563619.0,3583563619.0
