country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,688041,2016,Q2,2016-06-30,CNY,2211250.0,,,,,,,,,,,-87245.31,,,,,,,,,,,,,,,,,,1424384435.08,,,,,,,,,,,,,,,,,,
CN,688041,2016,Q4,2016-12-31,CNY,3958992.72,,,,,,,,,,,-287545.71,,,,,,,,,,,,,,,,,,1424184134.68,,,,,,,,,,,,,,,,,,
CN,688041,2017,Q4,2017-12-31,CNY,13578800.0,,,,,,,,,,,-64258200.0,,,,,,,,,,,,,,,,,,2130377700.0,,,,,,,,,,,,,,,,,,
CN,688041,2018,Q2,2018-06-30,CNY,25710599.76,,,,,,,,,,,-68449402.66,,,,,,,,,,,,,,,,,,2410079162.07,,,,,,,,,,,,,,,,,,
CN,688041,2018,Q4,2018-12-31,CNY,48251383.3,299251163.59,7797472.19,922857.58,4561481.18,36464534.45,66175989.4,-182111806.39,31432.54,150323.03,-2581118.4,-124154957.03,1783636364.0,487990913.82,-156006090.04,4668.04,415386255.56,,,106020903.93,576834415.57,3776879373.19,3236989.15,4410430805.83,248554690.5,65509806.15,1230120.04,319077751.43,1705174455.79,2118292639.48,2963013014.18,1772367.69,,248554690.5,16554896.4,60840186.17,59837867.0,163391921.26,114874523.79,19271544.61,922857.58,93218827.46,-5057965.18,572144060.87,-571326264.5,866031502.24,289719281.52,415386255.56
CN,688041,2019,Q4,2019-12-31,CNY,379165118.93,531580549.53,237680941.96,467837.64,24959342.49,54148098.21,26914137.16,-138754871.86,247743.74,,-1147836.87,-82904633.83,1783636364.0,512562446.3,-219985635.41,4668.04,39619629.68,9484115.11,3180952.81,141443900.26,297402463.0,3983150293.07,4384826.02,5397523016.85,193706361.28,103563606.96,5582998.01,484504357.54,2359630303.61,2060355432.43,2850790818.7,402895.64,9484115.11,193706361.28,10440279.27,73460618.0,597966649.46,1091756152.16,193610270.99,112276598.85,18666790.42,789187515.53,575981625.83,925888979.94,-925830417.49,-30992148.76,-379778461.53,35607794.03
CN,688041,2020,Q2,2020-06-30,CNY,268018295.1,,,,,,,,,,,60782467.03,,,,,,,,,,,,,,,,,,5162779222.0,,,,,,,,,,,,,,,,,,
CN,688041,2020,Q4,2020-12-31,CNY,1021972813.24,1163123415.37,505867513.01,14513266.91,30984903.66,60162739.37,-3329575.81,-82091561.41,1113784.38,1309080.38,688313.12,-39144522.29,2024338091.0,3045152758.72,-241195285.78,,1510510740.04,167660122.24,290879391.28,181940212.59,3072972115.38,4261651415.41,5407652.05,5949103036.9,220650441.03,188915023.83,57710434.6,1106221868.94,2338869034.55,4830673130.1,5576984248.79,1457554.2,286739585.36,220650441.03,8255695.7,72915115.61,706685398.3,442302329.97,685995466.03,239624516.12,86515395.92,513608075.96,-376755725.76,243891507.08,-1082722839.84,2930742520.13,1470876505.69,1506484299.72
CN,688041,2021,Q2,2021-06-30,CNY,417751107.17999995,,186270912.99,5562606.91,11381717.830000002,22991770.180000003,-7370656.74,58042526.489999995,287569.02,50695.31999999999,618010.5700000001,-5686036.430000007,2024338091.0,3127348701.42,-282912133.63,,1349218703.2,288873766.58,667419817.43,554559037.97,3080251603.37,3971392813.09,5398779.94,6271349472.5,177820043.35,159175458.52,25453866.76,810945539.24,2981539541.27,,5559115995.36,,,,,,,172606761.52000004,,,,40686266.879999995,-59938132.08,155067521.52999997,155840177.63000003,-74314648.99000001,21492955.96000001,21492955.9599998
CN,688041,2021,Q4,2021-12-31,CNY,950436573.6700001,679936053.0700002,378312263.74,12210603.07,18139308.589999996,24064864.6,-9755378.15,288604484.63,820994.22,237119.62999999998,368285.79000000004,202699353.76999998,2024338091.0,3295444596.26,85914204.98,,1960087772.28,272559695.74,237398605.45,1124384345.42,3870921157.33,3817878661.44,6368544.17,6586431010.66,292052058.23,270023547.01,69439241.97,1562081723.79,2633784439.69,5405696892.24,6261486004.51,2786837.86,340357853.75,292052058.23,10378376.77,107326453.53,1536467411.3499997,32997430.450000048,680858106.7600001,96138823.46000004,84782994.26,121294022.0,586390895.3199999,-26877273.629999995,26893468.560000002,208712221.76,822022905.73,822022905.7299998
CN,688041,2022,Q1,2022-03-31,CNY,967441078.35,775326502.38,339025385.71,9862742.16,15997299.12,30161246.68,4697014.37,199087053.06,350054.93,42610.33,-729795.46,143457665.75,2024338091.0,3362755756.25,229371870.73,,993569845.7,689887525.6,683922283.16,1202928832.64,3773045593.23,4423747694.13,7494287.17,6527924938.57,156202375.25,136323629.91,35304918.47,1175496277.08,2596552797.1,5616465717.98,6528921457.62,1571549.4,689887525.6,156202375.25,10681292.84,109209645.22,929403539.84,6160703.35,931322353.72,356459672.4,111460630.63,273269795.47,-736948209.03,611302493.11,-611302493.11,381729486.66,-966521215.48,989525698.88
CN,688041,2022,Q2,2022-06-30,CNY,1562290484.44,1117793808.98,726074584.47,11125149.669999998,19558742.970000006,32032933.67,-7640916.53,484607938.11999995,723306.29,29328.740000000005,1321860.76,332445102.35,2024338091.0,3428004416.24,561816973.08,,1277249249.8,899835239.07,856181674.78,1039610330.53,4326608689.58,4445347111.14,7313963.83,6765837723.73,207561668.46,188448009.34,40453775.03,1467403364.74,2546892876.05,6014159480.32,7078150172.52,2628524.07,1097134931.27,207561668.46,10360941.35,189883938.6,981573842.0600001,44254015.4,790773025.22,145473026.53000003,125628341.1,240397599.66999996,-119448735.36000001,85232536.96000004,-85232536.96000004,481467327.92,275970412.70000005,275970412.6999999
CN,688041,2022,Q3,2022-09-30,CNY,1290141647.5900002,1061608740.7500002,686251474.9500002,7155424.48,19724999.939999998,35426373.88,-28797747.32,239509836.1400001,159094.47999999998,15646.479999999996,-614569.49,176201662.56999993,2324338091.0,13775011170.67,738018635.65,,11184499715.98,1219684138.05,1209573002.86,1115446564.92,14959739525.34,4421140193.37,8232027.54,6919693840.93,322943373.82,224352872.58,42407291.94,1558906535.53,2355102050.16,16837367897.32,17965424780.58,3799421.37,1253858790.05,322943373.82,11335776.86,208856118.6,1227005553.52,41344014.33,840660830.9200001,146597974.04000002,73271345.65,305948054.18000007,-98128636.94000006,350214043.91999996,-350214043.91999996,10358489896.87,9910147251.5,9910147251.5
