country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,cost_of_revenue,sga_expense,operating_expense,ebit,depreciation_amortization,net_interest_income,pretax_income,net_income_attr_parent,shares_basic,shares_diluted,cash_equivalents,short_term_investments,current_assets,fixed_assets,non_current_assets,current_liabilities,non_current_liabilities,common_stock,retained_earnings,total_equity,working_capital_change,other_working_capital,other_non_cash_items,operating_cash_flow,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_begin_period,capital_expenditure
US,TSLA,TSLA,2018,Q4,2018-12-31,USD,7225873000.0,5782973000.0,667452000.0,1029364000.0,406679000.0,496737000.0,-167375000.0,231956000.0,139483000.0,2580390000.0,2685390000.0,3686000000.0,0.0,8307000000.0,19693000000.0,21435000000.0,9993000000.0,13434000000.0,0.0,-5318000000.0,4923000000.0,141097000.0,-135621000.0,181649000.0,1234561000.0,-365009000.0,-112309000.0,753422000.0,3522966000.0,-353901000.0
US,TSLA,TSLA,2019,Q1,2019-03-31,USD,4541464000.0,3975721000.0,704000000.0,1088000000.0,-487000000.0,468000000.0,-149000000.0,-645000000.0,-702000000.0,2595000000.0,2595000000.0,2198169000.0,0.0,7677822000.0,19319293000.0,21235900000.0,9242800000.0,13631818000.0,174000.0,-5923305000.0,4605596000.0,-676000000.0,247717000.0,28423000.0,-640000000.0,-305843000.0,-653000000.0,-1594000000.0,4276388000.0,-305193000.0
US,TSLA,TSLA,2019,Q2,2019-06-30,USD,6349676000.0,5428630000.0,647000000.0,1088000000.0,-197852000.0,579000000.0,-162000000.0,-370000000.0,-408000000.0,2655000000.0,2655000000.0,4954740000.0,0.0,10181952000.0,19605539000.0,21695205000.0,9588773000.0,15133363000.0,179000.0,-6331639000.0,5715393000.0,287148000.0,-179327000.0,216186000.0,864000000.0,-241000000.0,2143000000.0,2766000000.0,2683000000.0,-273000000.0
US,TSLA,TSLA,2019,Q3,2019-09-30,USD,6303000000.0,5112000000.0,596000000.0,930000000.0,361000000.0,530000000.0,-170000000.0,176000000.0,143000000.0,2691000000.0,2766000000.0,5338000000.0,0.0,10940000000.0,19848000000.0,21858000000.0,10146000000.0,15167000000.0,0.0,-6188000000.0,6040000000.0,-191047000.0,-76359000.0,93802000.0,756000000.0,-486000000.0,118000000.0,377000000.0,5449000000.0,-410000000.0
US,TSLA,TSLA,2019,Q4,2019-12-31,USD,7384000000.0,5993000000.0,699000000.0,1044000000.0,344000000.0,577000000.0,-160000000.0,174000000.0,105000000.0,2700000000.0,2805000000.0,6268000000.0,0.0,12103000000.0,20196000000.0,22203000000.0,10667000000.0,15532000000.0,1000000.0,-6083000000.0,6618000000.0,231000000.0,-148000000.0,204000000.0,1425000000.0,-403000000.0,-79000000.0,957000000.0,5826000000.0,-449000000.0
US,TSLA,TSLA,2020,Q1,2020-03-31,USD,5985000000.0,4751000000.0,627000000.0,951000000.0,239000000.0,553000000.0,-159000000.0,70000000.0,16000000.0,2745000000.0,2982000000.0,8080000000.0,0.0,14893000000.0,20469000000.0,22359000000.0,11986000000.0,14592000000.0,0.0,-6104000000.0,9173000000.0,-1447000000.0,10000000.0,227000000.0,-440000000.0,-480000000.0,2708000000.0,1764000000.0,6783000000.0,-481000000.0
US,TSLA,TSLA,2020,Q2,2020-06-30,USD,6036000000.0,4769000000.0,661000000.0,940000000.0,320000000.0,567000000.0,-162000000.0,150000000.0,104000000.0,2790000000.0,3108000000.0,8615000000.0,0.0,15336000000.0,20874000000.0,22797000000.0,12270000000.0,14528000000.0,0.0,-6000000000.0,9855000000.0,-246000000.0,-230000000.0,192000000.0,964000000.0,-566000000.0,123000000.0,559000000.0,8547000000.0,-566000000.0
US,TSLA,TSLA,2020,Q3,2020-09-30,USD,8771000000.0,6708000000.0,888000000.0,1254000000.0,718000000.0,584000000.0,-157000000.0,555000000.0,300000000.0,2811000000.0,3315000000.0,14531000000.0,0.0,21744000000.0,21993000000.0,23950000000.0,13302000000.0,14889000000.0,1000000.0,-5669000000.0,16031000000.0,635000000.0,118000000.0,338000000.0,2400000000.0,-1039000000.0,4450000000.0,5897000000.0,9106000000.0,-1026000000.0
US,TSLA,TSLA,2020,Q4,2020-12-31,USD,10744000000.0,8678000000.0,969000000.0,1491000000.0,625000000.0,618000000.0,-240000000.0,379000000.0,239000000.0,2853000000.0,3372000000.0,19384000000.0,0.0,26717000000.0,23378000000.0,25434000000.0,14248000000.0,14221000000.0,1000000.0,-5399000000.0,22225000000.0,1058000000.0,-357000000.0,414000000.0,3019000000.0,-1047000000.0,2692000000.0,4898000000.0,15003000000.0,-1169000000.0
US,TSLA,TSLA,2021,Q1,2021-03-31,USD,10389000000.0,8174000000.0,1056000000.0,1621000000.0,632000000.0,621000000.0,-89000000.0,533000000.0,438000000.0,2883000000.0,3399000000.0,17141000000.0,0.0,24705000000.0,24844000000.0,28263000000.0,14877000000.0,13630000000.0,1000000.0,-4750000000.0,23017000000.0,-12000000.0,-554000000.0,-46000000.0,1641000000.0,-2582000000.0,-1016000000.0,-2178000000.0,19901000000.0,-2860000000.0
US,TSLA,TSLA,2021,Q2,2021-06-30,USD,11958000000.0,9074000000.0,973000000.0,1572000000.0,1368000000.0,681000000.0,-64000000.0,1293000000.0,1142000000.0,2913000000.0,3357000000.0,16229000000.0,0.0,24693000000.0,27030000000.0,30450000000.0,16371000000.0,12525000000.0,1000000.0,-3608000000.0,24804000000.0,-324000000.0,-255000000.0,151000000.0,2124000000.0,-1515000000.0,-1549000000.0,-898000000.0,17723000000.0,-1515000000.0
US,TSLA,TSLA,2021,Q3,2021-09-30,USD,13757000000.0,10097000000.0,994000000.0,1656000000.0,2008000000.0,761000000.0,-116000000.0,1882000000.0,1618000000.0,2994000000.0,3369000000.0,16065000000.0,30000000.0,25002000000.0,29248000000.0,32832000000.0,18051000000.0,11289000000.0,1000000.0,-1990000000.0,27053000000.0,-1000000.0,-820000000.0,294000000.0,3147000000.0,-1855000000.0,-1381000000.0,-131000000.0,16825000000.0,-1825000000.0
US,TSLA,TSLA,2021,Q4,2021-12-31,USD,17719000000.0,12872000000.0,1494000000.0,2234000000.0,2706000000.0,848000000.0,-46000000.0,2635000000.0,2321000000.0,3045000000.0,4305000000.0,17576000000.0,131000000.0,27100000000.0,31172000000.0,35027000000.0,19705000000.0,10843000000.0,3000000.0,329000000.0,30189000000.0,337000000.0,-961000000.0,499000000.0,4585000000.0,-1916000000.0,-1257000000.0,1450000000.0,16694000000.0,-1814000000.0
US,TSLA,TSLA,2022,Q1,2022-03-31,USD,18756000000.0,13296000000.0,992000000.0,1857000000.0,3687000000.0,880000000.0,-33000000.0,3626000000.0,3318000000.0,3103000000.0,3472000000.0,17505000000.0,508000000.0,29050000000.0,32639000000.0,36986000000.0,21455000000.0,9177000000.0,1000000.0,3649000000.0,34085000000.0,-602000000.0,-557000000.0,19000000.0,3995000000.0,-2167000000.0,-1914000000.0,-104000000.0,18144000000.0,-1781000000.0
US,TSLA,TSLA,2022,Q2,2022-06-30,USD,16934000000.0,12700000000.0,961000000.0,1770000000.0,2518000000.0,922000000.0,-18000000.0,2474000000.0,2259000000.0,3111000000.0,3464000000.0,18324000000.0,591000000.0,31222000000.0,33684000000.0,37284000000.0,21821000000.0,9034000000.0,1000000.0,5908000000.0,36376000000.0,-1346000000.0,-372000000.0,158000000.0,2351000000.0,-884000000.0,-406000000.0,847000000.0,18040000000.0,-1730000000.0
US,TSLA,TSLA,2022,Q3,2022-09-30,USD,21454000000.0,16072000000.0,961000000.0,1694000000.0,3689000000.0,956000000.0,33000000.0,3636000000.0,3292000000.0,3146000000.0,3468000000.0,19532000000.0,1575000000.0,35990000000.0,34569000000.0,38442000000.0,24611000000.0,8691000000.0,3000000.0,9198000000.0,39851000000.0,231000000.0,-529000000.0,259000000.0,5100000000.0,-2791000000.0,-712000000.0,1262000000.0,18887000000.0,-1803000000.0
US,TSLA,TSLA,2022,Q4,2022-12-31,USD,24318000000.0,18541000000.0,1032000000.0,1876000000.0,4016000000.0,989000000.0,124000000.0,3983000000.0,3714000000.0,3160000000.0,3475000000.0,16253000000.0,5932000000.0,40917000000.0,36635000000.0,41421000000.0,26709000000.0,9731000000.0,3000000.0,12885000000.0,44704000000.0,-2191000000.0,-890000000.0,374000000.0,3278000000.0,-6131000000.0,-495000000.0,-3225000000.0,20149000000.0,-1858000000.0
US,TSLA,TSLA,2023,Q1,2023-03-31,USD,23329000000.0,18818000000.0,1076000000.0,1847000000.0,2829000000.0,1046000000.0,184000000.0,2800000000.0,2513000000.0,3166000000.0,3468000000.0,16048000000.0,6354000000.0,42997000000.0,38669000000.0,43833000000.0,27436000000.0,10162000000.0,3000000.0,15398000000.0,48054000000.0,-1530000000.0,-755000000.0,121000000.0,2513000000.0,-2484000000.0,-233000000.0,-154000000.0,16924000000.0,-2073000000.0
US,TSLA,TSLA,2023,Q2,2023-06-30,USD,24927000000.0,20394000000.0,1191000000.0,2134000000.0,2965000000.0,1154000000.0,210000000.0,2937000000.0,2703000000.0,3171000000.0,3478000000.0,15296000000.0,7779000000.0,43875000000.0,41046000000.0,46721000000.0,27592000000.0,10817000000.0,3000000.0,18101000000.0,51130000000.0,-1101000000.0,-190000000.0,12000000.0,3065000000.0,-3534000000.0,-328000000.0,-891000000.0,16770000000.0,-2060000000.0
US,TSLA,TSLA,2023,Q3,2023-09-30,USD,23350000000.0,19172000000.0,1253000000.0,2414000000.0,2083000000.0,1235000000.0,244000000.0,2045000000.0,1853000000.0,3176000000.0,3493000000.0,15932000000.0,10145000000.0,45026000000.0,42794000000.0,48916000000.0,26640000000.0,12806000000.0,3000000.0,19954000000.0,53466000000.0,-302000000.0,-1344000000.0,59000000.0,3308000000.0,-4762000000.0,2263000000.0,711000000.0,15879000000.0,-2459000000.0
US,TSLA,TSLA,2023,Q4,2023-12-31,USD,25167000000.0,20729000000.0,1280000000.0,2374000000.0,2252000000.0,1232000000.0,272000000.0,2191000000.0,7930000000.0,3181000000.0,3492000000.0,16398000000.0,12696000000.0,49616000000.0,45123000000.0,57003000000.0,28748000000.0,14261000000.0,3000000.0,27882000000.0,62634000000.0,798000000.0,-1626000000.0,-5808000000.0,4370000000.0,-4804000000.0,887000000.0,599000000.0,16590000000.0,-2307000000.0
US,TSLA,TSLA,2024,Q1,2024-03-31,USD,21301000000.0,17605000000.0,1374000000.0,2525000000.0,1629000000.0,1246000000.0,274000000.0,1888000000.0,1390000000.0,3186000000.0,3484000000.0,11805000000.0,15058000000.0,50535000000.0,46701000000.0,58691000000.0,29453000000.0,14593000000.0,3000000.0,29011000000.0,64378000000.0,-2661000000.0,-789000000.0,-74000000.0,242000000.0,-5084000000.0,196000000.0,-4725000000.0,17189000000.0,-2777000000.0
US,TSLA,TSLA,2024,Q2,2024-06-30,USD,25500000000.0,20922000000.0,1277000000.0,2973000000.0,1973000000.0,1278000000.0,262000000.0,1787000000.0,1400000000.0,3191000000.0,3481000000.0,14635000000.0,16085000000.0,52977000000.0,48108000000.0,59855000000.0,27729000000.0,17840000000.0,3000000.0,30489000000.0,66468000000.0,138000000.0,-784000000.0,219000000.0,3612000000.0,-3225000000.0,2540000000.0,2890000000.0,12464000000.0,-2272000000.0
US,TSLA,TSLA,2024,Q3,2024-09-30,USD,25182000000.0,20185000000.0,1186000000.0,2280000000.0,2876000000.0,1348000000.0,337000000.0,2784000000.0,2167000000.0,3198000000.0,3497000000.0,18111000000.0,15537000000.0,56379000000.0,51403000000.0,63473000000.0,30577000000.0,18565000000.0,3000000.0,32656000000.0,69931000000.0,1574000000.0,-917000000.0,419000000.0,6255000000.0,-2875000000.0,132000000.0,3620000000.0,15354000000.0,-3513000000.0
US,TSLA,TSLA,2024,Q4,2024-12-31,USD,25707000000.0,21528000000.0,1313000000.0,2596000000.0,2862000000.0,1496000000.0,346000000.0,2766000000.0,2314000000.0,3213000000.0,3517000000.0,16139000000.0,20424000000.0,58360000000.0,51507000000.0,63716000000.0,28821000000.0,19569000000.0,3000000.0,35209000000.0,72913000000.0,1030000000.0,-871000000.0,-682000000.0,4814000000.0,-7603000000.0,985000000.0,-1937000000.0,18974000000.0,-2780000000.0
US,TSLA,TSLA,2025,Q1,2025-03-31,USD,19335000000.0,16182000000.0,1251000000.0,2754000000.0,680000000.0,1447000000.0,309000000.0,589000000.0,409000000.0,3218000000.0,3521000000.0,16352000000.0,20644000000.0,59389000000.0,52750000000.0,65722000000.0,29753000000.0,19940000000.0,3000000.0,35618000000.0,74653000000.0,-554000000.0,-186000000.0,324000000.0,2156000000.0,-1651000000.0,-332000000.0,213000000.0,17037000000.0,-1492000000.0
US,TSLA,TSLA,2025,Q2,2025-06-30,USD,22496000000.0,18618000000.0,1366000000.0,2955000000.0,1635000000.0,1433000000.0,306000000.0,1549000000.0,1172000000.0,3223000000.0,3519000000.0,15587000000.0,21195000000.0,61133000000.0,54225000000.0,67434000000.0,30008000000.0,20487000000.0,3000000.0,36790000000.0,77314000000.0,-673000000.0,-568000000.0,-79000000.0,2540000000.0,-2944000000.0,-222000000.0,-515000000.0,17250000000.0,-2394000000.0
US,TSLA,TSLA,2025,Q3,2025-09-30,USD,28095000000.0,23041000000.0,1562000000.0,3430000000.0,2035000000.0,1625000000.0,363000000.0,1959000000.0,1373000000.0,3227000000.0,3526000000.0,18877000000.0,23358000000.0,64653000000.0,54882000000.0,69082000000.0,31290000000.0,21729000000.0,3000000.0,38163000000.0,79970000000.0,2083000000.0,-647000000.0,253000000.0,6238000000.0,-4355000000.0,983000000.0,2849000000.0,16735000000.0,-2248000000.0
US,TSLA,TSLA,2025,Q4,2025-12-31,USD,24901000000.0,19892000000.0,1655000000.0,3600000000.0,1266000000.0,1643000000.0,364000000.0,1181000000.0,840000000.0,3231000000.0,3539000000.0,16513000000.0,27546000000.0,68642000000.0,40643000000.0,69164000000.0,31714000000.0,23227000000.0,3000000.0,39003000000.0,82137000000.0,-214000000.0,-1442000000.0,685000000.0,3813000000.0,-6528000000.0,710000000.0,-1968000000.0,19584000000.0,-2393000000.0
US,TSLA,TSLA,2026,Q1,2026-03-31,USD,22387000000.0,17667000000.0,1833000000.0,3779000000.0,840000000.0,0.0,342000000.0,748000000.0,491000000.0,3234000000.0,3538000000.0,16603000000.0,28140000000.0,69748000000.0,55945000000.0,73047000000.0,34138000000.0,24784000000.0,3000000.0,39480000000.0,84113003000.0,-146000000.0,147000000.0,1108000000.0,3937000000.0,-5023000000.0,1172000000.0,39000000.0,17616000000.0,-2493000000.0
