country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,06809,2018,Q1,2018-03-31,HKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,06809,2018,Q2,2018-06-30,HKD,718104401.0,320192469.0,330868660.0,327589769.0,0.0,0.0,0.0,0.0,10676189.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,06809,2018,Q3,2018-09-30,HKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,06809,2018,Q4,2018-12-31,HKD,1052647665.0,422517099.0,461372537.0,409994273.0,755158517.0,0.0,0.0,0.0,38855436.0,0.0,0.37,348023605.0,750139546.0,779923490.0,3682012899.0,4182954052.0,3617736086.0,4088777237.0,565217965.0,427258454.0,26519461.0,1017391099.0
HK,06809,2019,Q1,2019-03-31,HKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,06809,2019,Q2,2019-06-30,HKD,882333464.0,452177540.0,459544813.0,459892422.0,0.0,0.0,0.0,0.0,7367273.0,0.0,0.4,0.0,0.0,0.0,4029814147.0,4484208264.0,4076307877.0,4382339334.0,268429720.0,268429720.0,25873741.0,1016692856.0
HK,06809,2019,Q3,2019-09-30,HKD,512471105.0,296914113.0,311147595.0,233297691.0,381951579.0,0.0,0.0,0.0,14233481.0,0.0,0.26,271620776.0,-3989357742.0,2791195891.0,7121016487.0,7576340214.0,7150766622.0,7463049020.0,425573591.0,259470813.0,30672716.0,1127915656.0
HK,06809,2019,Q4,2019-12-31,HKD,345735035.0,185247767.0,209156711.0,133904952.0,247989765.0,0.0,0.0,0.0,23908942.0,0.0,0.17000000000000004,245858882.0,1488899315.0,-14990971.0,7150109319.0,7666080922.0,7221699071.0,7565577085.0,275590263.0,275590263.0,28220479.0,1113162721.0
HK,06809,2020,Q1,2020-03-31,HKD,504527429.0,267643282.0,281501255.0,189906608.0,361295489.0,0.0,0.0,0.0,13857972.0,0.0,0.24,290131016.0,-1313495901.0,0.0,7572860832.0,8164669692.0,7672106907.0,8035377346.0,492562784.0,316909456.0,33970970.0,1128407563.0
HK,06809,2020,Q2,2020-06-30,HKD,591021099.0,336938318.0,347323283.0,299898555.0,436773857.0,0.0,0.0,0.0,10384964.0,0.0,0.30000000000000004,383994954.0,-752846098.0,-8424084.0,7300360396.0,8517066560.0,7714718503.0,8020547189.0,628715297.0,628475327.0,33539235.0,1126658525.0
