country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,300285,2016,Q2,2016-06-30,CNY,176781376.14,132404448.78,104012834.50000001,824624.49,7360354.079999999,22937571.209999997,-4612961.91,47349006.53,5482223.890000001,1560940.07,6669269.15,39132200.43,299150571.0,975113091.71,296848211.29,41134593.76,669178459.91,258163153.11,11363034.62,128315262.65,1130435735.86,61206549.04,3927373.31,748155147.95,86548820.5,5305617.59,11708275.79,176877107.58,21506895.61,1612246467.76,1680206880.62,5237397.99,307216563.19,144812236.2,14193731.95,400225223.91,127911426.61000001,4569100.51,64482055.71000001,18497353.18,13271366.519999998,8013663.839999999,31776718.7,8017238.159999998,-70442936.1,-158417068.46000004,-196792985.55000007,-196792985.54999995
CN,300285,2016,Q3,2016-09-30,CNY,164270907.83999997,118433814.65,92160060.16999999,712761.5699999998,5243101.24,23194454.050000004,-5450333.379999999,46831376.35000001,4428752.809999999,58857.060000000056,7216403.48,38619567.489999995,299150571.0,975113091.71,335467778.78,41134593.76,720016617.43,281101079.15,13166887.23,144996908.71,1198878571.97,60374993.71,4046174.8,751477908.76,81673193.33,6559184.5,14943808.15,205253159.69,20911571.8,1650866035.25,1724191749.24,6921548.91,311828787.52,167738209.13,8699502.13,394292841.1,148809095.29999998,8604053.58,73368334.66999999,15447879.55,10195053.040000003,9464593.709999999,50123484.00000001,6793349.010000002,-17818885.52000001,6976585.5,39350627.17000008,39350627.16999996
CN,300285,2016,Q4,2016-12-31,CNY,235693231.86000007,194612927.33999997,163895785.58999997,5549309.42,8025880.129999999,21998077.97,-4584896.55,42074983.69999999,4237598.469999999,331495.56999999983,6056383.130000001,37537700.69000001,299150571.0,975113091.71,362421947.37,51718125.86,683812419.15,363220642.82,12776390.25,168154987.64,1278698106.98,65891474.38,7017851.61,954525604.13,100527401.42,14993850.47,19268182.51,448791010.41,20316247.99,1688403735.94,1764116452.71,7156560.35,410016318.21,198742453.65,3761529.3,491026613.63,193804741.41999996,15343890.360000001,96269233.81,21586642.669999994,16162354.060000002,43837682.22,31293268.03,11169007.030000001,-263788346.32999998,190704865.24,-41423222.47000003,-41423222.47000003
CN,300285,2017,Q1,2017-03-31,CNY,210243208.32,160490819.02,125612716.37,3694818.77,6515011.96,25384327.95,-746755.67,51451587.71,3572606.94,50124.93,7588014.81,44387739.13,299150571.0,975113091.71,406809686.5,51718125.86,816661559.95,439977698.32,26426722.21,226392002.64,1555396422.48,83894643.25,8933148.72,1007292331.26,121294632.57,14897694.3,15086234.05,577955332.76,25560924.13,1732791475.07,1959172496.85,19252132.87,480682707.21,210070245.67,5204744.08,602949543.7,179926955.97,15028795.99,104867873.63,23365304.24,22188893.15,14360910.34,30237188.78,19314049.26,-154050413.79,262056629.94,138152617.55,773541306.71
CN,300285,2017,Q2,2017-06-30,CNY,334371732.90000004,250606349.67,190939210.20999998,4229428.24,9453408.25,39141684.95,3000069.89,85996526.13,1229387.31,153422.91,12568149.02,68915873.68,598301142.0,675962520.71,445810503.08,51718125.86,811308489.87,516843150.62,32779212.61,235576443.99,1671902782.55,122235278.52,10151213.96,1667639744.25,133091522.67,7216901.23,25130381.21,1304888833.0,28469194.25,1771792291.65,2006184499.55,561525993.01,584153440.73,207019796.94,8085195.35,681391214.85,243188390.48,9198992.979999999,150954998.92000002,35388887.92,27196115.92,12183115.989999998,27431539.46,18662695.77,-328595375.21000004,303052422.01000005,1706874.4599999785,1706874.459999919
CN,300285,2017,Q3,2017-09-30,CNY,353957633.4499999,288149586.52000004,225061866.45,4043606.3599999994,10544757.82,38533445.85,6897909.779999999,66388074.52000001,8480573.68,7258.3000000000175,9403302.680000003,60018754.66,598301142.0,675962520.71,505829257.74,51718125.86,475973103.93,574197062.87,35017125.73,259341065.44,1498803918.65,121166325.1,10124273.68,1658147413.02,155147052.09,8347250.16,18925860.21,813474910.77,271833834.13,1831811046.31,2071642586.77,37393158.31,651133764.13,255669634.87,47338859.42,687330704.13,217243848.57,29711.300000000745,127618117.93,32378463.36,32919207.910000004,12857896.310000002,11721686.729999997,23139744.64,-371149674.03,12937766.870000005,-347061513.44,-347061513.43999994
CN,300285,2017,Q4,2017-12-31,CNY,319047119.37,276484724.12,205753075.08000004,5262353.550000003,9667031.93,33837214.66999999,13357338.14,87628348.84999996,-10250174.03,146827.36,5278151.709999997,71495614.31,598301142.0,675962520.71,560743830.28,68299167.63,503711148.44,554879376.4,18758430.06,311831615.83,1527912480.35,117786845.39,3876935.95,1761177737.2,158459869.44,16741324.56,22694924.47,932712902.17,204369008.8,1903306660.62,2152008306.58,50522734.44,650144351.02,269276411.3,10194688.07,696194643.86,319155604.02,-2202280.34,120804082.97999996,43822194.17999999,26626302.269999996,65662984.7,60271679.55,61296970.41,41317439.129999995,-89144463.70000005,12175521.890000015,12175521.889999986
CN,300285,2018,Q1,2018-03-31,CNY,323187251.14,242482101.96,189424264.55,3141601.46,8507560.0,32185452.71,11591663.96,90480827.65,430835.79,51313.41,12209693.58,75325559.14,598301142.0,675962520.71,636069389.42,68299167.63,386958129.41,539848326.61,24971811.44,343056122.59,1497642630.5,117711761.2,4293520.57,1797144921.59,138275689.04,16486031.06,17881724.09,850053858.77,169074730.27,1978632219.76,2275658963.05,46598845.31,660377497.95,246980086.08,64267733.47,714323331.44,228776160.84,41370463.21,122198773.58,37725351.85,27946871.68,14125493.28,70874846.6,57648017.49,-86556471.49,-94368824.63,-110466685.01,331005998.55
CN,300285,2018,Q2,2018-06-30,CNY,466478369.41999996,357932885.8499999,266326466.2,4602231.09,19492664.11,58499742.059999995,3916715.6499999985,225844061.09,2249238.4,1545.0599999999977,16571731.13,205133687.38,642227373.0,1431536289.67,811288019.7,68299167.63,322744075.41,699789363.15,34144882.3,444027588.76,1692243704.43,138448169.51,6323831.76,2641841181.03,183118415.27,27541762.27,26518039.01,928195690.46,190325265.79,2953350850.0,3215563929.21,28242881.18,834926156.89,328416339.47,19771575.92,831052123.33,331719481.1999999,6775353.859999999,146523351.94,64471345.169999994,37236794.17,39924428.769999996,52583477.0,64377817.68,-49353086.239999995,-80913072.15,-76760449.11,-77870943.05000001
CN,300285,2018,Q3,2018-09-30,CNY,479424154.72,348032894.8800001,259760686.55999994,5906354.260000001,18207100.980000004,-25303629.97,3455098.7600000016,135336753.52999997,2317981.5799999996,575217.6900000001,17054429.21,114501934.68,642227373.0,1431536289.67,925789954.38,68299167.63,336077790.48,723491820.86,47655301.25,472001284.79,1712199438.92,136612513.82,8186985.73,2676506000.33,,26184017.11,29644527.67,901025059.03,152091362.81,3067852784.68,3335589017.41,20022223.09,830940111.71,304135280.16,15770818.27,834167666.11,408490828.3000001,12554601.270000003,220791754.20000005,56472208.94000001,35039161.38,27164339.97,83139299.56,48313315.14999999,-28241275.070000023,-66803410.889999986,-9833245.22999999,-9833245.22999999
CN,300285,2018,Q4,2018-12-31,CNY,528687444.04999995,398861379.41999984,276536773.7700001,5068606.130000001,34526714.86999999,33424684.799999997,7349376.289999999,157471870.89,1046111.4300000006,374058.7899999999,10085806.29,148072545.78000003,642227373.0,1431536289.67,1036553317.02,105608350.77,281842169.28,745268098.36,25206940.39,458859884.58,1622934311.43,148418518.26,15832640.88,2755248087.43,152903120.05,41166741.26,49272289.32,743559310.38,150975953.84,3215925330.46,3483647134.64,14811290.44,836920003.3,237858929.59,7730536.8,862477611.62,557441333.5400001,8618740.459999993,241767285.41999996,67819276.23999998,34568598.83999999,81460075.99,143160917.73,44076934.80000001,-42685476.349999994,-108592671.81000003,-8491415.23000002,-8491415.23000002
CN,300285,2019,Q1,2019-03-31,CNY,464920118.39,327627804.54,231193072.28,5886172.06,21927410.23,25660000.3,7725194.98,140026140.52,3089251.48,173122.72,17893214.35,119826303.57,642227373.0,1431536289.67,1156379620.59,105608350.77,242491360.06,773707796.85,43554214.96,483398539.01,1688837212.55,166127628.6,19880192.88,2810072417.28,,31320805.34,52308707.84,753470012.56,136743427.7,3335751634.03,3608696189.57,16294137.78,894128908.53,230412915.77,11641094.49,851553246.7,378608476.1,47880716.23,195352877.86,72734156.89,44315910.42,44610216.66,71780036.03,78732584.85,-81686366.53,-18043897.62,-28368974.89,206441420.15
CN,300285,2019,Q2,2019-06-30,CNY,566850784.34,410534142.87999994,290645125.38,5225994.4799999995,33751067.2,23621411.830000002,5574428.539999999,160430537.75999996,1540965.2100000004,47593.109999999986,22069181.21,128292272.22,963341059.0,1110422603.67,1220449155.51,105608350.77,235773655.76,822473184.04,52635803.17,538333024.69,1808767701.85,163705224.15,21175942.49,2824389069.9,171584151.25,29824644.59,36816994.09,818038413.74,134790177.09,3399821168.95,3680328180.92,15779639.89,938181236.55,337768953.05,14780969.91,862360642.02,453213640.53,86275.05000000447,181461054.76,77065995.8,62263016.730000004,24229164.370000005,112389829.35999998,39608459.34,-54023412.50999999,-83109826.89999999,-23818865.78,-23818865.78
CN,300285,2019,Q3,2019-09-30,CNY,505236749.6099999,373628427.39,277672674.16,5501252.8500000015,30037474.809999995,24630897.759999998,2101987.08,133819591.23000002,7274805.38,193625.84,14130713.04,110584574.72,963341059.0,1110422603.67,1331033730.23,105608350.77,289000078.21,839978502.64,49685885.75,594025037.16,1903996270.45,162450036.19,29646883.16,2845848727.15,161278673.82,35897502.86,38257505.98,849519432.93,97227326.02,3510405743.67,3803098238.65,14151873.28,908214409.0,349104483.88,16433289.33,874495335.72,443163791.5400001,33824048.03999999,210462137.38,68611158.17000002,41510307.599999994,48973822.31999999,113381180.75,48185583.22999999,-63056052.96000001,-39477330.44000001,11353447.490000002,11353447.49000001
CN,300285,2019,Q4,2019-12-31,CNY,616071741.53,462172197.52,325339252.06000006,5763612.1499999985,27768575.83,48741779.66,5921542.42,186548683.99,-7221808.7,2979585.5100000002,24505346.190000005,141860126.87,963341059.0,1110422603.67,1434778748.43,143723459.44,299984878.95,874850783.87,39016235.11,570648859.1,1964058742.16,141826175.08,24584241.7,2841603094.39,178809905.37,45193812.86,37387695.35,731044466.22,119677188.09,3652265870.54,3954940182.24,14716498.45,874850783.87,343485351.8,48235086.12,990870612.0,595156659.97,4001576.2700000107,192325642.40999997,78881459.19999999,54343065.78999999,90090766.11000001,186708351.01,29533418.73000002,-35060166.30000001,-126782142.17999998,25032882.13,25032882.129999995
CN,300285,2020,Q1,2020-03-31,CNY,486614841.13,365067904.4,247569174.91,4725286.27,30240049.88,32782633.43,-257796.67,126722253.09,9257617.18,3500446.04,13522794.03,115063108.27,963341059.0,1110422603.67,1549841856.7,143723459.44,282697770.54,985568372.03,47653327.16,591806774.22,2075105855.82,138837788.29,28400255.95,2839495098.71,167927004.45,49501144.17,30895431.75,759216241.32,93487900.77,3767328978.81,4061896812.44,11703588.66,985568372.03,341083222.8,49088738.94,990640663.08,350873143.97,78899532.99,210091766.14,78630862.97,39692105.74,58208213.33,49065168.9,34996920.85,-55754269.24,-14877913.33,-20971599.31,198037284.68
CN,300285,2020,Q2,2020-06-30,CNY,589219345.7500001,412006183.75,308527208.08000004,6864547.42,26017584.960000005,25769122.61,3747405.32,180081013.96,3228745.75,278864.81000000006,23681613.799999997,143254062.88,963341059.0,1110422603.67,1636049829.95,143723459.44,381047936.43,985185700.26,48703167.65,581828423.88,2172131683.67,136511104.12,32296072.67,2854461241.95,189927046.13,45451837.33,42757642.78,738606169.27,90786752.44,3853536952.06,4197200003.91,13796763.54,985185700.26,336822312.18,32968840.52,968734636.37,546914409.3199999,-5392494.659999996,223105958.48000002,71255768.28,56421026.23,-12892050.479999997,205243191.78,30345587.019999996,-21858465.130000003,-85155759.08,97979450.46000001,97979450.45999998
