country,code,fiscal_year,period,report_date,release_date,gross_margin,operating_margin,net_margin,roe,roa,current_ratio,debt_to_equity,debt_to_assets,ocf_to_revenue,accrual_ratio,revenue_yoy,revenue_qoq,net_income_yoy,net_income_qoq,revenue_ttm,net_income_ttm,net_margin_ttm,roe_ttm,revenue_ttm_yoy,net_income_ttm_yoy
HK,00941,2016,Q2,2016-06-30,2016-08-11,0.5896261880933985,-0.577487282928271,0.19015716796905383,0.03906895875770257,0.049196855168305915,1.0017831771066759,0.5547136252675228,0.356058080515043,0.41728458758316006,-0.05876168059741338,-0.44212895331379753,0.08648450704225352,-0.36040184177480117,0.5343933054393306,692995000000.0,111775000000.0,0.1612926500191199,0.11908084819868577,0.03044672343829702,0.027230452523618665
HK,00941,2016,Q3,2016-09-30,,,,,0.0,0.0,,,,,0.0,,-1.0,,-1.0,692995000000.0,111775000000.0,0.1612926500191199,0.233612142188336,0.03044672343829702,0.027230452523618665
HK,00941,2016,Q4,2016-12-31,2017-03-16,0.7956843257313574,0.1536871062206052,0.14248232614547282,0.09840238360566321,0.06333884288826912,1.0936931965420618,0.5504029024913664,0.35427884659637054,0.3247907238145946,-0.08104305473920344,0.047811209878379834,,-0.059254340565982444,,708421000000.0,108741000000.0,0.1534977082836336,0.22214232381123591,0.059978902795753575,0.001861082191654706
HK,00941,2017,Q1,2017-03-31,2017-04-20,1.0,1.0,0.13478260869565217,0.025291167110876783,0.03261025355787071,,-1.0,,0.3335788043478261,-0.048098151603490874,0.036619718309859106,-0.4557340195817434,0.03765690376569042,-0.4851460482883182,714921000000.0,109641000000.0,0.15336100072595435,0.11181245375821135,-0.15477486743868485,-0.17213962654505088
HK,00941,2017,Q2,2017-06-30,2017-08-10,0.6264478623133581,-0.566336865637401,0.1848724319205744,0.037865552544640114,0.04809841411750363,1.1182878289354223,0.5433908014937728,0.3513679633448812,0.3752922570788447,-0.049541684022310045,0.06232791118531922,0.11342934782608705,0.032804319371727786,0.5272177419354838,726941000000.0,110844000000.0,0.15248004996278927,0.11081635132034558,0.04898448040750658,-0.008329232833817923
HK,00941,2017,Q3,2017-09-30,,,,,0.0,0.0,,,,,0.0,,-1.0,,-1.0,726941000000.0,110844000000.0,0.15248004996278927,0.21769097598985035,0.04898448040750658,-0.008329232833817923
HK,00941,2017,Q4,2017-12-31,2018-03-22,0.8144823016525283,0.14830950708531096,0.14675110836843047,0.10471208438003482,0.06780574109806566,1.0532357702714432,0.5410029666124209,0.3503235305131748,0.30499398537721495,-0.0731154651461488,0.04014848995770115,,0.07131142436006566,,740514000000.0,114279000000.0,0.1543238885422828,0.231888851462406,0.045302157897634254,0.05092835269125717
HK,00941,2018,Q1,2018-03-31,,,,,0.0,0.0,,,,,0.0,-1.0,-1.0,-1.0,-1.0,556514000000.0,89479000000.0,0.16078481403882022,0.1815660142283764,-0.22157273321108206,-0.18389106264992106
HK,00941,2018,Q2,2018-06-30,2018-08-09,0.6187294554809204,0.1778440760325854,0.1675233263235264,0.12725057454775265,0.08387983030055203,1.0919966400863543,0.5138148322979681,0.33869160192189735,0.3019584924151167,-0.06731241054998978,0.9125791351631027,,0.7330957095709572,,743475000000.0,117245000000.0,0.15769864487709742,0.2272892492931439,0.022744624391800805,0.057747825773158734
HK,00941,2018,Q3,2018-09-30,,,,,0.0,0.0,,,,,0.0,,-1.0,,-1.0,743475000000.0,117245000000.0,0.15769864487709742,0.2272892492931439,0.022744624391800805,0.057747825773158734
HK,00941,2018,Q4,2018-12-31,2019-03-21,0.6613089768599977,0.14986651670932527,0.1511361297672086,0.09908732854746985,0.06789460319940621,1.1279895783709037,0.45619414578988127,0.3125840706812248,0.25460089800485236,-0.046479285895657946,-0.018928288064884002,,0.010386791721571864,,736819000000.0,117781000000.0,0.15985065531697745,0.22383207985518883,-0.0049897773708532656,0.03064430035264576
HK,00941,2019,Q1,2019-03-31,,,,,0.0,0.0,,,,,0.0,,-1.0,,-1.0,736819000000.0,117781000000.0,0.15985065531697745,0.22383207985518883,0.32399005236166567,0.3162976787849663
HK,00941,2019,Q2,2019-06-30,2019-08-08,0.6463907227798792,0.15344339247150302,0.14396279662170317,0.10380672170881236,0.06803229601566382,1.1133029470205935,0.5226414675107532,0.34252597945913216,0.3240196493822976,-0.08508921328366893,-0.006137834582167878,,-0.14591490074800806,,734414000000.0,108203000000.0,0.14733243102664165,0.20034958366585134,-0.0121873633948687,-0.0771205595121327
HK,00941,2019,Q3,2019-09-30,2019-10-21,1.776796240826296,0.7065091694730726,0.14518285356484067,0.02378932073295177,0.03123177858043879,,-1.0,,0.33570397071183994,-0.04098495930840365,,-0.5447850303137687,,-0.5409271712180939,911687000000.0,133940000000.0,0.14691445638689593,0.12380392504843457,0.22625105080870234,0.1423941319459252
HK,00941,2019,Q4,2019-12-31,2020-03-19,-0.3858897314428877,-0.4009162077258296,0.13860850254161156,0.022713069318246758,0.03049397264982446,1.1467298032536406,0.47287893434610195,0.3203647099261005,0.3453787866106452,-0.04548961478971791,-0.4805108598295008,0.010966136975173901,-0.5235711545838129,-0.034813692349535685,745917000000.0,106641000000.0,0.14296630858393092,0.09750591462369278,0.012347672902028872,-0.09458231803092176
HK,00941,2020,Q1,2020-03-31,2020-04-27,0.5696666758889514,0.1393333517779028,0.018060307593936654,0.021256753541963092,0.028847806339152,,-1.0,,0.0,0.028847806339152,,6.260449622524649,,-0.053983334004267136,2047113000000.0,130141000000.0,0.06357294394593753,0.11771809202998378,1.7783119056376124,0.10494052521204611
HK,00941,2020,Q2,2020-06-30,2020-08-13,0.6403480196889677,0.1516378830512257,0.14303742596758348,0.049930966063239025,0.06467314345225739,1.1070846228078932,0.5277970871674679,0.344738645812917,0.4105673018470591,-0.12096133528325016,0.0011195936594021738,-0.7003810340640457,-0.0053154486916504595,1.3729787234042554,2047549000000.0,129843000000.0,0.06341386701856708,0.116259059025359,1.7880037689913317,0.19999445486724032
HK,00941,2020,Q3,2020-09-30,2020-10-19,0.3601718141138717,0.09366675022787678,0.01980554003156927,0.022899257890316677,0.02996199517778301,,-1.0,,-0.12270848713579004,0.21559647391329056,6.358328679494339,2.345875345954861,0.003807747600730549,-0.5367165784990586,3174709000000.0,129941000000.0,0.04093005059676336,0.11517524557869709,2.4822356795698526,-0.029856652232342795
