country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,01888,2016,Q2,2016-06-30,HKD,6429573866.91,718092024.66,880573338.36,920925727.74,1225782243.39,213829032.63,28316926.44,40352389.38,159459200.58,431833128.21,0.24,1237409174.07,24970038.72,-864919202.64,2824933913.64,20212172878.32,11410847882.58,13734449467.62,7979478597.09,5392942059.9,3888321165.0,256401000.0
HK,01888,2016,Q4,2016-12-31,HKD,7463705884.799999,3169950255.4500003,3504914003.3399997,3545897619.24,1871832536.7899997,313035568.35,238880366.64000002,40983615.9,333202916.03999996,2652733434.6,1.06,4000763563.5600004,432239068.55999994,-3140869217.79,4041637697.7,22956888014.55,12887539222.23,15755728288.59,9228724969.23,8077048711.29,3683363185.44,268353000.0
HK,01888,2017,Q2,2017-06-30,HKD,7842098971.28,1743634789.52,2174759294.88,2201991152.8,2486089142.24,267867885.44,46285305.68,27231857.92,428139728.48,2166354357.6,0.57,852438910.96,-323577066.48,211116332.48,4661475075.36,23030274558.4,13973992827.68,15919352187.36,8609860135.36,5432027470.16,3873302168.72,267406152.0
HK,01888,2017,Q4,2017-12-31,HKD,7486778485.04,1403181841.88,1706018917.0099998,1736333611.2199998,2053830017.8600006,214727198.95,-60924597.51,30314694.21,299376150.0,1908791319.31,0.45000000000000007,1827873903.5500002,-1117828521.57,-1615762778.28,3731702858.4,23866252817.93,14603313427.69,15557055809.02,8830794817.99,6248805917.23,4037999508.33,257543871.0
HK,01888,2018,Q2,2018-06-30,HKD,8164816468.0,1499546091.0,1840798403.9,1868621547.0,2287098447.5,275593371.1,15744892.5,27823143.1,337390914.9,1134763700.2,0.49,294655862.1,-701759343.6,980015224.5,4336712487.0,25457618647.4,14592962440.7,16922986481.6,10611020532.0,5868954839.1,4207160897.9,259759110.0
HK,01888,2018,Q4,2018-12-31,HKD,9925012463.2,1348437741.1999998,2080928223.1,2143547320.1999998,2559908522.5,305984378.9,-17272985.3,62619097.1,729683997.9,735054109.3999999,0.43000000000000005,2796689891.5,-2913057204.6,-940974381.1,3332298125.0,25165989464.2,15333124986.4,13643941940.2,9531951111.8,5271490822.0,4222159835.4,269957220.0
HK,01888,2019,Q2,2019-06-30,HKD,6712878985.2,951866891.1,1174061969.82,1235012731.56,1626330362.22,271817578.98,6908849.64,60950761.74,218333371.32,1402079518.08,0.31,1013555687.58,-431047474.56,-1564330166.1,2363634984.42,24666480965.16,15872665089.06,12472099211.88,8747415570.42,5053437340.92,4259164177.8,271023246.0
HK,01888,2019,Q4,2019-12-31,HKD,9755097537.36,1200017926.56,1797437361.78,1854682083.7000003,2327325451.66,371508326.74,22145774.66,57244721.919999994,595473800.8800001,833710324.8400002,0.38999999999999996,1376689021.8400002,1520415386.1399999,-2672519328.54,2605033046.26,23113964518.38,16752359799.16,13171806208.86,6318914531.76,4763987359.68,4281705678.14,275989818.0
HK,01888,2020,Q2,2020-06-30,HKD,6218347845.6,669381620.16,951575206.56,987643298.4,1489917464.64,303679522.08,9889814.88,36068091.84,281018902.56,466818079.2,0.22,1065776215.68,2382764873.28,-3083328594.72,3021602886.72,20575700940.96,15579280965.6,13473580713.12,4953799778.4,4250409873.6,4462908901.44,281430864.0
HK,01888,2020,Q4,2020-12-31,HKD,8343022339.440001,1689638511.2400002,2131070164.04,2058934431.6399999,2471688748.4799995,278187450.28000003,90676065.44,28430147.919999994,438318180.84,2655333031.36,0.54,851620258.2000002,393705331.55999994,-39284576.200000286,4132422942.6,22199025100.6,12063280826.6,15112273221.8,10089499522.56,9828056681.16,4724891212.4,262591680.0
HK,01888,2021,Q2,2021-06-30,HKD,11582516988.48,2792908971.12,3420973772.16,3402382608.72,3929924657.04,394451684.4,43378826.64,24787663.2,627355868.88,2986284363.12,0.9,1889675314.08,133944078.0,-3585670694.88,2523432374.4,22739849417.76,13618144127.04,15366131194.56,9100726057.68,8481555359.76,4717446773.04,259608960.0
HK,01888,2021,Q4,2021-12-31,HKD,11964207667.52,2751772974.4800005,3436167931.84,3520710799.28,4079032304.5600004,373273898.0,26049312.560000002,41164040.8,683613404.7199999,2899183073.6800003,0.88,3330102202.7200003,-2026767385.2,-1600831319.5199995,2342333246.4,24382291416.0,15565863700.8,15782363363.2,8794646033.6,7994570472.0,5108208638.4,255091200.0
HK,01888,2022,Q2,2022-06-30,HKD,11267943246.07,1561476882.77,2411326221.22,2449211993.41,3423425627.23,465153234.42,38646036.1,37885772.19,849685141.97,920531647.14,0.5,2118606656.88,-427910565.11,-320854460.15,3819866055.53,23770034271.27,14042112046.06,14807629388.23,9705981470.57,8959286005.11,5984410953.64,266819280.0
HK,01888,2022,Q4,2022-12-31,HKD,8708861187.529999,143926509.86000013,588065413.6000004,666654903.25,1122820228.1100001,376734088.6399999,62231838.27,78589489.65,444111047.1700001,-766514033.74,0.050000000000000044,3233961869.74,-1653534485.96,-2486884309.63,2938816316.31,21706293065.24,13442723756.84,12256819398.11,8242935664.67,4205127480.82,6447423660.79,278700240.0
HK,01888,2023,Q2,2023-06-30,HKD,7477177587.74,389300523.12,523028190.24,644442814.46,1196591743.0,374472318.78,63781654.42,121414624.22,133422491.74,-380598875.88,0.12,-458586398.14,-246175113.86,644900116.54,2973409471.48,22433105661.1,12919232764.26,13481920846.18,9492945794.8,5730569455.94,6689959716.42,287657760.0
HK,01888,2023,Q4,2023-12-31,HKD,7702232154.82,433005317.32000005,558025209.48,684637561.94,1229470662.06,343116175.78,27220957.980000004,126612352.46000001,124199542.3,983865905.0,0.14,1205058842.76,-423815987.64,-1841775682.02,1837070153.38,21353156738.48,13549108181.7,12521182835.7,7782297464.34,5070582734.42,6644954209.32,282740640.0
HK,01888,2024,Q2,2024-06-30,HKD,7883952533.92,664245765.96,873859156.2,1014266760.08,1555661234.64,332376151.68,44630052.0,140407603.88,208208775.72,542309892.6,0.21,276304743.2,-145306870.12,539099997.04,2520263599.84,22511544257.6,13902002909.56,13957969359.84,8586391219.84,6325973092.08,6376552905.0,284756160.0
HK,01888,2024,Q4,2024-12-31,HKD,9285778257.08,563772173.8799999,733160100.48,829051975.4799999,1480306268.9999998,368501852.52000004,38271826.92,95891875.0,167057821.79999998,458787501.48,0.18000000000000002,2231493068.32,-604719781.04,-2324075434.48,1781951916.84,21400904785.2,14207701099.08,12778920465.36,7167772775.64,5337155604.72,6409122840.0,288924480.0
HK,01888,2025,Q2,2025-06-30,HKD,8743805782.4,851138438.15,1068155179.65,1147239483.65,1607603699.0,346982383.8,30849444.6,79084304.0,216808816.9,1057874767.3,0.27,-298214945.6,-817591445.45,693519736.0,1332552283.4,22739296331.7,13626161742.7,13793514599.15,9087493290.85,7750150534.1,6429414386.85,284528400.0
HK,01888,2025,Q4,2025-12-31,HKD,9682053829.4,1354681962.13,1695400860.9699998,1761955362.65,1997008225.12,385177683.61999995,30417774.439999998,66554501.68000001,340951210.38,1570265111.6000001,0.43999999999999995,2249312854.36,-391762328.47,-1704556204.1799998,1470350934.78,23009898013.76,14760190918.9,14038715040.86,8226744532.8,7327708247.84,6432513357.54,283189276.26
