country,code,symbol,fiscal_year,period,report_date,release_date,gross_margin,operating_margin,net_margin,roe,roa,current_ratio,debt_to_equity,debt_to_assets,ocf_to_revenue,accrual_ratio,revenue_yoy,revenue_qoq,net_income_yoy,net_income_qoq,revenue_ttm,net_income_ttm,net_margin_ttm,roe_ttm,revenue_ttm_yoy,net_income_ttm_yoy
HK,01888,01888,2021,Q2,2021-06-30,2021-08-30,0.33929798341316597,0.29375157507681776,0.24113143748442883,0.21750420595132455,0.12429812722519087,1.811711477763061,0.6682794639843562,0.40021048031093215,0.16314893524088725,0.04019832124059891,0.8626357476408457,0.3882879030211779,3.1723717637368356,0.6529624251227122,19925539327.92,4482547482.360001,0.22496492609758273,0.3490886888443205,0.24741649970994817,1.397854161366928
HK,01888,01888,2021,Q4,2021-12-31,2022-03-18,0.3409362673997719,0.29427028492976587,0.23000043554496422,0.1885808824280094,0.11679320700593177,1.9741352482257537,0.5649956984492935,0.3606980936922455,0.27833871621607187,-0.024545965781998764,0.43403759222381044,0.032954035760934364,0.6286163911241085,-0.014728728027073257,23546724656.0,5544681945.6,0.23547572015232046,0.3799808428169805,0.6170679240193573,1.350417392287965
HK,01888,01888,2022,Q2,2022-06-30,2022-08-29,0.303819921033416,0.21736105160666555,0.13857692115325548,0.10547677396929768,0.06485572027864923,1.6527689125879395,0.6912052431096609,0.40832845926104855,0.18802070711697288,-0.02314030594195321,-0.027159359465898092,-0.05819561485381053,-0.44091379313955104,-0.4325560657615404,23232150913.59,4313249857.25,0.1856586535311674,0.29135729467810245,0.16594841079341438,-0.03776817217803741
HK,01888,01888,2022,Q4,2022-12-31,2023-03-27,0.12892847915841607,0.07654903309339303,0.01652644436061111,0.010473157699913496,0.006329733216800507,2.914731944278636,0.6131893962691738,0.37974865813776665,0.37134153365202666,-0.13589643407281968,-0.2720904359448306,-0.22711172772657962,-0.9476968081325103,-0.9078266790574062,19976804433.6,1705403392.63,0.08536917895444758,0.12409776830102498,-0.15161005509487457,-0.6924253889831629
HK,01888,01888,2023,Q2,2023-06-30,2023-08-28,0.16003254288917773,0.08618797760222582,0.05206517011958082,0.02953502505084594,0.017639593395171765,2.352631959151174,0.7347917610913751,0.4231668115066738,-0.061331484073873545,0.03841859860922968,-0.3364203719833371,-0.14142877848984614,-0.7506844145976751,1.7048562735154178,16186038775.269999,533227032.98000014,0.03294363990988928,0.04045428362293273,-0.3032914242218645,-0.8763746477418376
HK,01888,01888,2023,Q4,2023-12-31,2024-03-18,0.15962524075447485,0.08888820126144327,0.056218159699202075,0.03271873505060709,0.01977813558821378,2.46937748411125,0.5743770999519437,0.36445653257046123,0.15645579340345941,-0.03526464617575605,-0.11558675824932951,0.03009886610811696,2.008516761374899,0.11226492543532562,15179409742.56,822305840.44,0.05417245165564116,0.062135049727437705,-0.2401482532897513,-0.5178232645756173
HK,01888,01888,2024,Q2,2024-06-30,2024-08-26,0.19731996456687262,0.12864952645468222,0.0842528875081556,0.04839481824628114,0.03028611849055398,2.206454114911604,0.6176369891230127,0.38142168842731417,0.03504647472333497,0.017688073277630167,0.054402204763328355,0.02359320979260282,0.7062544910972275,0.5340360484975486,15586184688.74,1097251083.2800002,0.07039895299538523,0.07994219830536095,-0.037059968461615966,1.0577559189898667
HK,01888,01888,2024,Q4,2024-12-31,2025-03-24,0.15941649994402257,0.08928190535326255,0.06071350814888868,0.040112281061850726,0.025677100055636153,2.394331627516866,0.504499125203594,0.3349284923970571,0.2403129825568023,-0.0759566332915993,0.20559573775883,0.17780747881583125,0.3019982696040666,-0.1512596650650695,17169730791.0,1228017939.84,0.07152225942201146,0.08737323875502549,0.1311197920206042,0.49338345837713016
HK,01888,01888,2025,Q2,2025-06-30,2025-08-25,0.18385629084258376,0.13120596593753547,0.09734187370254918,0.061158484755655204,0.038565227009086905,1.7797737654849042,0.6669151197855464,0.39963828072293806,-0.03410585196211277,0.05207739677968735,0.10906372720796553,-0.05836586440848612,0.2813607278623653,0.5097205530600852,18029584039.48,1414910612.0299997,0.07847716336282198,0.1016682894554003,0.15676699587072118,0.28950486683542254
HK,01888,01888,2025,Q4,2025-12-31,2026-03-16,0.20625874017101548,0.18198157061467082,0.13991679720024344,0.09544600380890522,0.05922211228029786,1.915839791383372,0.5573603063809893,0.3575306821386335,0.23231773898321642,-0.03911023593003579,0.04267553686389802,0.10730431008526709,1.4028890124299522,0.5916117771328504,18425859611.8,2205820400.28,0.11971329678792209,0.1554141475360413,0.07315949423379631,0.7962444429495872
