country,code,symbol,fiscal_year,period,report_date,release_date,gross_margin,operating_margin,net_margin,roe,roa,current_ratio,debt_to_equity,debt_to_assets,ocf_to_revenue,fcf_margin,accrual_ratio,revenue_yoy,revenue_qoq,net_income_yoy,net_income_qoq,eps_yoy,revenue_ttm,net_income_ttm,eps_ttm,net_margin_ttm,roe_ttm,revenue_ttm_yoy,net_income_ttm_yoy,eps_basic
CN,688525,688525,2023,Q3,2023-09-30,2023-10-28,-0.01855466310083793,-0.2279951673767629,-0.19250983875911123,-0.09123057234767772,-0.030499083522711624,1.3694225296237754,2.182719916348663,0.685803329767315,-0.6596634921727305,-0.7997669528083465,0.07401054608554401,0.21608868444175489,0.34777503339323546,-8.072451668734908,,-7.365206495287424,2922803697.02,-488836316.71999997,-1.1359591434217924,-0.16724910989349107,-0.23780311794230727,,,-0.4357983348355013
CN,688525,688525,2023,Q4,2023-12-31,2024-04-30,0.0933660686798499,-0.12287871782090552,-0.09558468044310674,-0.07168476301825291,-0.022175817651715248,1.2518965126844452,2.2876563017189566,0.6966201867390389,-0.09390948293821967,-0.16032432410237216,-0.00038864883187108304,0.8345712983829692,0.5072342515663864,,,,3590752218.29,-624358861.94,-1.4508867973559663,-0.17387968425104372,-0.3189030691932985,,,-0.32613821026517725
CN,688525,688525,2024,Q1,2024-03-31,2024-04-30,0.2474078762210783,0.10959409464184221,0.09704517591572752,0.08195512198846312,0.026187437400461415,1.3427092073614446,1.999968198045559,0.6684845906776938,0.29314843503337884,0.2511278271919127,-0.05291805361483906,3.0579986550381744,0.17594830806464734,,,,4891903415.02,-330781341.74,-0.7686705687992272,-0.06761812604974492,-0.1617859411774065,0.8058372374447793,,0.3893817335203629
CN,688525,688525,2024,Q2,2024-06-30,2024-08-23,0.2637109631259327,0.09030510916165302,0.06755500414862935,0.05051975596694396,0.01734273924454292,1.3478343758403273,1.8500686065638108,0.6507946655230399,0.08386012746446338,-0.016609355245155957,-0.004185855742003738,1.371536480469103,-0.007241952730297596,,-0.3089221244739794,,5883245045.2699995,-44522588.45000005,-0.10363111739281736,-0.00756769233771679,-0.01942398500419855,1.1395933291264924,,0.2695337110348471
CN,688525,688525,2024,Q3,2024-09-30,2024-10-31,0.15913627641102807,-0.052717698802519385,-0.03486747427573834,-0.022664358105246897,-0.007724391132028528,1.3086619952189968,2.019561398224797,0.6677500404130491,-0.09760488113809247,-0.4031103677247793,0.013898576804894541,0.6264279269332511,-0.07567985076891925,,-1.4770735999801612,,6493490423.14,87769676.64999992,0.20352844597734762,0.013516563655384265,0.03600801842593813,1.221664913644581,,-0.12810595489231852
CN,688525,688525,2024,Q4,2024-12-31,2025-04-30,0.05176642594705774,-0.05688692396822072,-0.04004993074867621,-0.02750458007963043,-0.008699968969673373,1.2435284733409053,2.2929055602041872,0.6946637788140329,0.021876541699423036,-0.12161356766620664,-0.013452167797259036,0.1373663004543606,0.05401377843686772,,,,6695185057.35,161233370.29,0.37388285507388824,0.024081988609560144,0.06630460356890336,0.8645633701058892,,-0.15509467479274003
CN,688525,688525,2025,Q1,2025-03-31,2025-04-30,0.01986481649415941,-0.17007680889997168,-0.1279680766971666,-0.08395902252264531,-0.022778505918784272,1.2964595071828964,3.0852900472240363,0.7541569111299441,-0.09293050421161776,-0.26468460919590975,-0.0062367394497191645,-0.1061646038273214,-0.07584370892855286,-2.1786510298193025,,-2.176160553429045,6511876762.48,-203826417.97000003,-0.47265155440860873,-0.03130071796573347,-0.08664954373650668,0.33115399263322853,,-0.45797543519247097
CN,688525,688525,2025,Q2,2025-06-30,2025-08-11,0.1368377939718496,-0.019587014529819466,-0.011945117931630595,-0.008711883544140219,-0.0027033451294989066,1.5461566844496508,1.7470732390894286,0.6355340888145262,-0.2351792363612396,-0.5253088246295948,0.05052096348054107,0.3820374294061599,0.5349904306159727,-1.244372719508139,,-1.2276102703502814,7166741649.120001,-347923038.9200001,-0.7542791383288554,-0.04854689284951709,-0.1071122672519835,0.21816133680882532,,-0.06134864083715616
CN,688525,688525,2025,Q3,2025-09-30,2025-10-31,0.21022412598377233,0.0988975160240756,0.0962199768665524,0.05770997374333661,0.020704101796122813,1.6282609110601587,1.8111159142319448,0.6418118070704061,-0.2938941878600604,-0.37461500105318823,0.08394268676463273,0.6805896278189532,0.12399477939558734,,,,8245076240.109999,-36469136.97,-0.07814117917306981,-0.004423141267340599,-0.008214501723518309,0.26974488338784663,-1.41550952859754,0.5489712644943935
CN,688525,688525,2025,Q4,2025-12-31,2026-03-20,0.31914214955991027,0.20680595420809833,0.1740114997398183,0.16264119310889208,0.05729688721410223,1.6427192677396643,1.839327056836758,0.6447189617515142,-0.10202991144834853,-0.17673760736645094,0.09089234692487874,1.830788985242271,0.7753832017664339,,2.2107375579680593,,11302479960.23,853035235.09,1.8332653142412547,0.07547328003160124,0.16865436117356808,0.6881504937375993,4.290686621235424,1.7679024480516945
CN,688525,688525,2026,Q1,2026-03-31,2026-04-16,0.5330485134099071,0.4965133222302211,0.4254281382149704,0.41555404460198747,0.14494804801791702,2.0178742378468195,1.8680234110427667,0.6495512732336397,-0.3971664442130145,-0.42314886666838397,0.28026702590321106,3.4152800908860526,0.44143872754458857,,2.5240693582156846,,16573397833.84,3949507205.04,8.388273728783807,0.23830401252878827,0.566142855274191,1.5451031151775276,,6.15706979740386
