country,code,symbol,fiscal_year,period,report_date,release_date,gross_margin,operating_margin,net_margin,roe,roa,current_ratio,debt_to_equity,debt_to_assets,ocf_to_revenue,fcf_margin,accrual_ratio,revenue_yoy,revenue_qoq,net_income_yoy,net_income_qoq,eps_yoy,revenue_ttm,net_income_ttm,eps_ttm,net_margin_ttm,roe_ttm,revenue_ttm_yoy,net_income_ttm_yoy,eps_basic
CN,688525,688525,2018,Q4,2018-12-31,2022-03-31,0.06619272120176853,-0.12525685687238364,-0.10702819134667725,-0.6111163216065142,-0.19571743416338178,1.0563813553177939,2.1224419235762313,0.6797378383727732,0.01936883086949345,-0.016085772650903978,-0.231136306825098,,,,,,,,,,,,,-1.3644243234
CN,688525,688525,2019,Q4,2019-12-31,2022-12-13,0.15620143670977074,0.016438845496606354,0.01590215137008014,0.027375308093047477,0.015346627948440472,1.9273875712225728,0.7837995542095203,0.4393988956661985,-0.10065266421877832,-0.1857074466013553,0.11248310677049517,-0.07947804107845768,,,,,,,,,,,,0.13707405775918025
CN,688525,688525,2020,Q4,2020-12-31,2022-12-13,0.11207095347381506,0.015137078408041757,0.01668023505807244,0.02495441752661038,0.015505003243540233,2.2664171227096346,0.609442909146569,0.378666994450729,-0.16571890237611933,-0.2623283148555574,0.1695479234968825,0.398979964633813,,0.4674312996121526,,0.20358680456224665,,,,,,,,0.16498052716675257
CN,688525,688525,2021,Q3,2021-09-30,2022-12-13,0.18024799674643233,0.03152003409220895,0.0563378316865176,0.06340102905114256,0.04234062083980131,3.0533925203985195,0.49740433167063763,0.3321777032097196,-0.10283494941346745,-0.20216571344810516,0.11962608731681106,,,,,,,,,,,,,0.29765158377919837
CN,688525,688525,2021,Q4,2021-12-31,2022-12-13,0.15801495095481938,-0.011937718908115062,0.002297779750807073,0.0007110487110335526,0.00046753829088984133,2.5469922262007088,0.5442519844956331,0.35243729000185864,-0.3188923973566826,-0.49697475562164434,0.0653538296708794,-0.6571685910516162,-0.7249407923878979,-0.9527733831879652,-0.9887815086487367,-0.979760025163808,,,,,,,,0.0033392017183167706
CN,688525,688525,2022,Q2,2022-06-30,2022-12-13,0.17730539007016607,0.055351642030077114,0.04975102212602432,0.01810213352430484,0.010579404599664057,2.0035380017182027,0.7110729960058114,0.4155713974013277,-0.1014954564303946,-0.19910303730725548,0.03216210687831823,,,,,,,,,,,,,0.08761213632494459
CN,688525,688525,2022,Q3,2022-09-30,2022-12-13,0.14452296187399857,0.03217133741073966,0.03310153925739565,0.01402236021160105,0.00782352204827771,1.972584303533893,0.8721839330806392,0.46586444722099446,-0.05890755769983991,-0.18075960135833702,0.021746275697019923,-0.6085134823464478,0.17452595190232634,-0.7699803853837102,-0.21853631856564826,-0.7699803853837103,,,,,,,,0.0684657025908195
CN,688525,688525,2022,Q4,2022-12-31,2023-04-18,0.10908712384504496,-0.011881690734951393,-0.006027654749894628,-0.0022287328501623474,-0.0012086993558080305,2.198933185273357,0.8216374357508647,0.4510433413508502,-0.5223792758549596,-0.5913699790938582,0.10354174180447791,0.4220079683190159,-0.000894367120806594,-4.73028488984443,-1.1819330444678713,-4.357256397392609,,,,,,,,-0.01121055633100337
CN,688525,688525,2023,Q1,2023-03-31,2023-04-25,-0.044767055636821824,-0.3259760397520043,-0.2961641657685309,-0.05343494740990305,-0.026324478903602556,1.8794935687808747,1.2495577863090472,0.5554681875317611,-1.5192955333575493,-1.6459425600120943,0.10871773024558432,,-0.46836822834355507,,,,2708939274.0299997,-70391086.91,-0.16357499648826937,-0.025984741549884022,-0.029848332362073623,,,-0.29283449503637604
CN,688525,688525,2023,Q2,2023-06-30,2023-08-31,-0.05068137496416667,-0.27920111631909655,-0.23583425652352938,-0.07715003090847712,-0.030615862665552055,1.5377765547680178,1.812100272194641,0.6443939037708737,-0.7463778827263154,-0.9240981267522936,0.06627846935815261,0.05976716017328232,0.6987344929232946,-6.0236033276747944,,-5.52124299023777,2749702462.2300005,-274783087.87,-0.6385416763181938,-0.0999319350527663,-0.12436644886377037,,,-0.3961157572189116
