country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,00020,2018,Q2,2018-06-30,HKD,926711000.0,-1713889000.0,-1728122500.0,-169395500.0,523408000.0,226242000.0,0.0,14744000.0,-11748000.0,0.0,-0.05,-374866000.0,-1553961500.0,4399443500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,00020,2018,Q4,2018-12-31,HKD,926711000.0,-1713889000.0,-1728122500.0,-169395500.0,523408000.0,226242000.0,206709000.0,14744000.0,-11748000.0,-4052996000.0,-0.34,-374866000.0,-1553961500.0,4399443500.0,7227109000.0,16948113000.0,-5368136000.0,13754732000.0,22312619000.0,3147519000.0,585249000.0,2000.0
HK,00020,2019,Q2,2019-06-30,HKD,1513301500.0,-2483846000.0,-2586430500.0,-583376500.0,859582000.0,382860000.0,0.0,74937000.0,-102584500.0,0.0,-0.075,-1434708500.0,-813949000.0,1886279000.0,6950011500.0,20448080000.0,-8079141000.0,15992949000.0,28457482500.0,5001661000.0,1705230500.0,2000.0
HK,00020,2019,Q4,2019-12-31,HKD,1513301500.0,-2478702000.0,-2586430500.0,-1023107500.0,859582000.0,382860000.0,252840000.0,74937000.0,-102584500.0,-5329957000.0,-0.48500000000000004,-1434708500.0,-813949000.0,1886279000.0,6672914000.0,23948047000.0,-10790146000.0,18231166000.0,34602346000.0,6855803000.0,1893919000.0,2000.0
HK,00020,2020,Q2,2020-06-30,HKD,861163000.0,-5323782000.0,-5483189000.0,-2167318000.0,620860000.0,1037494000.0,42199000.0,68708000.0,-150389000.0,-5774199000.0,-0.6,-1154668000.0,-1146065000.0,679725000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,00020,2020,Q4,2020-12-31,HKD,2585002000.0,-6834411000.0,-6835828000.0,355540000.0,1811224000.0,552025000.0,310585000.0,43801000.0,-10281000.0,-5444201000.0,-0.7300000000000001,-74145000.0,-5924407000.0,12505917000.0,11427871000.0,38478637000.0,-21068233000.0,31726066000.0,59411177000.0,9822390000.0,1906479000.0,2000.0
HK,00020,2021,Q2,2021-06-30,HKD,1651809000.0,-3702589000.0,-3792909000.0,-2150740000.0,1205067000.0,1443031000.0,123565000.0,21785000.0,-80036000.0,-3474356000.0,-0.39,-830887000.0,-5111535000.0,3536317000.0,8925817000.0,32231618000.0,-23086370000.0,24254091000.0,55192579000.0,1905461000.0,2226109000.0,2000.0
HK,00020,2021,Q4,2021-12-31,HKD,3048454000.0,-13437497000.0,-13348635000.0,-1578994000.0,2072571000.0,855331000.0,380715000.0,-175743000.0,115542000.0,-12944853000.0,-1.35,-1654554000.0,3563461000.0,5842165000.0,16529506000.0,36944319000.0,31892511000.0,28084217000.0,4957235000.0,2795245000.0,2909263000.0,5000.0
HK,00020,2022,Q2,2022-06-30,HKD,1415343000.0,-3157653000.0,-3322292000.0,-3419684000.0,934043000.0,768629000.0,193347000.0,-103361000.0,-114304000.0,-1893618000.0,-0.1,-1848149000.0,-5721378000.0,1177327000.0,10373626000.0,36666655000.0,31074529000.0,21398212000.0,5563819000.0,2872082000.0,3379279000.0,5000.0
HK,00020,2022,Q4,2022-12-31,HKD,2393167000.0,-2887143000.0,-3010520000.0,-3108639000.0,1608224000.0,799110000.0,253908000.0,158799000.0,-125518000.0,-2254035000.0,-0.09,-1236334000.0,-3576839000.0,2151816000.0,7962813000.0,37426993000.0,28970224000.0,21524179000.0,8413133000.0,3323004000.0,6999010000.0,5000.0
