country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,cost_of_revenue,sga_expense,operating_expense,ebit,depreciation_amortization,net_interest_income,pretax_income,net_income,shares_basic,shares_diluted,cash_equivalents,short_term_investments,current_assets,ppe_net,non_current_assets,current_liabilities,non_current_liabilities,common_stock,retained_earnings,shareholders_equity,working_capital_change,other_working_capital,other_non_cash_items,operating_cash_flow,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_begin_period,capital_expenditure
US,NVDA,NVDA,2017,Q2,2016-07-31,USD,1428000000.0,602000000.0,157000000.0,509000000.0,329000000.0,47000000.0,0.0,317000000.0,261000000.0,21360000000.0,25240000000.0,426000000.0,4453000000.0,6156000000.0,485000000.0,1305000000.0,2479000000.0,502000000.0,1000000.0,4675000000.0,4480000000.0,-230000000.0,-81000000.0,17000000.0,200000000.0,-269000000.0,-52000000.0,-121000000.0,547000000.0,-32000000.0
US,NVDA,NVDA,2017,Q3,2016-10-30,USD,2004000000.0,821000000.0,171000000.0,544000000.0,637000000.0,48000000.0,-2000000.0,621000000.0,542000000.0,21520000000.0,26120000000.0,1940000000.0,4731000000.0,8307000000.0,503000000.0,1305000000.0,2086000000.0,2202000000.0,1000000.0,5529000000.0,5324000000.0,-316000000.0,-56000000.0,23000000.0,432000000.0,-327000000.0,1409000000.0,1514000000.0,426000000.0,-38000000.0
US,NVDA,NVDA,2017,Q4,2017-01-29,USD,2173000000.0,870000000.0,176000000.0,570000000.0,744000000.0,47000000.0,-2000000.0,725000000.0,654000000.0,22120000000.0,26400000000.0,1766000000.0,5032000000.0,8536000000.0,521000000.0,1305000000.0,1819000000.0,2260000000.0,1000000.0,6108000000.0,5762000000.0,-115000000.0,26000000.0,13000000.0,721000000.0,-373000000.0,-522000000.0,-174000000.0,1940000000.0,-51000000.0
US,NVDA,NVDA,2018,Q1,2017-04-30,USD,1937000000.0,787000000.0,185000000.0,596000000.0,552000000.0,47000000.0,0.0,536000000.0,507000000.0,23680000000.0,25640000000.0,1989000000.0,4217000000.0,8116000000.0,539000000.0,1294000000.0,990000000.0,2288000000.0,1000000.0,6506000000.0,6132000000.0,-391000000.0,-81000000.0,21000000.0,282000000.0,754000000.0,-813000000.0,223000000.0,1766000000.0,-54000000.0
US,NVDA,NVDA,2018,Q2,2017-07-30,USD,2230000000.0,928000000.0,198000000.0,614000000.0,699000000.0,49000000.0,0.0,684000000.0,583000000.0,23880000000.0,25320000000.0,1988000000.0,3889000000.0,8070000000.0,578000000.0,1332000000.0,1034000000.0,2395000000.0,1000000.0,7006000000.0,5973000000.0,-110000000.0,91000000.0,7000000.0,705000000.0,262000000.0,-968000000.0,-1000000.0,1989000000.0,-54000000.0
US,NVDA,NVDA,2018,Q3,2017-10-29,USD,2636000000.0,1067000000.0,212000000.0,674000000.0,911000000.0,49000000.0,2000000.0,896000000.0,838000000.0,24120000000.0,25120000000.0,2802000000.0,3518000000.0,8479000000.0,600000000.0,1351000000.0,1028000000.0,2450000000.0,1000000.0,7760000000.0,6352000000.0,115000000.0,-20000000.0,6000000.0,1157000000.0,286000000.0,-629000000.0,814000000.0,1988000000.0,-69000000.0
US,NVDA,NVDA,2018,Q4,2018-01-28,USD,2911000000.0,1110000000.0,221000000.0,728000000.0,1094000000.0,54000000.0,6000000.0,1079000000.0,1119000000.0,24240000000.0,25120000000.0,4002000000.0,3106000000.0,9255000000.0,997000000.0,1986000000.0,1153000000.0,2617000000.0,1000000.0,8787000000.0,7471000000.0,571000000.0,545000000.0,5000000.0,1358000000.0,-24000000.0,-134000000.0,1200000000.0,2802000000.0,-416000000.0
US,NVDA,NVDA,2019,Q1,2018-04-29,USD,3207000000.0,1139000000.0,231000000.0,773000000.0,1326000000.0,57000000.0,10000000.0,1311000000.0,1244000000.0,24240000000.0,25080000000.0,765000000.0,6535000000.0,9448000000.0,1066000000.0,2012000000.0,1106000000.0,2637000000.0,1000000.0,9948000000.0,7717000000.0,-28000000.0,-104000000.0,-8000000.0,1445000000.0,-3551000000.0,-1131000000.0,-3237000000.0,4002000000.0,-118000000.0
US,NVDA,NVDA,2019,Q2,2018-07-29,USD,3123000000.0,1148000000.0,237000000.0,818000000.0,1194000000.0,59000000.0,18000000.0,1180000000.0,1101000000.0,24280000000.0,25040000000.0,718000000.0,7225000000.0,10831000000.0,1162000000.0,2051000000.0,1462000000.0,2625000000.0,1000000.0,10957000000.0,8795000000.0,-428000000.0,157000000.0,-14000000.0,913000000.0,-805000000.0,-155000000.0,-47000000.0,765000000.0,-129000000.0
US,NVDA,NVDA,2019,Q3,2018-10-28,USD,3181000000.0,1260000000.0,258000000.0,863000000.0,1096000000.0,68000000.0,22000000.0,1081000000.0,1230000000.0,24360000000.0,25000000000.0,721000000.0,6870000000.0,11386000000.0,1292000000.0,2271000000.0,1608000000.0,2574000000.0,1000000.0,12096000000.0,9475000000.0,-853000000.0,-23000000.0,-13000000.0,487000000.0,219000000.0,-703000000.0,3000000.0,718000000.0,-150000000.0
