country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,001309,2017,Q4,2017-12-31,CNY,220088600.32,211861563.12,188282001.72,596819.39,2957181.44,8402052.25,-1022289.39,8244052.31,394700.0,5847.74,1168022.47,7464882.1,16400000.0,1280000.0,9735598.32,2893691.21,1939734.08,4247345.53,10447651.55,121226147.15,154625695.48,47435.94,894524.27,5157525.76,41936963.53,1318623.84,4294391.7,130372340.16,632062.95,28778818.13,28778818.13,47913007.1,4247345.53,41936963.53,6712901.99,3517144.46,186936254.81,418704.53,191518190.28,6501239.52,3774835.24,5267587.7,-19706893.4,2021156.87,-2021156.87,20344592.79,-1388050.56,1939734.08
CN,001309,2018,Q4,2018-12-31,CNY,749915421.23,716433980.8,644620539.92,1164019.44,5000049.01,19553841.57,10117113.71,34023381.19,,,3548606.87,30474774.32,20618600.0,35840495.61,37053566.18,6050497.67,2211964.8,54556513.58,26101972.28,159635775.93,258504130.53,65188.32,2822608.77,13041674.73,97271347.89,1768266.64,6203019.71,168766945.12,2713741.31,100065118.83,100065118.83,46146877.07,54556513.58,97271347.89,7290540.6,4498628.56,733605927.82,1046904.97,711583621.86,11332985.43,13897756.67,7364673.1,-9526204.27,5100353.49,-5100353.49,14876079.83,272230.72,2211964.8
CN,001309,2019,Q4,2019-12-31,CNY,645645294.82,599090005.45,518492680.0,947758.83,4691208.62,30897485.05,4557878.8,47113613.15,600000.0,267443.7,10737936.87,36708232.58,22394168.0,243132364.63,72365836.01,7446460.42,33624755.68,99138861.69,44899118.82,287442921.91,499476016.22,28571.76,2452685.05,16727859.2,86252403.27,3251748.75,12109533.38,168079578.5,3030000.0,345094296.92,345094296.92,37244177.94,99138861.69,86252403.27,16318454.41,5845957.92,625388220.12,12763984.45,737789241.53,16806971.84,12703817.86,13643691.05,-142791517.71,5594093.93,-5594093.93,179902870.46,31412790.88,33624755.68
CN,001309,2020,Q2,2020-06-30,CNY,325046193.48,301698159.33,259228077.02,462099.12,2263622.47,10958721.62,5064013.27,24964673.14,22000000.0,4600.0,6616799.11,40343274.03,60000000.0,258939691.35,68208442.88,1395962.75,20421197.38,77124454.43,42196316.6,413328240.56,585318254.82,15533.94,3654089.84,32594488.31,61543230.68,2490614.83,11875595.77,225555371.74,2240000.0,390117371.39,390117371.39,40493383.3,77124454.43,71543230.68,4328528.41,7639027.46,425912057.89,23614972.77,447594707.01,12353867.84,12208690.33,27658963.98,-50289198.5,18123651.4,-18123651.4,45105157.79,-23203558.3,10421197.38
CN,001309,2020,Q4,2020-12-31,CNY,834708606.82,766244169.59,645543076.64,1594435.59,11861187.87,30542825.77,19267680.51,70288003.45,22000000.0,4600.0,15161600.5,77121802.95,60000000.0,286123662.77,97590320.72,8792613.83,72011077.1,121786826.24,53283305.22,437423040.86,726699098.02,7766.94,4162170.35,92433318.18,82753653.06,4930380.82,15940713.77,323015245.46,47700500.0,448416670.74,448416670.74,29869974.06,121786826.24,82753653.06,4654915.48,16966878.22,921612486.01,58549325.15,895894483.37,27495525.18,26737916.71,43300735.31,-13266849.41,80091412.73,-80091412.73,130890276.96,38386321.42,72011077.1
CN,001309,2021,Q2,2021-06-30,CNY,269512445.24,245491096.77,214689542.51,475636.03,1151937.9400000002,4800060.82,6122020.18,25038148.470000003,2854000.0,100000.0,2757715.42,25034433.05,60000000.0,289741836.39,139387190.64,8792613.83,87111934.56,95003191.85,71109627.39,441171595.94,745236826.45,,6458415.27,151031783.91,59869796.05,3115963.27,11378588.08,336117528.52,67237298.28,492913783.56,492913783.56,,,,,,,,,,,,,,,,,
CN,001309,2021,Q4,2021-12-31,CNY,358873376.56999993,319261048.20000005,280779667.76,736473.6599999999,1748973.04,9845936.830000002,5684267.779999999,40552352.910000004,100000.0,120000.0,6297955.289999999,34234397.62,60000000.0,295562594.59,185750943.15,18531851.87,117625279.29,146785277.12,75865794.19,565548306.51,973403550.73,,8546201.84,172542457.06,78952071.25,8655134.88,17519262.85,524072052.57,68150941.45,553723013.77,553723013.77,15992764.9,146785277.12,176092071.25,10144697.73,28000396.45,407248389.03,9217803.31,274651801.35,13493479.239999998,3534253.7299999967,10058750.87,114568263.48,18435559.490000002,-18435559.490000002,-7550564.780000001,86242854.14000002,86242854.14
CN,001309,2022,Q1,2022-03-31,CNY,247996841.35,229454643.08,195362225.57,472018.98,1004889.6,9688158.68,3433244.92,19355102.03,1196800.0,44247.79,1537553.28,18970100.96,60000000.0,298395373.75,202634252.34,20618643.64,46448026.08,176561255.2,135893111.84,559172230.65,978971394.33,,9459511.02,176928255.07,79632831.62,6020446.67,5938996.34,514693046.14,66272116.89,574934486.37,574934486.37,7784585.5,176561255.2,154272831.62,6217744.86,30110486.31,243281045.21,1518996.05,266935589.07,19036388.18,21107589.39,9498658.75,-71778184.13,4582105.61,-4582105.61,-2043555.58,-78677618.29,11318893.52
CN,001309,2022,Q2,2022-06-30,CNY,288709588.35,268251995.35,231101563.20999998,736114.8400000001,687289.0499999999,10087825.59,9837311.38,24437885.990000002,2065000.0,208000.0,1134956.07,25159929.92,80000000.0,731150194.15,229880974.03,18531851.87,550609925.11,282512481.61,163056131.97,556141665.89,1616654055.8,334383.19,10024623.26,187971308.51,67434531.67,6202165.36,3459059.92,679653872.25,66290638.74,1058680853.32,1058680853.32,35137062.87,282512481.61,159946331.3,11232689.61,30460289.02,196442717.18999997,5479906.08,283844581.77000004,19505038.340000004,889928.5500000007,2208035.17,-101806689.70000002,11612260.579999998,-11612260.579999998,617248012.35,502640705.96000004,502640705.96000004
CN,001309,2022,Q3,2022-09-30,CNY,297907743.52000004,291035712.3,244072646.1600001,1294523.7,1731561.5500000003,16247865.430000003,1619818.6799999997,8927248.389999993,3782421.6500000004,329789.75,-1998131.86,14378012.149999999,80000000.0,733159366.45,244258986.18,18531851.87,116387711.28,345086846.71,175726295.13,698222342.7,1613517806.14,7932317.9,12414842.85,344933338.35,96420352.55,7641460.85,5420353.0,688130956.23,190836376.76,1079483811.5,1079483811.5,7871832.72,345086846.71,213249277.22,13462087.13,31754725.03,254248466.04000008,4646909.840000001,338034899.41999996,23445477.65,7393644.469999999,15733450.459999999,-119268890.61999997,55163551.10000001,-249663551.1,-75961989.75,-442781552.74,-442781552.74
