country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,02269,2016,Q2,2016-06-30,HKD,410130000.0,83855000.0,97772000.0,105865000.0,186626000.0,39833000.0,5125000.0,8093000.0,13917000.0,83855000.0,0.09,-60035000.0,-144589000.0,160579000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,02269,2016,Q3,2016-09-30,HKD,286429000.0,52383000.0,71693000.0,80157000.0,123388000.0,24307000.0,752000.0,8464000.0,19310000.0,52383000.0,0.05000000000000002,115851000.0,-152477000.0,90768000.0,171951000.0,1755585000.0,253733000.0,755858000.0,1501852000.0,701951000.0,997274000.0,158000.0
HK,02269,2016,Q4,2016-12-31,HKD,578899000.0,57241000.0,78074000.0,94136000.0,202484000.0,54773000.0,2398000.0,16062000.0,20833000.0,57241000.0,0.06,141956000.0,-276555000.0,172184000.0,169102000.0,1984996000.0,270467000.0,829856000.0,1714529000.0,800825000.0,1152770000.0,158000.0
HK,02269,2017,Q2,2017-06-30,HKD,654040000.0,92197000.0,116193000.0,147454000.0,264269000.0,51132000.0,16076000.0,31261000.0,23996000.0,92197000.0,0.09,227347000.0,-195489000.0,3436621000.0,3619784000.0,5639281000.0,3829511000.0,4342054000.0,1809770000.0,865089000.0,1294028000.0,192000.0
HK,02269,2017,Q4,2017-12-31,HKD,964789000.0,160431000.0,187494000.0,191924000.0,396288000.0,82887000.0,18618000.0,4430000.0,27063000.0,160431000.0,0.15,132933000.0,-2017762000.0,-1207314000.0,503881000.0,4848962000.0,4024360000.0,3033429000.0,824602000.0,798074000.0,1780172000.0,192000.0
HK,02269,2018,Q2,2018-06-30,HKD,1054385000.0,249570000.0,285075000.0,285075000.0,414718000.0,87083000.0,40815000.0,0.0,35505000.0,249514000.0,0.21,122170000.0,533579000.0,3201133000.0,4371148000.0,8578757000.0,7519556000.0,5830295000.0,1059201000.0,990172000.0,2166201000.0,201000.0
HK,02269,2018,Q4,2018-12-31,HKD,1480068000.0,381022000.0,452647000.0,452647000.0,603037000.0,140638000.0,153402000.0,0.0,71752000.0,392754000.0,0.31000000000000005,639437000.0,-949653000.0,5691000.0,4084395000.0,9393150000.0,7993755000.0,5745188000.0,1398922000.0,1318757000.0,2903900000.0,202000.0
HK,02269,2019,Q2,2019-06-30,HKD,1607070000.0,450042000.0,512047000.0,516349000.0,671011000.0,149709000.0,123756000.0,4611000.0,62563000.0,448538000.0,0.37,221879000.0,-1447187000.0,4147000.0,2864522000.0,10208168000.0,8540559000.0,5004722000.0,1667694000.0,1348564000.0,3615770000.0,204000.0
HK,02269,2019,Q4,2019-12-31,HKD,2376617000.0,563763000.0,614586000.0,633008000.0,987818000.0,217579000.0,56113000.0,14994000.0,53733000.0,562590000.0,-0.09999999999999998,986200000.0,-3046743000.0,5408676000.0,6205496000.0,17602269000.0,12784363000.0,9671856000.0,4706169000.0,2871198000.0,6338457000.0,214000.0
HK,02269,2020,Q2,2020-06-30,HKD,1944103000.0,736113000.0,705106000.0,728612000.0,787306000.0,203378000.0,148429000.0,22405000.0,-25598000.0,678673000.0,0.19,430593000.0,-4031050000.0,1044437000.0,3710106000.0,20723859000.0,13634403000.0,9412469000.0,6945292000.0,3174920000.0,9144456000.0,216000.0
HK,02269,2020,Q4,2020-12-31,HKD,3668281000.0,952773000.0,1260654000.0,1277248000.0,1745660000.0,308058000.0,71708000.0,20327000.0,298664000.0,1213638000.0,0.24,1450683000.0,-3185233000.0,5521207000.0,7095735000.0,28963613000.0,20564445000.0,14204368000.0,8064217000.0,4498248000.0,11996171000.0,225000.0
