country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,300346,2016,Q2,2016-06-30,CNY,25364858.859999996,29243762.740000002,16824930.25,296002.94999999995,880053.6499999999,13138214.24,-1895438.3499999999,1139384.94,2150185.79,932.0499999999993,844596.8599999999,2974606.9899999998,160864000.0,660626462.15,322530126.37,40761654.58,194179897.32,64136194.39,7040704.0,88716027.91,882400132.33,38980908.44,8004420.0,383506866.73,8758066.84,1705990.4,2398528.5,21874677.95,35261985.15,1184782243.1,1208770335.96,857271.09,83542288.91,8758066.84,1032252.56,192679741.65,25503569.53,1704809.56,8069733.459999999,8426992.170000002,10961.779999999795,3017596.1799999997,7683095.5,9457041.000000002,136099616.54000002,-16177350.0,127728814.91,127728814.91
CN,300346,2016,Q3,2016-09-30,CNY,22019597.430000007,32416300.33,15508245.510000002,185675.22999999998,1639225.9700000002,16198890.02,-1115736.4,10773902.27,1684735.9100000001,30966.4,2158470.43,10712874.05,160864000.0,660626462.15,333243000.42,40761654.58,55605128.01,54526469.17,6853135.27,85476784.09,890412855.21,38247642.08,8004420.0,389048549.59,9157541.16,5035077.03,2839692.46,26736914.93,33684952.56,1195495117.15,1219039537.31,588554.46,80641126.23,9157541.16,1009018.21,190112843.25,26309303.75,1312740.9499999997,8113506.57,7078657.6499999985,3330726.3800000004,3139552.96,6063890.73,12740994.649999999,-144888216.87,210000.0,-138574769.31,-138574769.31
CN,300346,2016,Q4,2016-12-31,CNY,30946438.769999996,43436419.84,16274094.740000002,1533447.6500000004,1746926.1499999994,17425843.33,-625375.1600000001,-13609261.25,3420657.169999999,80110.48000000001,-2691900.98,-6791453.500000001,160864000.0,660626462.15,324901590.5,42311611.0,105688382.37,51285942.48,3773468.96,81672137.84,897568580.27,37514375.72,9925511.98,387504015.6,10712145.34,8243409.39,1372151.16,29603938.31,44005933.83,1188703663.65,1211462723.73,1020415.36,80134175.65,10712145.34,967728.62,190075028.01,31350032.33,13660008.370000001,-1229931.8000000007,7885740.569999997,3627966.2700000005,16473851.07,18417570.79,-502852.6499999985,39368685.07,-8263487.66,50083254.36,50083254.36000001
CN,300346,2017,Q1,2017-03-31,CNY,24018603.79,23991280.67,12993153.03,767641.54,855115.25,12188291.64,-101806.79,207534.08,2675185.2,,639258.65,2504068.45,160864000.0,660626462.15,327405658.95,42311611.0,57707977.09,49516894.1,7561027.9,82587149.75,889915765.14,36781109.36,9925511.98,387954203.35,7133874.54,3290952.19,1695766.46,22719034.28,41444749.85,1191207732.1,1213706184.36,2345973.15,79128444.24,7133874.54,848074.05,184678448.68,24887558.6,473748.22,8579203.72,14457905.56,2569950.4,2064603.82,-2310356.68,9017643.22,-45382519.97,-195070.0,-47980405.28,57707977.09
CN,300346,2017,Q2,2017-06-30,CNY,54015447.54,43264705.349999994,27111956.97,1048293.1199999999,1822774.1600000001,14858593.68,489797.56,12489580.5,7144442.579999999,37365.48,1974090.13,16213076.830000002,160864000.0,660626462.15,343618735.78,42311611.0,89784207.51,68470439.34,8023440.0,79551888.7,911645610.53,36047843.0,9925511.98,385546549.8,9725343.83,5086989.92,4410437.41,28791928.31,37071480.19,1207420808.93,1231328751.83,648873.61,94840305.5,9725343.83,822125.73,179869861.94,42884100.99,2087360.57,15219225.450000001,7669014.499999998,2976778.18,4742872.85,15635951.9,6330450.199999999,17372637.349999998,-495600.0,32076230.42,32076230.42
CN,300346,2017,Q3,2017-09-30,CNY,38448127.60000001,46106197.77000001,21751142.92,884395.0800000003,2299815.95,18646708.799999997,1063046.08,8788769.19,4013689.16,138821.34,1878954.2600000002,10748399.66,160864000.0,660626462.15,345096004.66,42311611.0,44104873.2,56673399.09,7631487.62,78749931.44,915287169.8,35314576.64,9925511.98,386343066.92,13329528.14,8005547.4,3258430.26,35201820.21,33586112.71,1208898077.81,1232842303.8,382250.06,99521887.47,13329528.14,959544.51,177139795.03,34193835.66,847218.6000000001,16784665.229999997,8516507.39,6334936.449999999,3800916.119999999,-395970.93000000156,8122549.840000002,-34699415.620000005,-9651840.0,-45679334.31,-45679334.31
CN,300346,2017,Q4,2017-12-31,CNY,60731317.54999998,61597257.510000005,28646752.78,674000.21,2634213.0999999996,18391975.03,48859.049999999814,13458137.959999997,-9473669.93,1008465.8699999999,-2167751.04,4373588.469999995,160864000.0,660626462.15,346355721.5,45044773.41,88040242.2,84555824.55,6654343.51,86802361.61,942596188.68,34581310.28,10805504.71,402811272.94,23472618.06,13521865.89,700080.75,58521890.8,49280223.04,1212890957.06,1237605347.78,2244667.24,116053950.38,32039827.22,1326962.48,220568085.43,34807979.53,15760320.18,3341889.789999999,9896361.099999998,3036728.26,23562258.1,9593230.940000001,4076656.3699999973,28640112.700000003,5628900.0,43935369.0,43935369.0
CN,300346,2018,Q1,2018-03-31,CNY,57495974.39,49290959.22,29408047.38,1231861.92,3182233.07,12738878.59,1085852.55,13604923.58,23753.82,76243.59,1855909.98,10546921.74,160864000.0,660626462.15,357026687.68,45044773.41,54446742.21,101947131.75,6203300.4,87360270.81,956980596.71,33848043.92,10805504.71,400207703.98,17251623.35,7967296.43,2817186.82,54163310.58,53599074.06,1223561923.24,1249425916.05,2345046.81,143864917.16,30390573.75,2022490.82,215056677.93,31212118.29,6704583.44,16377806.83,19627938.13,5655134.27,3957310.01,-6938592.49,8362232.84,-26215336.1,-215236.4,-33593499.99,54446742.21
CN,300346,2018,Q2,2018-06-30,CNY,68856722.67,51227077.269999996,32366978.210000005,1077196.27,2778816.28,16252868.239999998,-1161911.3800000001,22129304.33,965890.6000000001,41439.65000000001,3224137.22,18407306.35,273468800.0,548021662.15,356006269.59,45044773.41,77176628.63,107340703.12,7216678.94,95865844.23,965704048.47,33114778.22,10805504.71,399892573.52,23224550.42,16538623.84,4828912.05,65425366.32,50343446.0,1222541505.15,1249827809.67,4578113.15,165086153.16,28426322.02,1624303.1,217143256.38,46267874.64000001,1101221.3599999994,25291631.0,9435640.150000002,3964172.6799999997,6652820.25,2024831.92,4634616.23,39803496.400000006,-19345971.66,22729886.42,22729886.419999994
CN,300346,2018,Q3,2018-09-30,CNY,56096880.66,60668127.92,25338158.409999996,1272308.0699999998,3845924.09,2704364.1000000015,-2176011.16,26250093.880000003,56211.619999999995,167474.11,4029571.5599999996,21116064.669999998,273468800.0,548021662.15,377122334.26,45044773.41,70203834.69,100711571.6,13579087.57,103675134.9,989314497.41,32381512.85,10805504.71,398925538.68,,26905294.78,6343558.84,68515555.72,47787410.87,1243657569.82,1271937069.5,7695943.28,163454371.15,18999198.47,6921285.15,213832437.65,49386064.139999986,265261.7999999998,26496597.769999996,13361593.049999997,9013449.46,9646067.47,-8866381.81,15121630.46,1484587.8399999999,0.0,-6972793.940000001,-6972793.939999998
CN,300346,2018,Q4,2018-12-31,CNY,45725323.72999999,52921918.28,21897091.909999996,861288.3799999999,17244683.770000003,4153443.3100000024,-5766707.5,-626610.2699999958,344979.6199999999,-82878.56999999998,-2041530.2000000002,1172043.5600000024,273468800.0,548021662.15,374152095.02,49187056.21,200564547.9,83597135.13,7746263.28,118928659.23,1042744366.31,42980801.38,12742318.38,430946759.5,33466178.34,32549925.4,848424.96,72861707.54,185249635.22,1186629548.81,1215579783.05,4800488.16,140313125.77,33466178.34,734742.62,224047813.29,56670863.91,135321185.73000002,22853917.99000001,11619724.090000004,6836038.829999998,7076281.710000001,143606587.02,19347954.009999998,45067837.64,-58217766.230000004,130360713.21000001,130360713.21000001
