country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,cost_of_revenue,sga_expense,operating_expense,ebit,depreciation_amortization,net_interest_income,pretax_income,net_income,shares_basic,shares_diluted,cash_equivalents,short_term_investments,current_assets,ppe_net,non_current_assets,current_liabilities,non_current_liabilities,common_stock,retained_earnings,shareholders_equity,working_capital_change,other_working_capital,other_non_cash_items,operating_cash_flow,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_begin_period,capital_expenditure
US,AVGO,AVGO,2016,Q3,2016-07-31,USD,3792000000.0,2010000000.0,230000000.0,2046000000.0,-281000000.0,1058000000.0,-139000000.0,-420000000.0,-298000000.0,3960000000.0,4190000000.0,1961000000.0,0.0,6048000000.0,2573000000.0,43704000000.0,2728000000.0,24520000000.0,18926000000.0,619000000.0,19473000000.0,-27000000.0,-29000000.0,209000000.0,963000000.0,426000000.0,-1469000000.0,-80000000.0,2041000000.0,-232000000.0
US,AVGO,AVGO,2016,Q4,2016-10-31,USD,4136000000.0,1965000000.0,224000000.0,1790000000.0,341000000.0,700000000.0,-96000000.0,235000000.0,-632000000.0,3980000000.0,4210000000.0,3097000000.0,0.0,7125000000.0,2509000000.0,42841000000.0,3078000000.0,25012000000.0,19241000000.0,-215000000.0,18892000000.0,-38000000.0,-40000000.0,435000000.0,1352000000.0,26000000.0,-242000000.0,1136000000.0,1961000000.0,-193000000.0
US,AVGO,AVGO,2017,Q1,2017-01-31,USD,4139000000.0,2138000000.0,201000000.0,1495000000.0,378000000.0,1114000000.0,-111000000.0,267000000.0,239000000.0,3990000000.0,4390000000.0,3536000000.0,0.0,7350000000.0,2646000000.0,42267000000.0,2122000000.0,25485000000.0,19504000000.0,-337000000.0,19033000000.0,-356000000.0,-518000000.0,166000000.0,1353000000.0,-319000000.0,-595000000.0,439000000.0,3097000000.0,-325000000.0
US,AVGO,AVGO,2017,Q2,2017-04-30,USD,4190000000.0,2214000000.0,204000000.0,1502000000.0,477000000.0,1193000000.0,-112000000.0,365000000.0,440000000.0,4030000000.0,4420000000.0,4254000000.0,200000000.0,8468000000.0,2762000000.0,41381000000.0,2052000000.0,25454000000.0,19869000000.0,-311000000.0,19425000000.0,-236000000.0,-27000000.0,32000000.0,1583000000.0,-493000000.0,-372000000.0,718000000.0,3536000000.0,-256000000.0
US,AVGO,AVGO,2017,Q3,2017-07-31,USD,4463000000.0,2314000000.0,200000000.0,1501000000.0,660000000.0,1211000000.0,-112000000.0,548000000.0,481000000.0,4070000000.0,4450000000.0,5249000000.0,200000000.0,9943000000.0,2909000000.0,39999000000.0,2218000000.0,25020000000.0,20180000000.0,-245000000.0,19802000000.0,-357000000.0,-111000000.0,32000000.0,1656000000.0,-258000000.0,-403000000.0,995000000.0,4254000000.0,-255000000.0
US,AVGO,AVGO,2017,Q4,2017-10-31,USD,4844000000.0,2461000000.0,182000000.0,1628000000.0,764000000.0,1219000000.0,-119000000.0,645000000.0,532000000.0,4080000000.0,4240000000.0,11204000000.0,0.0,15823000000.0,2599000000.0,38595000000.0,2529000000.0,28644000000.0,20505000000.0,-129000000.0,20285000000.0,-37000000.0,73000000.0,-72000000.0,1959000000.0,396000000.0,3600000000.0,5955000000.0,5249000000.0,-233000000.0
US,AVGO,AVGO,2018,Q1,2018-01-31,USD,5327000000.0,2699000000.0,291000000.0,1685000000.0,978000000.0,1184000000.0,-183000000.0,795000000.0,6230000000.0,4100000000.0,4260000000.0,7076000000.0,0.0,11220000000.0,2747000000.0,43324000000.0,1970000000.0,23493000000.0,20851000000.0,5132000000.0,25901000000.0,-417000000.0,-463000000.0,-115000000.0,1685000000.0,-4227000000.0,-1586000000.0,-4128000000.0,11204000000.0,-220000000.0
US,AVGO,AVGO,2018,Q2,2018-05-06,USD,5014000000.0,2463000000.0,294000000.0,1350000000.0,1247000000.0,964000000.0,-148000000.0,1099000000.0,3718000000.0,4210000000.0,4480000000.0,8187000000.0,0.0,12474000000.0,2720000000.0,42462000000.0,2124000000.0,20745000000.0,24305000000.0,7868000000.0,32067000000.0,-3000000.0,127000000.0,25000000.0,2313000000.0,-155000000.0,-1047000000.0,1111000000.0,7076000000.0,-189000000.0
US,AVGO,AVGO,2018,Q3,2018-08-05,USD,5063000000.0,2444000000.0,234000000.0,1280000000.0,1378000000.0,965000000.0,-149000000.0,1229000000.0,1196000000.0,4300000000.0,4410000000.0,4136000000.0,0.0,8695000000.0,2695000000.0,41677000000.0,2187000000.0,20733000000.0,23291000000.0,4267000000.0,27452000000.0,-264000000.0,19000000.0,13000000.0,2247000000.0,-174000000.0,-6124000000.0,-4051000000.0,8187000000.0,-120000000.0
US,AVGO,AVGO,2018,Q4,2018-11-04,USD,5444000000.0,2509000000.0,237000000.0,1283000000.0,1570000000.0,968000000.0,-34000000.0,1422000000.0,1115000000.0,4120000000.0,4230000000.0,4292000000.0,0.0,9107000000.0,2635000000.0,41017000000.0,2338000000.0,21129000000.0,23285000000.0,3487000000.0,26657000000.0,-142000000.0,50000000.0,135000000.0,2635000000.0,-118000000.0,-2361000000.0,156000000.0,4136000000.0,-106000000.0
