country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,603986,603986,2021,Q2,2021-06-30,CNY,2036920894.59,1522416099.96,1144457273.4199998,2758864.6100000003,72292568.85,111642820.35000001,-21931140.810000002,314630349.93,226225193.23,216848.47,56231838.54,484406856.15000004,664315107.0,7724846030.33,3031066641.82,243038314.75,5931888632.01,265137925.01,5600038.58,1105542350.96,9722120367.93,270257879.28,134239658.36,3288259552.55,581018909.12,152491946.46,97739284.99,1363443355.55,318233186.93,11328703378.0,11328703378.0,358801010.96,279163814.26,626018909.12,20605742.32,750963415.48,1928887855.43,83802426.08999999,1464998796.6599998,123816548.74000001,27333283.470000003,146873902.85999998,373738559.75999993,121849594.46,129011927.42000008,-263961801.14999998,217713000.0999999,217713000.09999943
CN,603986,603986,2021,Q3,2021-09-30,CNY,2689060905.51,1768079036.7399998,1349914424.2800002,12014833.98,113651113.89,100879189.77999997,-41481121.63999999,966047180.02,958752.0500000119,782908.93,103746605.39000002,862476417.75,665732049.0,7938285193.72,3893543059.57,243038314.75,6618205569.91,353243309.98,62359746.56,1166227883.08,10326026045.06,255614346.46,150898857.49,4288553567.65,622299278.23,211289501.26,187193827.65,1675876681.09,353358228.51,12585344703.11,12585344703.11,502024377.13,381374469.39,667299278.23,17563202.07,780399366.9,2625601326.5,42167202.42000002,1552738131.7400002,139301831.66000003,44006411.309999995,90010024.09000003,925053634.63,211438850.45,-376682215.1500001,127386534.82,678710452.0300001,678710452.0300007
CN,603986,603986,2021,Q4,2021-12-31,CNY,2180278505.0599995,1533518974.5700006,1024618255.9999995,16061311.780000001,-24324894.110000014,107759599.91000003,-21304073.790000007,688619656.9099998,784590.9099999964,10101808.53,-9307582.48000002,688610021.7700002,667435512.0,8122570855.24,4491144271.51,333733551.0,6598035093.75,281756663.38,34247110.01,1448918541.25,11027473057.99,255363226.89,171578589.06,4390897782.1,617216606.92,255163377.4,102355688.98,1601772442.59,333550083.68,13483048313.82,13483048313.82,522229330.34,377991514.68,617216606.92,64802013.41,809629062.15,2329889067.95,46438659.18999997,1496607853.5199995,171271853.55,119567400.67999999,180279909.63,528816540.2600002,195731921.11000007,-637411876.31,93846007.09,-30092584.44999993,-30092584.450000763
CN,603986,603986,2022,Q1,2022-03-31,CNY,2229810940.28,1506852848.79,1126252830.46,17702421.35,64977626.82,106317721.72,-30402011.04,761788381.25,493704.37,157662.5,76222692.16,685901730.96,667467102.0,8198230210.3,5177046002.47,333733551.0,6986934708.08,263257263.86,427486977.2,1717214381.66,11454411171.06,238773718.46,179211436.7,4385174072.85,509830174.99,101845615.17,59494258.54,1291047694.21,334036911.12,14214500638.58,14214500638.58,491933204.24,317580239.57,509830174.99,12575434.99,841993085.9,2371641137.48,133230235.95,2016568975.79,361145622.36,147211124.45,111142904.18,-654743.72,104207631.69,405461727.07,-7420081.28,394671568.27,6941662707.92
CN,603986,603986,2022,Q2,2022-06-30,CNY,2551235748.94,1678987018.02,1291027560.71,11355527.0,80019412.20000002,115106729.94999999,-165057876.69,901752684.04,1473220.7799999998,478424.85,61689893.27000001,841057586.7,667467102.0,8260378203.4,5310588461.05,333733551.0,6403771996.71,283526289.63,37084369.81,2032606501.15,10968104307.07,248880132.63,242681065.67,5274616597.17,607404058.71,217968279.86,56129553.25,1391713641.21,315938421.43,14535068841.6,14535068841.6,408152651.95,311495697.66,607404058.71,17916006.03,876805440.3,2598224443.78,101229261.26,2248854161.56,189752891.92999995,149258330.03000003,147798736.91,106874029.36,120589004.69999999,-82889367.19,-716866322.58,-597430478.96,-597430478.96
CN,603986,603986,2022,Q3,2022-09-30,CNY,1988036331.8599997,1416940679.94,1071567300.2799997,23490379.869999997,65486890.19,102032914.95000002,-139684384.25000003,613310734.9900002,1575014.35,2980082.4099999997,46951276.32999998,564954390.5999999,667025148.0,8252388561.61,5875542851.65,333733551.0,6526395963.46,220257498.84,34850463.98,2181196818.0,11206390232.51,229583412.37,260473746.42,5416403933.61,391973503.18,274494963.36,25058708.74,1109176018.27,305986694.1,15207631453.75,15207631453.75,330423648.23,252708921.06,391973503.18,21702892.95,910737493.38,2083533902.42,116065732.98999998,1516538949.5099998,190605268.75,124054090.25,160844101.77,333567463.27000004,148999089.21000004,-228407983.62,-44348615.55999994,114044627.8,114044627.80000019
CN,603986,603986,2022,Q4,2022-12-31,CNY,1360909403.9099998,1427817628.3400002,766507991.1300001,19111890.11,55393978.28999999,101712054.75,-7558946.899999976,-55287365.880000114,41338838.4,402118.2400000002,24994736.120000005,-39345381.839999914,667025148.0,8295745661.84,5836197469.81,333733551.0,6874849524.02,142120499.46,35082009.22,2153875670.89,11414641690.3,300343078.99,232799621.05,5230424072.03,479266320.7,234858709.14,21209157.11,1196665068.57,262868153.83,15185532539.93,15185532539.93,341283305.05,173929922.74,479266320.7,12556532.94,998745216.87,1553080364.7199993,48747648.82999998,866160171.3000002,200556302.73000002,43280772.27999997,50365018.77999997,509904386.68,177047496.64999998,-137889496.03,-11677492.710000038,328928005.65,328928005.6499996
CN,603986,603986,2023,Q1,2023-03-31,CNY,1341311243.71,1224468161.74,828226202.25,7258461.41,61305381.9,82503315.61,-32876055.57,145262398.54,974863.52,94169.5,-3936969.17,150080061.73,667025148.0,8329205985.53,5987887710.23,333733551.0,6652804652.83,128724757.63,36244919.58,2218721844.75,11614758572.94,280242881.9,241261122.74,5000119747.46,491805531.36,47344804.01,9912797.79,996096508.65,256695547.65,15362086264.1,15362086264.1,330622626.21,156040819.01,491805531.36,13538171.51,1139863956.2,1386564603.72,41261308.44,794609559.66,377857299.64,22357949.06,78170637.47,227934725.53,127171539.18,-448809839.67,-7180166.81,-248703254.49,6538501607.92
CN,603986,603986,2023,Q2,2023-06-30,CNY,1624500820.1100001,1477695434.76,1146030052.06,3676326.8900000006,67381851.18,89524312.63000001,-165684717.11,186817992.84,1435381.79,36293.850000000006,2315566.0999999996,185901514.68000004,667025148.0,8347519821.7,5767866493.58,333733551.0,6629210485.38,125979447.52,34378855.41,2115005194.14,11568254922.89,263033170.15,240281462.01,4959668915.58,534401191.62,60282367.9,24983968.75,1014854442.96,236162028.65,15276907366.86,15276907366.86,259108265.07,166599761.55,534401191.62,14150575.0,1110526071.72,1684224053.89,102977714.52000001,1101379628.4099998,209847311.89999998,19893506.59,105774287.62,416626741.06000006,68477658.97,-128151057.44999999,-435993428.07,-37024969.48000002,-37024969.480000496
CN,603986,603986,2023,Q3,2023-09-30,CNY,1428675586.8799996,1380065974.67,909212037.7800002,8135847.129999999,78399013.77,95148137.03,-37318999.29999998,82337125.48000002,2944349.4599999995,443815.4,-12856273.959999999,97693933.5,666906348.0,8399298299.66,5865560427.08,333733551.0,6400514082.43,149873517.01,34626847.03,2091217689.12,11722766817.53,258716572.09,249881662.34,5250036055.65,653858646.87,83377566.38,13041275.19,1145091282.91,290411853.88,15537299736.39,15537299736.39,257672875.01,184605757.47,653858646.87,25202334.07,1088711182.38,1444264720.2800002,71740572.28,903928433.2,219226661.7800001,20380438.82,89111893.29999998,336642071.65,67563183.6,-460736338.6,-78498896.0,-224430431.51,-224430431.50999928
CN,603986,603986,2023,Q4,2023-12-31,CNY,1366335763.9499998,1706470805.1499996,894339750.8799996,6127188.75,63411999.57000002,102705113.33000001,-22286327.97,-294638192.08000004,1308343.6900000004,1120045.87,-21915609.229999997,-272534285.03000003,666906348.0,8383166437.58,5613430922.4,333733551.0,7265862312.09,114147449.12,24182967.72,1990866219.55,11602957562.04,244437117.08,269918326.67,4852826019.76,501844428.24,95498002.65,14247687.12,986175191.96,270031806.05,15199576583.79,15199576583.79,240363452.08,127280437.5,501844428.24,12625665.92,1089769754.26,1470009704.4699993,93523334.75,1110994982.1,219606300.19999993,7904602.5,123362036.41000003,205545771.69000006,85151350.81,742793037.44,-50927552.02999997,853841463.55,853841463.5499992
CN,603986,603986,2024,Q1,2024-03-31,CNY,1627269967.75,1447440226.3,1006318257.04,8047910.54,81264284.47,97392736.37,-68891241.2,202733564.85,1650404.29,4526.66,-406478.14,204785920.62,666906348.0,8407059455.49,5818216843.02,333733551.0,8048171023.11,188104008.28,27182989.65,1977522968.76,12500555207.32,235885379.47,272390650.74,4565622772.17,622147933.71,101143383.72,13401702.84,1487208511.9,241079169.44,15337890298.15,15337890298.15,221137050.36,210355175.02,622147933.71,11382809.43,1054220803.02,1576751415.85,147737677.21,740236397.66,306743067.15,8825051.34,126012100.14,627484517.11,70495787.53,-138916472.46,343388186.19,837407753.81,7968295424.29
CN,603986,603986,2024,Q2,2024-06-30,CNY,1981767352.42,1682710070.6299999,1225652850.06,6025623.46,89231503.36000001,126618593.69999999,-108778460.60000001,321948145.98,1578578.77,29569.19,11283062.5,312214093.06,666906348.0,8447122172.64,6130694936.08,333733551.0,8828042097.27,213983241.47,33481679.39,1936059862.99,11438114081.57,211146388.68,263441719.27,5991317907.6,673649554.06,210480452.28,15489829.23,1583312194.62,211237184.05,15634882610.5,15634882610.5,122481157.48,227775513.13,673649554.06,11999117.79,1049018846.74,2054184211.8899999,86183035.4,1299921585.23,226025920.24,9772966.89,83207252.88000001,621231196.1899999,83534994.71000001,233782104.99,-130707467.93,766042041.05,766042041.0500002
CN,603986,603986,2024,Q3,2024-09-30,CNY,2040559511.2299995,1711196734.2999997,1188307033.2600002,5545157.02,107076388.22999999,109176910.90000004,10349120.689999998,336270037.45,3296481.48,304135.74000000005,24162108.810000002,315112515.15000004,665872205.0,8397324172.64,6445807451.23,333733551.0,9266232045.99,233767442.71,41168581.15,2037614481.87,11953247975.92,236875061.59,255951601.22,6209734387.22,721967712.1,237264549.63,38120948.77,1968811939.31,197217881.67,15992464782.93,15996952542.16,130433629.26,248512694.55,721967712.1,14214918.04,1033002350.49,2067651819.67,160776949.26999998,1404089810.9999998,240615647.06000006,9653255.989999998,92109663.78,608130628.69,187898515.31,-286926941.0,273413904.09000003,487138503.4200001,487138503.4200001
CN,603986,603986,2024,Q4,2024-12-31,CNY,1706380845.71,1468264651.0200005,1140346657.6299996,11628427.05,93334459.00999999,157975659.53999996,-275201274.53999996,256395697.79999995,2167974.4300000006,2039465.11,-12256791.66,270430272.85,664124105.0,8321828404.11,6796411913.24,333733551.0,9128009982.71,212015844.83,24533135.81,2346367580.17,12434796197.05,260484863.84,269055171.2,6794037624.34,733599134.21,291237930.9,47989551.5,2330507205.07,219546722.28,16498507838.97,16678779894.04,191698865.62,231790562.53,733599134.21,207652432.42,1056597743.89,1872659066.9400005,126648470.67000002,1561900683.35,258046046.70999992,24811992.53,99183888.40999997,175383895.01999998,157087922.22999996,-477274280.68999994,-5711592.660000026,-117317250.17000008,-117317250.17000008
CN,603986,603986,2025,Q1,2025-03-31,CNY,1909062290.61,1685684368.3,1194301276.72,11281892.97,111610759.3,136309067.52,-80861306.02,233950165.81,1787209.93,44677.59,-4032256.23,234630087.42,664059190.0,8362345974.5,7077643228.65,333733551.0,9409157588.34,246444155.97,25446874.47,2458765844.84,12938032077.31,244585777.66,274759574.6,6529053035.93,789412888.38,115893377.66,36067791.84,2264230735.65,219991164.77,16796135245.85,16982863212.82,181082060.35,272926576.96,789412888.38,187028473.07,1058998666.96,1925457337.01,82415145.49,1145332026.34,521943513.2,40196547.0,65673536.48,335849288.78,221214608.49,-122800507.38,44515268.77,274777872.67,9378936591.26
