country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,00857,2016,Q2,2016-06-30,HKD,386237000000.0,14316000000.0,34844000000.0,37213000000.0,163280000000.0,0.0,24495000000.0,4699000000.0,6999000000.0,31884000000.0,0.08,50810000000.0,-31795000000.0,-18424000000.0,101322000000.0,2418243000000.0,1182419000000.0,406423000000.0,1056392000000.0,494474000000.0,1735832000000.0,183021000000.0
HK,00857,2016,Q3,2016-09-30,HKD,411370000000.0,1200000000.0,6837000000.0,10975000000.0,158831000000.0,0.0,1450000000.0,6234000000.0,2948000000.0,5076000000.0,0.01,79075000000.0,-24754000000.0,-35934000000.0,119947000000.0,2405704000000.0,1181910000000.0,415102000000.0,1041383000000.0,509007000000.0,1719739000000.0,183021000000.0
HK,00857,2016,Q4,2016-12-31,HKD,466466000000.0,6126000000.0,11703000000.0,15120000000.0,187299000000.0,0.0,-5100000000.0,4463000000.0,3125000000.0,11223000000.0,0.03,74262000000.0,-67902000000.0,-29910000000.0,97931000000.0,2396651000000.0,1189024000000.0,381665000000.0,1023916000000.0,499263000000.0,1739545000000.0,183021000000.0
HK,00857,2017,Q1,2017-03-31,HKD,493559000000.0,5701000000.0,15075000000.0,19682000000.0,177358000000.0,0.0,0.0,6051000000.0,4456000000.0,12642000000.0,0.03,72988000000.0,-45284000000.0,-29019000000.0,96318000000.0,2389851000000.0,1197569000000.0,411884000000.0,1003760000000.0,557540000000.0,1700630000000.0,183021000000.0
HK,00857,2017,Q2,2017-06-30,HKD,482350000000.0,6975000000.0,12756000000.0,16801000000.0,167995000000.0,0.0,-403000000.0,6005000000.0,2412000000.0,8510000000.0,0.04000000000000001,71845000000.0,-41969000000.0,-10603000000.0,114538000000.0,2399683000000.0,1197684000000.0,430764000000.0,1015793000000.0,561914000000.0,1686890000000.0,183021000000.0
HK,00857,2017,Q3,2017-09-30,HKD,481795000000.0,4690000000.0,12613000000.0,16877000000.0,174587000000.0,0.0,0.0,6184000000.0,3682000000.0,10087000000.0,0.03,99462000000.0,-42435000000.0,-5264000000.0,165151000000.0,2445812000000.0,1192966000000.0,480409000000.0,1066205000000.0,610394000000.0,1681790000000.0,183021000000.0
HK,00857,2017,Q4,2017-12-31,HKD,558186000000.0,5432000000.0,12645000000.0,14362000000.0,210234000000.0,0.0,0.0,5262000000.0,5746000000.0,4189000000.0,0.01999999999999999,122360000000.0,-113858000000.0,-49839000000.0,122777000000.0,2404612000000.0,1193520000000.0,425162000000.0,1023293000000.0,576667000000.0,1702813000000.0,183021000000.0
HK,00857,2018,Q1,2018-03-31,HKD,542654000000.0,10153000000.0,24293000000.0,28040000000.0,183115000000.0,0.0,0.0,6416000000.0,9081000000.0,10252000000.0,0.06,61802000000.0,-48889000000.0,-8049000000.0,125570000000.0,2397593000000.0,1200764000000.0,449281000000.0,1005990000000.0,550388000000.0,1669990000000.0,183021000000.0
HK,00857,2018,Q2,2018-06-30,HKD,576983000000.0,17288000000.0,37391000000.0,39334000000.0,210460000000.0,0.0,554000000.0,4536000000.0,13986000000.0,26080000000.0,0.09,86065000000.0,-50625000000.0,-46442000000.0,117477000000.0,2408038000000.0,1208207000000.0,464504000000.0,1008041000000.0,565880000000.0,1657639000000.0,183021000000.0
HK,00857,2018,Q3,2018-09-30,HKD,607080000000.0,21220000000.0,41805000000.0,44779000000.0,219595000000.0,0.0,-6469000000.0,5335000000.0,15161000000.0,32161000000.0,0.12000000000000002,111187000000.0,-54262000000.0,-22256000000.0,154460000000.0,2483265000000.0,1217448000000.0,534908000000.0,1068302000000.0,623828000000.0,1658442000000.0,183021000000.0
