country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,601899,2016,Q2,2016-06-30,CNY,19492218170.0,18540812322.0,17398573098.0,185877191.0,143434279.0,641730960.0,162223959.0,500241262.0,70938524.0,65075592.0,11155080.0,474588980.0,21540743650.0,7171510932.0,16767468254.0,1319401104.0,7236590168.0,953256666.0,1202512690.0,9904125825.0,23297792957.0,10019130157.0,942064331.0,64196539042.0,4069282963.0,403416187.0,593457449.0,32329264656.0,24445151645.0,26622866879.0,30719915698.0,5869388113.0,1374862321.0,4338556484.0,1472969561.0,28865858698.0,21510573090.0,694603.0,15515863221.0,697255202.0,758554796.0,1400419525.0,3189582869.0,1483122008.0,-1812768176.0,-6511085648.0,-5153744308.0,-5153744308.0
CN,601899,2016,Q3,2016-09-30,CNY,18401440306.0,17472070079.0,16081634706.0,196018251.0,169612521.0,698156137.0,272525708.0,1073508899.0,49371969.0,79351586.0,168178015.0,886150012.0,21540743650.0,6430350452.0,17653618266.0,1319401104.0,5682475782.0,622417004.0,975599083.0,10382618326.0,22751392615.0,10208595315.0,746945221.0,64236546353.0,4126789145.0,437997315.0,326869108.0,31144124104.0,25436111990.0,26805672914.0,30407702874.0,4069647898.0,1335798997.0,4764930922.0,1735086534.0,30773149021.0,19594560252.0,53331641.0,16331789317.0,576944249.0,774501040.0,332739852.0,1677797236.0,793977100.0,-2503880150.0,-246698263.0,-1070660851.0,-1070660851.0
CN,601899,2016,Q4,2016-12-31,CNY,21559797796.0,20747225401.0,19106560076.0,322332935.0,165746264.0,782434073.0,-130930533.0,627603145.0,109161976.0,271036354.0,230482441.0,415299095.0,21540743650.0,6703357022.0,18068917361.0,1319401104.0,5022502044.0,783067488.0,869773560.0,12002626649.0,24140208828.0,10257008960.0,873576042.0,65077491431.0,4727394558.0,652672744.0,490865153.0,33851986645.0,24249205428.0,27762474794.0,31116508186.0,3980641182.0,1658828205.0,4979469175.0,997209895.0,32530610194.0,22795201181.0,1715278171.0,18625712301.0,539344866.0,776693880.0,1127184344.0,3292232275.0,2477075691.0,-2447588213.0,-966782994.0,85262979.0,85262979.0
CN,601899,2017,Q1,2017-03-31,CNY,18457471590.0,17839136672.0,15849032900.0,285448539.0,211515623.0,844590293.0,450609626.0,1355025238.0,81702358.0,195400058.0,137720729.0,1005633520.0,21540743650.0,6703367415.0,19074550881.0,1319401104.0,6268001780.0,756429673.0,1181013672.0,12783696494.0,27858983559.0,10164608600.0,932083891.0,63927893179.0,5194080920.0,407969377.0,561664374.0,34368595006.0,24837467390.0,29131861149.0,32580814342.0,3273261241.0,1571677045.0,5413157198.0,942479712.0,31776248959.0,16447263848.0,195221030.0,13232902934.0,948087178.0,943369621.0,557046839.0,1015456609.0,580569218.0,-2374605287.0,1474902243.0,110661876.0,4823485218.0
CN,601899,2017,Q2,2017-06-30,CNY,19066160320.0,18109429768.0,16199929279.0,283393167.0,177545654.0,641561665.0,766995270.0,960202427.0,6448336.0,56811510.0,250724594.0,499765893.0,23031218890.0,11153190489.0,18192443641.0,1319401104.0,8597925019.0,849109384.0,1601399840.0,12079418210.0,31190156526.0,10242213630.0,942015756.0,63685524696.0,3897129937.0,420640037.0,621069208.0,34356262378.0,24049304682.0,32963834510.0,36470114162.0,5649380502.0,2370959366.0,4025576121.0,1111432690.0,31895777927.0,22879975199.0,85565218.0,18366128147.0,628307037.0,1117227687.0,613171274.0,2290352180.0,1058651433.0,-1236890265.0,1176795016.0,2117281895.0,2117281895.0
CN,601899,2017,Q3,2017-09-30,CNY,24453629869.0,22779715639.0,20786157193.0,349733178.0,186629411.0,721976135.0,719606499.0,1374111479.0,12272806.0,51731186.0,425748132.0,708783910.0,23031218890.0,11109995182.0,18901227551.0,1319401104.0,7258297686.0,1045543841.0,1379561167.0,12887958274.0,29907747396.0,10100266700.0,899271771.0,63751508413.0,4059002952.0,462327145.0,632206017.0,30938164170.0,25031618279.0,34260776504.0,37689473360.0,3431389721.0,2671063234.0,4295396391.0,979343319.0,31210015582.0,23971117952.0,474638979.0,19893615489.0,667552397.0,1055541409.0,405778999.0,2459072538.0,853962921.0,-1077496626.0,-2530032320.0,-1393913225.0,-1393913225.0
CN,601899,2017,Q4,2017-12-31,CNY,32571357319.0,31972900827.0,28536854312.0,433765475.0,173251761.0,785942136.0,75738897.0,1337305611.0,-42812646.0,212352662.0,506217541.0,1293534304.0,23031218890.0,11109919061.0,20194761855.0,1319401104.0,5936066673.0,1292864505.0,1344141153.0,11089834955.0,28675010591.0,9903526027.0,840108626.0,60640252959.0,4216836578.0,661764830.0,1175693479.0,28793593015.0,22878825317.0,34999723155.0,37642845218.0,3646308326.0,2812240046.0,4396254031.0,1153002957.0,30136199603.0,36633325748.0,245617725.0,29855211161.0,679102414.0,1268448366.0,936879233.0,3999474187.0,2544301187.0,-1258610635.0,-2795952282.0,207490067.0,207490067.0
CN,601899,2018,Q1,2018-03-31,CNY,22863594836.0,21204028770.0,19352602429.0,331604322.0,228485580.0,664508928.0,621127704.0,1762858643.0,567762.0,74077300.0,304246087.0,1085362589.0,23031218890.0,11109207973.0,21280124444.0,1319401104.0,7092976852.0,1575042502.0,1446310196.0,11187956747.0,29770289838.0,9806687570.0,833469071.0,61195003871.0,3569936380.0,414430209.0,1167293775.0,29684109561.0,23150522506.0,35488807499.0,38130661642.0,3373400512.0,3017713579.0,3724739927.0,1299510715.0,29120310628.0,24302056718.0,384885304.0,20771352427.0,1005209837.0,1212436215.0,433453421.0,1326940832.0,936730562.0,-1745327789.0,1279487768.0,786076219.0,6540420174.0
CN,601899,2018,Q2,2018-06-30,CNY,26950295999.0,25107492032.0,23363899526.0,366450861.0,201740115.0,692402324.0,39293869.0,2014521049.0,152546951.0,75580145.0,407841016.0,1441060510.0,23031218890.0,11120292769.0,20649354716.0,1319401104.0,8726193451.0,1471978284.0,2010519805.0,11815923636.0,29185062924.0,9796889940.0,740916460.0,61803874974.0,4175117364.0,449345964.0,1112027667.0,30118039642.0,23149746482.0,34975202676.0,37721151774.0,3866580213.0,2463263517.0,4308589078.0,1074246745.0,28989967928.0,29633438177.0,-67005286.0,23391678992.0,697679775.0,1492853967.0,356621505.0,3653744458.0,1050851376.0,836881029.0,-2632362970.0,1857794366.0,
CN,601899,2018,Q3,2018-09-30,CNY,26358888293.0,25180729607.0,23219487169.0,376255517.0,216628603.0,725209712.0,144958013.0,1174020787.0,93918139.0,89412946.0,339307735.0,825945966.0,23031218890.0,11120292769.0,21449449389.0,1319401104.0,4897069913.0,1460737202.0,1683151089.0,12780341813.0,27519254690.0,9490983003.0,765295232.0,63746763741.0,,512117041.0,1021293400.0,32113804201.0,20891470896.0,35783051057.0,38260743334.0,4139796465.0,2568000017.0,4682245203.0,1107725588.0,29059462096.0,27831398058.0,107637278.0,24157232208.0,746843235.0,1121633938.0,317089248.0,1638895623.0,1447842377.0,-4042332447.0,-1688999684.0,-4005078606.0,4393135934.0
