country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,09999,2016,Q2,2016-06-30,HKD,16868179000.0,5181402000.0,6079119000.0,5915584000.0,9866959000.0,650350000.0,0.0,0.0,793303000.0,0.0,1.58,6379572000.0,-4863900000.0,-2368913000.0,5257160000.0,45765099000.0,32722886000.0,36949039000.0,12854283000.0,12811331000.0,2061630000.0,32722886000.0
HK,09999,2016,Q3,2016-09-30,HKD,9211645000.0,2740018000.0,3222618000.0,2846600000.0,5333574000.0,391655000.0,0.0,0.0,427177000.0,0.0,0.8399999999999999,3729948000.0,-4530695000.0,262000.0,4481803000.0,49655423000.0,35003190000.0,39865791000.0,14408880000.0,14361393000.0,2162822000.0,35003190000.0
HK,09999,2016,Q4,2016-12-31,HKD,12099020000.0,3683100000.0,4593624000.0,3866680000.0,6463279000.0,464149000.0,0.0,0.0,882018000.0,0.0,1.12,5378746000.0,-4607219000.0,118144000.0,5439499000.0,58031860000.0,38191081000.0,49383365000.0,19568919000.0,19176484000.0,2419510000.0,2676000.0
HK,09999,2017,Q1,2017-03-31,HKD,13640546000.0,3922766000.0,4954212000.0,4771938000.0,7483617000.0,558028000.0,0.0,0.0,943032000.0,0.0,1.19,4031161000.0,-5616986000.0,109563000.0,3959251000.0,62854594000.0,41619953000.0,54185325000.0,20374367000.0,20186976000.0,2686001000.0,41619953000.0
HK,09999,2017,Q2,2017-06-30,HKD,13376048000.0,2972111000.0,3697899000.0,3405370000.0,6736890000.0,594344000.0,0.0,0.0,703465000.0,0.0,0.8999999999999999,2321367000.0,-3031033000.0,-213373000.0,3012500000.0,65202953000.0,43538025000.0,57620381000.0,20470830000.0,20189449000.0,2981909000.0,43538025000.0
HK,09999,2017,Q3,2017-09-30,HKD,12477789000.0,2527449000.0,2767104000.0,2549689000.0,5947575000.0,599116000.0,0.0,0.0,225494000.0,0.0,0.77,1655256000.0,-966535000.0,-1152463000.0,2575522000.0,66499523000.0,45015752000.0,58827390000.0,20215512000.0,20095868000.0,3356472000.0,45015752000.0
HK,09999,2017,Q4,2017-12-31,HKD,4942972000.0,1285613000.0,2420364000.0,2267916000.0,4874959000.0,630354000.0,0.0,0.0,283997000.0,10824243000.0,0.3900000000000001,3881454000.0,-3240716000.0,-46455000.0,2467467000.0,71031415000.0,45732007000.0,61947760000.0,23981579000.0,23750114000.0,3490130000.0,2678000.0
HK,09999,2018,Q1,2018-03-31,HKD,14172990000.0,751899000.0,1087495000.0,1206943000.0,5953578000.0,796820000.0,0.0,0.0,282687000.0,0.0,0.23,1904977000.0,-1068219000.0,-2779000.0,3727435000.0,73775374000.0,44488422000.0,63382840000.0,28300644000.0,27879095000.0,4261599000.0,44488422000.0
HK,09999,2018,Q2,2018-06-30,HKD,16283885000.0,2106516000.0,2683575000.0,2333591000.0,7245112000.0,720852000.0,0.0,0.0,420525000.0,0.0,0.65,1957927000.0,-3870175000.0,-291953000.0,3079286000.0,75400068000.0,43611502000.0,62374252000.0,31170818000.0,29620719000.0,4873181000.0,43611502000.0
HK,09999,2018,Q3,2018-09-30,HKD,13160151000.0,1596293000.0,2930214000.0,2535473000.0,7224119000.0,790828000.0,0.0,0.0,843795000.0,0.0,0.64,3617531000.0,-398900000.0,-914176000.0,4778084000.0,79988987000.0,43375843000.0,62950752000.0,33750049000.0,33124259000.0,5305776000.0,43375843000.0
