country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,300476,2016,Q2,2016-06-30,CNY,399968599.13000005,348043655.90999997,299590674.95,869843.1700000004,12083172.139999999,45685853.9,-11095229.190000001,53725086.74,5992041.54,432729.51,4047463.530000001,55236935.24000001,373900000.0,564645143.57,376995827.0,35989615.89,380278371.74,520731827.49,2272442.74,144469866.13,1373985913.82,21302178.59,5677395.5,800307074.25,438214797.14,21749623.36,14983936.43,876132154.66,7240340.31,1290920493.1,1290920493.1,77269765.54,599877637.12,664293761.4,7646701.83,710947837.54,308523045.81000006,5999324.81,136199232.28000003,64798677.669999994,11589514.86,23466913.33,109670642.82000001,126988039.5,-125020142.86,-45806796.39,-55351538.3,-55351538.30000001
CN,300476,2016,Q3,2016-09-30,CNY,549886226.3699999,477599433.7700001,407809001.64,2493130.41,13000177.009999998,48709844.44999999,-5090470.199999999,73012844.48,1401226.959999999,1196642.2299999997,8479024.66,64738404.54999998,374668500.0,573236983.57,436495293.59,41228553.85,478955818.91,701547098.6,3389304.2,176993233.6,1542175017.08,21061727.17,7062212.26,862429117.51,552634051.2,28052374.97,19897626.85,1024635327.7,6136658.12,1373832148.77,1373832148.77,70523673.94,810193244.45,805454637.82,29783086.14,730679722.81,364855303.15999997,1366222.6599999992,294700147.14,67750684.85000001,14379243.060000002,62539075.72,-73147624.95,50698289.78999999,158052932.44,11812974.240000002,98677447.17,98677447.17000002
CN,300476,2016,Q4,2016-12-31,CNY,478234088.99,386716127.3699999,339395298.03,5692314.82,17308908.810000002,50143336.53,-26971089.939999998,91279062.72,-1553281.7399999993,113857.91000000015,17473948.87,72137974.20000002,374677500.0,574364569.82,502934584.41,46927237.23,440889777.26,708626440.75,4014862.68,201169682.41,1485177473.94,20709309.94,7689808.91,876563161.25,448772299.22,26477861.03,31296414.59,904335935.63,9709052.45,1447695647.11,1447695647.11,66605337.59,756004855.58,713011213.28,33258324.14,748884040.29,312857197.11,-1325071.3999999994,135777300.78999996,78313169.78999999,18763314.199999996,14863884.179999992,82244114.11,70865979.34000003,-100202770.35,-32012970.75,-40014195.18000001,-40014195.18000001
CN,300476,2017,Q1,2017-03-31,CNY,447186332.37,391819314.67,333795033.13,2116765.89,12316790.46,47547658.46,3803450.45,55559573.11,444565.69,966980.07,9245007.97,45792150.76,374677500.0,574364569.82,545463869.71,50190102.69,421916988.97,592447540.0,6441323.52,232060363.31,1388028811.91,20522134.89,6514230.08,939101838.63,403137378.07,22063974.55,33463231.97,824017775.57,9582719.48,1493530155.49,1493530155.49,66718736.18,705018627.85,699106064.96,10477594.9,743471721.51,440383150.28,5871965.14,260637377.9,78705536.9,11210471.22,37499239.27,107806725.23,89404190.26,-59120224.85,-7256760.13,39484115.77,420178365.38
CN,300476,2017,Q2,2017-06-30,CNY,584434796.68,515967699.04,435865126.98,3325407.1599999997,14425948.0,42828568.279999994,10322420.780000001,72965641.48,318910.32,884717.7300000001,3451684.16,68948149.91,374537500.0,573330249.82,609000797.19,55601325.12,221959726.44,764670561.96,5986401.84,252406806.78,1323806219.67,24656000.85,8533019.85,1033007870.93,413291552.73,25961579.32,20998186.18,780444471.14,13779004.69,1562590614.77,1562590614.77,65116880.79,808884368.46,666840490.83,11978744.01,742756240.0,358625459.59000003,-61341.00999999978,253952522.28,84908161.94999999,27229360.18,27487128.089999996,-18898240.39,182820074.73000002,-177195106.65,-2366514.920000001,-201104533.34,-201104533.34
CN,300476,2017,Q3,2017-09-30,CNY,700011490.29,615286554.8699999,518955623.41999996,7234433.000000001,14924950.36,56181670.739999995,11586644.07,91760889.69999999,85542.58999999997,2815432.24,10309163.019999998,78721837.02999999,427475542.0,1592616391.79,553265397.66,61773899.08,1070453417.81,889672948.78,8343698.16,251242095.09,2401322355.11,24377810.11,10602871.34,1151583557.0,534343601.06,25863537.06,28396218.81,930386811.49,15002671.72,2607516428.9,2607516428.9,67076076.13,1014332315.25,807191736.67,15982798.94,738414117.84,428458517.57000005,13370738.940000001,284125235.11999995,86438941.33000001,23488856.160000004,49002987.150000006,24500966.519999996,142974792.57999998,-940396250.95,966506679.8,48552266.36999999,48552266.370000005
CN,300476,2017,Q4,2017-12-31,CNY,710512070.5200002,607631411.2,519349781.27,3150136.719999999,17226949.950000003,58810675.28,7675740.66,108934984.77000001,701626.92,323328.6699999999,20956828.590000004,88356454.43,427615542.0,1594224563.15,634655949.72,68823251.45,417742566.75,901868282.48,6281850.98,343005212.66,2626446168.15,24470262.13,9905012.23,1464849216.31,861155321.84,38384457.48,39684628.06,1377845074.49,15953105.36,2697497204.61,2697497204.61,49461255.85,1063743223.83,1248832532.92,30506184.73,1350894972.66,607240268.8399999,-6940092.720000001,276620627.11000013,93443278.18,13639792.569999993,25845197.85000001,244396832.61,128336418.31,-70912125.93000007,-23902008.450000048,147332899.14,147332899.14000002
CN,300476,2018,Q1,2018-03-31,CNY,828446010.77,734552847.92,587945986.16,5473767.12,22853792.67,74729418.16,29120867.33,101213171.67,254320.06,46025.26,13287888.77,88133577.7,769707975.0,1252132130.15,586818646.28,76511945.71,549606989.55,1097384340.66,6486568.23,344506992.5,2572954611.48,23732407.48,12055677.37,1638811428.94,800169211.3,34762695.5,47036748.25,1538928666.28,15259056.39,2657578317.75,2657578317.75,53467702.79,1185830100.64,1364075483.84,26880703.13,1325165077.52,526897914.16,2554452.64,308669359.79,111770028.62,19051826.91,66922658.24,70642751.67,151569380.81,159537429.09,-87930510.8,131969261.4,546928258.95
CN,300476,2018,Q2,2018-06-30,CNY,706161227.77,571608262.88,519541768.18999994,2169091.8600000003,13452353.829999998,70403509.41,-25099607.02,123357350.52,721183.8,1584553.6199999999,10568825.309999999,111925155.39,769707975.0,1252373583.07,689111383.72,86144363.66,434750207.17,1004532045.92,4160227.2,350553213.42,2410587434.09,23402288.55,14401002.28,2122551327.16,946642332.04,31251437.09,37047561.87,1740943226.52,22805505.35,2769390029.38,2769390029.38,47455953.1,1149904111.37,1593984457.78,29730833.14,1715357921.37,814537601.05,411377.0800000001,422021297.5199999,104743855.32,33956922.28,50460711.24,259148000.24,392171071.23999995,-339127892.72,-108903998.11,-185778051.78,-185778051.78000003
CN,300476,2018,Q3,2018-09-30,CNY,869729080.4200001,712460305.1400001,627405915.8500001,1917903.0700000003,21934891.490000002,-51772190.239999995,-22347065.43,141665464.25,211693.9700000001,5447037.28,16333154.770000003,120096966.16999999,769707975.0,1252391921.07,798863017.34,96489696.21,476463931.93,1206082569.92,1729994.34,424033523.38,2381942713.49,23178230.04,17476271.88,2311668508.21,,32733723.58,55053811.31,1780387421.82,24082562.54,2889141237.34,2889141237.34,51584953.88,1368863659.48,1579993168.79,39784199.09,1669524612.18,605035134.5999999,15286590.450000001,462263759.69000006,121878659.30000001,12914195.410000004,60766986.010000005,17301305.379999995,362720544.49,-14327652.090000004,35735583.349999994,41713724.760000005,41713724.75999999
