country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,688256,688256,2021,Q4,2021-12-31,CNY,498626540.01,761126371.6200001,161612238.47000003,1434858.35,27894484.910000004,138845881.48000002,-14248515.479999997,-194698218.26999998,256054.24,33585.77999999999,5862873.6,-195490932.78999996,400100000.0,7606714401.76,-2115857127.18,,2920845845.45,478035101.67,85215545.22,287029793.25,6170814692.38,261032950.28,3115.56,818331628.5,214674752.39,191795082.12,40002950.03,502596291.01,506338564.49,5890957274.58,5980211465.38,2502255.4,478035101.67,214674752.39,30160675.66,279932239.83,210829823.64999998,63277927.78000003,172114486.02999997,188335214.03999996,1783053.8100000005,149578149.91,-221037549.55000007,147752818.62,-801806555.77,87908998.94999999,-935092770.99,-935092770.9900002
CN,688256,688256,2022,Q1,2022-03-31,CNY,62990732.03,432308287.23,27350072.71,149279.43,17732279.35,93553441.07,-15583358.3,-298776899.47,692240.42,1492.35,13798.55,-287383523.88,400814650.0,7704694932.0,-2403240651.06,,2403714179.8,467720259.91,105959658.38,348989621.27,5798019297.35,266889303.35,3115.56,815692016.11,128572466.06,170744053.58,30050657.13,371395841.21,457932160.58,5702268930.94,5784383311.67,69270.55,467720259.91,128572466.06,31266517.19,266808134.27,65495479.11,31325843.29,200341726.94,241431995.56,11412157.95,37388043.74,-393752601.79,93020986.53,-151695809.97,28355970.92,-517131665.65,2403714179.8
CN,688256,688256,2022,Q2,2022-06-30,CNY,108792861.71000001,515581719.53,50073076.440000005,157025.07,15157773.239999998,92974856.56,-6082896.039999999,-344311564.2099999,130617.85999999999,33764.340000000004,70960.70999999999,-335025806.81000006,400814650.0,7825959811.71,-2738266457.87,,1846174686.04,544526225.6,90345083.23,368262215.63,5385474562.43,305892782.25,3115.56,838668366.27,137073759.16,52088397.28,14229166.61,234082459.28,425872852.78,5460355049.97,5564187616.64,504206.88,544610225.6,137073759.16,30853752.35,252437454.36,39949934.03,31164658.85,140429721.07999998,356257700.77000004,308012.7800000012,57309194.51,-439729088.0199999,93510964.53,-173675240.36999997,55395270.129999995,-557539493.7600001,-557539493.7600002
CN,688256,688256,2022,Q3,2022-09-30,CNY,92581133.97,501129974.0999999,33182535.069999993,356733.91000000003,17084830.95,95625875.91000003,-13739485.139999997,-341415660.85,388363.9199999999,54000.0,660.7799999999988,-322369054.42999995,400814650.0,7878202741.95,-3060635512.3,,2298359178.61,532207637.17,177681946.44,420510469.4,5124771929.26,313968456.06,3115.56,883237670.46,206143530.39,55560205.93,17565490.03,338940743.22,402879039.29,5181070153.82,5266189817.21,107309.59,532207637.17,206143530.39,31662149.93,242142226.37,108004806.32000001,17581505.879999995,230110834.28999996,194930194.74,340985.2599999998,26138933.03,-324155282.1600001,53656641.47999999,200451105.03999996,-26203645.9,-149555229.64999986,-149555229.64999986
CN,688256,688256,2022,Q4,2022-12-31,CNY,464669895.3399999,968027355.0000002,139016669.42,2552924.57,32734584.140000008,14480060.649999976,-16481223.310000002,-339747130.03999996,402399.93999999994,4000.0,2190532.01,-311784136.88,400814650.0,7874264442.78,-3372419649.18,,2467309705.85,765608875.89,8275334.42,287121493.51,4255159512.88,291145918.14,62076.22,1515260079.71,230443182.66,199629080.62,44735463.45,542144659.04,288455074.07,4855046912.3,4939819859.48,4239583.19,765635475.89,230443182.66,30158932.18,233241063.5,268865781.36,27491996.42,151621483.8900001,234123017.80999994,13573125.889999999,69264268.25999999,-172224118.06999993,43951764.25000003,902057367.42,41053256.559999995,770690249.4599999,770690249.4599998
CN,688256,688256,2023,Q1,2023-03-31,CNY,75287960.03,390171051.6,17472752.23,185402.26,18533261.16,58507542.36,-11007226.12,-262793445.91,340259.82,144644.01,,-255032330.91,400814650.0,7895125966.29,-3627451980.09,,1858330400.21,751229423.5,8231739.57,263946687.76,3844558357.26,252012848.0,62076.22,1463651521.81,169776279.35,151259468.6,28763561.5,417706355.29,244867791.04,4568428284.75,4645635732.74,22252.0,751229423.5,169776279.35,24859315.59,208341933.7,80790708.0,21268127.58,60981956.66,257253085.87,19891527.18,49394000.91,-268571086.8,23384381.19,-269081733.54,-71219627.43,-608979305.64,1858330400.21
CN,688256,688256,2023,Q2,2023-06-30,CNY,39180005.260000005,388800387.16999996,15885542.07,100785.89999999997,19839750.94,69072954.95,-13527463.58,-297359455.4100001,245145.86999999994,17200.0,,-289796265.34000003,416594451.0,9670849645.01,-3917248245.43,,1979040115.39,653683334.1,7574300.2,219218007.77,5163734371.48,213847979.18,62076.22,1469469784.72,133783394.31,44071922.3,32233691.42,278622436.21,204774017.07,6070135499.13,6149807702.92,3013852.0,653683334.1,133783394.31,24590181.09,184662577.82,150696368.22,28485361.310000002,52135357.11,304362054.68999994,3678391.719999999,49017453.55,-229934080.45999998,22354336.13,-1416823532.82,1767052835.3100002,120709715.18,120709715.18000007
CN,688256,688256,2023,Q3,2023-09-30,CNY,31342826.029999986,350323597.0,10619693.260000002,3414325.6999999997,17186293.759999998,75636291.38,-11489970.989999998,-270888778.7399999,4356.110000000102,2552.109999999986,,-262905496.34000003,416594451.0,9688239974.32,-4180153741.77,,1767739637.58,549485231.32,132677849.77,247087992.86,5777520405.96,176378038.37,62076.22,803800517.34,144968702.74,48543682.03,41558793.16,525080320.69,175947139.06,5808602738.16,5880293463.55,1017834.3,549485231.32,144968702.74,31107837.43,164123296.6,385464856.22,14569921.630000003,163913546.67000002,205027626.2600001,1393100.0300000012,55308202.41000001,-25605679.5,15320041.149999999,-152154066.9100001,-33616226.43000007,-211300477.81,-211300477.81000018
CN,688256,688256,2023,Q4,2023-12-31,CNY,563575792.94,674237546.6200001,174821661.9,647675.2200000002,26507458.510000005,-49660263.74000001,-8740802.82,-44764731.31000006,723937.5999999999,81682.95999999999,3338653.16,-40706048.399999976,416594451.0,9577337696.01,-4221013418.38,,3953710408.54,643921052.59,147897255.53,99401068.16,5647516868.13,149926691.69,292347.52,770519254.2,237229005.44,159551954.09,29520101.29,463181039.5,225325993.51,5649838776.6,5729529089.32,1406606.85,643921052.59,237229005.44,26144955.89,141783523.93,240944267.26999998,105966545.09,153734738.11,164215749.27999997,68506840.61000001,31789368.26999998,-71424176.25,39323704.78,2262718425.36,-5317286.789999962,2185970770.96,2185970770.96
CN,688256,688256,2024,Q1,2024-03-31,CNY,25666105.86,292955252.36,10879898.29,171945.52,13021426.68,95670887.32,-15247270.61,-228454218.37,57026.55,606190.63,48507.79,-226677268.38,416594451.0,9633337462.12,-4447690686.76,,4347795257.05,542607285.09,204840626.07,128881462.92,5349848138.65,134699375.64,78198.44,754114445.77,187195553.28,120153725.1,22119679.99,352788326.8,201910161.44,5471948405.32,5549264096.18,653637.52,543118385.09,187195553.28,20402960.62,124491263.52,117790626.58,18861711.71,147694623.62,187725155.94,4514018.78,30978455.87,-234111846.83,37945129.69,645243047.84,-17047694.61,394084848.51,4347795257.05
CN,688256,688256,2024,Q2,2024-06-30,CNY,39099237.3,388883499.51,13264352.39,275121.87,12925927.2,86628937.88,-7159763.859999999,-304308796.40999997,205900.7,80604.07999999996,98652.70999999999,-303432298.88,416594451.0,9689337228.23,-4751122985.64,,1383132851.24,520736462.68,550425905.9,235427221.04,5401595087.05,122886309.37,36494.56,738922834.61,205471392.45,34515229.72,8591502.44,278602743.35,560933468.52,5224515872.55,5300981709.79,3063281.21,521222007.68,205471392.45,19685126.22,114834288.25,81248444.21,406323503.58000004,613715757.63,238272680.78000003,637571.0499999998,32143784.69,-397108413.4,78694608.82000001,-2559821824.29,-7701831.300000001,-2964662405.8100004,-2964662405.8100004
CN,688256,688256,2024,Q3,2024-09-30,CNY,120541234.02000001,374489476.03999996,58818893.96,553156.11,14875356.27,88007596.44999999,-2660094.960000001,-195149031.37,127488.47999999998,53662.090000000084,72357.51000000001,-194382176.39999998,417456753.0,9796609347.29,-4945505162.04,,957728869.32,605052156.47,854380528.9,1015163283.49,5257279016.33,128461177.49,46144.15,837524435.13,329441827.74,34611093.16,4663778.75,388498268.8,559657863.63,5138268117.21,5146647319.03,174852.0,606452456.85,329441827.74,19544531.12,146493509.58,67846287.34,52262596.5,1127518160.48,139989469.26999998,287366.7599999998,30805295.480000004,-1178491408.15,94540419.27,705532304.0800002,47575636.56,-425403981.9199996,-425403981.91999996
CN,688256,688256,2024,Q4,2024-12-31,CNY,989157800.1699998,817880987.2800001,425446564.96000004,1971205.33,29232397.059999995,-89780526.58999997,5748569.329999998,272166803.17999995,330628.57000000007,4400.0,938079.2,272152952.65,417456753.0,9808846937.11,-4673352209.39,,1986492266.28,304598605.32,774376692.81,1773974363.76,5800316619.44,182762964.88,40935.11,917495890.26,514643074.17,156237878.8,26780344.34,818135979.38,469196958.67,5422658659.68,5430479571.65,7009463.91,314049018.45,514643074.17,19253117.52,231425279.77,1528722545.54,29419289.71999997,1197208076.5,140791148.06999993,1841519.6000000006,26549659.61,191751431.48000002,154869177.44000003,797394513.5199999,25064652.28,1014244961.3699999,1014244961.37
CN,688256,688256,2025,Q1,2025-03-31,CNY,1111398926.8,836487421.26,489129860.81,2347080.82,14391709.89,43074187.6,10181302.37,355353736.21,4690.44,2300.0,128063.29,355465241.04,417456753.0,9859103782.25,-4317886968.35,,652423219.48,807499435.53,973330022.8,2755181281.41,5948424950.27,154380296.84,31547.9,996551238.25,509865247.03,38636667.29,51817903.37,710430362.47,398581345.9,5828380745.86,5835964480.15,68562.0,809690325.6,509865247.03,16205736.19,267670418.7,757497211.56,8108310.53,1865653149.88,265231879.0,4514418.3,29564787.76,-1399358712.85,168265682.27,74095399.46,-8802929.11,-1334069046.8,637904783.89
CN,688256,688256,2025,Q2,2025-06-30,CNY,1769244544.2900002,1174206796.01,780503553.05,1737935.08,13726338.120000001,54920774.77,-2104394.169999999,683099083.8399999,3256.6400000000003,703900.0,-29040.369999999995,682617327.53,418350224.0,9972317139.65,-3635269640.82,,1953485544.1,140959810.73,827839410.81,2690128526.85,7298310251.18,137076099.41,90315.35,1121807207.08,549388054.26,37333474.84,10621939.09,1253600470.27,403725377.55,6755397722.83,6762791610.44,13752.0,141377810.73,549388054.26,17261949.19,284868611.48,3277064667.93,54241431.129999995,799247616.71,155822472.89,15740305.919999998,49986668.95999999,2310509034.58,87106124.78,-1183038782.56,173597420.05,1301062324.62,1301062324.62
CN,688256,688256,2025,Q3,2025-09-30,CNY,1726780892.5699997,1224515838.0700002,790213138.1300001,12817366.74,14553589.77,39747907.5,8195292.03,567246714.02,893.75,1136763.72,-271667.87,566563175.5399998,418350224.0,13978231332.78,-3068706465.28,,5177699508.36,567091546.67,689593315.53,3728951524.47,11530136666.05,163083089.61,76716.95,1062016687.8,313188291.6,39018365.92,26907172.07,923663020.98,350131614.32,11311145494.56,11318358718.55,1228856.94,567091546.67,664109920.36,16922510.17,281653844.32,1000601245.1599998,6772000.270000011,1727627237.46,154489276.65999997,32248400.14,33463464.61,-940455133.44,73204785.01999998,235258030.2199999,3929425555.44,3224213964.2599998,3224213964.26
CN,688256,688256,2025,Q4,2025-12-31,CNY,1889771835.0200005,1521631080.9799995,854036642.4999998,8926908.23,25353031.78,60352038.72,-5311020.57,455690500.71000004,15394.74,189736.28000000003,1066825.94,454582794.5600002,421685170.0,11270304648.82,-11760669.86,176009366.79,1317358976.84,670643223.27,744539708.47,4943532510.26,12080444359.15,189114622.08,373652.67,1357269706.76,765008657.58,172381316.16,28158709.36,1332968851.41,261491479.03,11836173972.81,11843253735.47,1664993.73,670643223.27,1115930286.34,16149512.87,372699560.12,1896946204.7400007,14299489.899999991,2038760294.0100002,157835738.6400001,151877789.75,31865197.540000007,-469093325.3,240121296.56,-3656620961.83,-108256075.01000023,-4233992095.93,-4233992095.9300003
CN,688256,688256,2026,Q1,2026-03-31,CNY,2884696746.86,1974760563.84,1317430150.72,33488314.6,12647215.79,35940082.62,6346553.4,1014245096.73,0.12,2135.09,1117948.9,1013213581.94,421685170.0,11292228766.99,1001452912.08,176009366.79,1379151407.35,1219156884.63,1896519449.47,4496708960.39,13952897783.08,176424828.32,333875.25,1447998573.75,866305200.75,51242104.89,236213111.48,2314880303.91,207713186.42,12871311672.92,12878302866.5,1374952.0,1219156884.63,1616693350.97,16231784.51,397151570.28,3158750822.61,18506900.52,1918795918.94,298685647.22,88524467.66,37283857.21,833967832.1,198942045.76,-377962065.72,-6011836.21,449962430.51,1379151407.35
