country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,01801,2016,Q2,2016-06-30,HKD,16063577.0,-252102000.0,-272228000.0,-230768950.0,16063577.0,28690000.0,0.0,26899500.0,-75484382.0,0.0,-0.22,-181496500.0,-286039500.0,819802500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,01801,2016,Q4,2016-12-31,HKD,0.0,-252102000.0,-272228000.0,-259888050.0,0.0,24185000.0,33307000.0,26899500.0,0.0,-544456000.0,-6.3500000000000005,-181496500.0,-286039500.0,819802500.0,1012991000.0,2815800000.0,-1383924000.0,1870750000.0,3774018000.0,76199000.0,771880000.0,6000.0
HK,01801,2017,Q2,2017-06-30,HKD,10000000.0,297249000.0,275178000.0,249767000.0,10000000.0,-23723000.0,-28773000.0,-25411000.0,0.0,275178000.0,4.19,114990000.0,63176000.0,-1547744000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK,01801,2017,Q4,2017-12-31,HKD,8538000.0,-355363000.0,-446772000.0,-417935000.0,8538000.0,50338000.0,59872000.0,28837000.0,0.0,-446772000.0,-3.58,-244267000.0,159447000.0,-2455000.0,510471000.0,2457216000.0,-1942548000.0,1445755000.0,4079344000.0,163276000.0,761818000.0,8000.0
HK,01801,2018,Q2,2018-06-30,HKD,4436000.0,43894000.0,-57596000.0,-24688000.0,4436000.0,73108000.0,7892000.0,32908000.0,0.0,-57596000.0,0.3,-342525000.0,525053000.0,1119893000.0,1887114000.0,4893774000.0,-1573875000.0,3837595000.0,6467649000.0,1770182000.0,782912000.0,14000.0
HK,01801,2018,Q4,2018-12-31,HKD,5041000.0,-5815386000.0,-5815386000.0,-5779325000.0,5041000.0,147207000.0,85903000.0,36061000.0,0.0,-5815386000.0,-17.54,-669302000.0,330172000.0,3313970000.0,4525352000.0,6112577000.0,4194414000.0,4686261000.0,1918163000.0,670321000.0,1078053000.0,79000.0
HK,01801,2019,Q2,2019-06-30,HKD,345517000.0,-714406000.0,-714406000.0,-677672000.0,304565000.0,78110000.0,55956000.0,36734000.0,0.0,-714406000.0,-0.62,-916371000.0,-2321122000.0,-11825000.0,3431042000.0,5605084000.0,3528520000.0,4049269000.0,2076564000.0,673463000.0,1166157000.0,79000.0
HK,01801,2019,Q4,2019-12-31,HKD,702008000.0,-1005544000.0,-1005544000.0,-982788000.0,618082000.0,177189000.0,88125000.0,22756000.0,0.0,-1005544000.0,-0.84,-748102000.0,-248035000.0,2121140000.0,4232642000.0,7230529000.0,4756131000.0,5455423000.0,2474398000.0,1043556000.0,1344788000.0,87000.0
HK,01801,2020,Q2,2020-06-30,HKD,984206000.0,-608194000.0,-604666000.0,-572053000.0,799389000.0,186835000.0,107357000.0,32613000.0,3528000.0,-608194000.0,-0.46,-743607000.0,-947959000.0,2186225000.0,4633286000.0,8954192000.0,6404565000.0,7162472000.0,2549627000.0,1084885000.0,1391908000.0,93000.0
HK,01801,2020,Q4,2020-12-31,HKD,2859613000.0,-390227000.0,-254047000.0,-218310000.0,2656669000.0,250037000.0,139430000.0,35737000.0,136180000.0,-390227000.0,-0.27999999999999997,435919000.0,-4236629000.0,2725896000.0,7763833000.0,11834996000.0,8779770000.0,9466681000.0,3055226000.0,1485851000.0,1584079000.0,97000.0
HK,01801,2021,Q2,2021-06-30,HKD,1941750000.0,-1003558000.0,-1003406000.0,-976302000.0,1724872000.0,307872000.0,90274000.0,27104000.0,152000.0,-1003558000.0,-0.69,-1015438000.0,-217022000.0,4503648000.0,11164034000.0,16456582000.0,11905329000.0,13432523000.0,4551253000.0,2241738000.0,2011522000.0,100000.0
