country,code,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,net_assets,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,02382,2016,Q2,2016-06-30,HKD,5909615000.0,465274000.0,552485000.0,571039000.0,987982000.0,147419000.0,0.0,8609000.0,87497000.0,472952000.0,0.43,389989000.0,-71503000.0,-203237000.0,309922000.0,8636314000.0,4080649000.0,6819639000.0,4538624000.0,4485412000.0,1275377000.0,105177000.0
HK,02382,2016,Q4,2016-12-31,HKD,8702163000.0,805479000.0,893950000.0,903916000.0,1692153000.0,183817000.0,0.0,7572000.0,87337000.0,804403000.0,0.75,1225560000.0,-1188361000.0,121983000.0,466928000.0,11636539000.0,4895255000.0,9317867000.0,6723197000.0,6658328000.0,1793510000.0,105177000.0
HK,02382,2017,Q2,2017-06-30,HKD,10031683000.0,1159246000.0,1398031000.0,1424939000.0,2069718000.0,182397000.0,0.0,22146000.0,237035000.0,1161595000.0,1.07,578523000.0,-524832000.0,144127000.0,665326000.0,12293789000.0,5713894000.0,8960403000.0,6559712000.0,5994606000.0,1947784000.0,105177000.0
HK,02382,2017,Q4,2017-12-31,HKD,12334569000.0,1742308000.0,1920288000.0,1958277000.0,2733045000.0,206525000.0,0.0,26655000.0,167170000.0,1750320000.0,1.5999999999999999,1857753000.0,-1161443000.0,-131916000.0,1226877000.0,15726310000.0,7488519000.0,11635455000.0,8207101000.0,7705490000.0,2585922000.0,105177000.0
HK,02382,2018,Q2,2018-06-30,HKD,11976354000.0,1179794000.0,1412377000.0,1512518000.0,2320060000.0,184109000.0,0.0,90858000.0,222620000.0,1193525000.0,1.08,599617000.0,-3495329000.0,3137911000.0,1497178000.0,20307907000.0,7975775000.0,15100152000.0,12290569000.0,7672760000.0,3234247000.0,105177000.0
HK,02382,2018,Q4,2018-12-31,HKD,13955498000.0,1311078000.0,1438897000.0,1564680000.0,2593055000.0,249785000.0,0.0,111279000.0,115975000.0,1267226000.0,1.1999999999999997,2968275000.0,-2003961000.0,-181132000.0,2254299000.0,22852143000.0,9234097000.0,16768374000.0,13563999000.0,8677441000.0,4522741000.0,105163000.0
HK,02382,2019,Q2,2019-06-30,HKD,15574918000.0,1431175000.0,1660584000.0,1789172000.0,2863983000.0,257386000.0,0.0,126396000.0,228157000.0,1432947000.0,1.31,1158441000.0,-574321000.0,-1225992000.0,1612927000.0,25488130000.0,9991908000.0,18319994000.0,15332351000.0,10180979000.0,5176835000.0,105163000.0
HK,02382,2019,Q4,2019-12-31,HKD,22273786000.0,2560123000.0,2889756000.0,3017107000.0,4886671000.0,393024000.0,0.0,124042000.0,302808000.0,2584916000.0,2.34,3503181000.0,-2981443000.0,-215366000.0,1917239000.0,30693071000.0,12552887000.0,22445970000.0,17966894000.0,12630415000.0,6566745000.0,105163000.0
HK,02382,2020,Q2,2020-06-30,HKD,18863768000.0,1749024000.0,2123428000.0,2246159000.0,3676271000.0,333430000.0,0.0,122544000.0,347299000.0,1779560000.0,1.6,2003932000.0,-1918828000.0,-206192000.0,1800452000.0,31083365000.0,13495893000.0,21508416000.0,17387811000.0,11881658000.0,7144942000.0,105163000.0
HK,02382,2020,Q4,2020-12-31,HKD,19137997000.0,3122769000.0,3519456000.0,3630445000.0,5021604000.0,385138000.0,0.0,111196000.0,355331000.0,3138065000.0,2.86,5156079000.0,-4057355000.0,-16063000.0,2841771000.0,35438115000.0,16597224000.0,25629538000.0,18611998000.0,13411129000.0,7513193000.0,105163000.0
HK,02382,2021,Q2,2021-06-30,HKD,19833436000.0,2687979000.0,3228975000.0,3345373000.0,4946399000.0,377226000.0,0.0,116418000.0,522344000.0,2701956000.0,2.46,2395891000.0,-1768996000.0,-1133029000.0,2334819000.0,36664886000.0,18277831000.0,26515826000.0,18142158000.0,12794832000.0,7792987000.0,105163000.0
HK,02382,2021,Q4,2021-12-31,HKD,17663416000.0,2300028000.0,2405912000.0,2500759000.0,3789794000.0,380366000.0,0.0,113834000.0,56628000.0,2352496000.0,2.1100000000000003,4583071000.0,-1132505000.0,-108373000.0,5605179000.0,38773840000.0,20588072000.0,27989335000.0,17878574000.0,11873457000.0,8303229000.0,105163000.0
HK,02382,2022,Q2,2022-06-30,HKD,16971756000.0,1357905000.0,1683760000.0,1797708000.0,3522398000.0,437988000.0,0.0,114903000.0,304917000.0,1386784000.0,1.24,1571064000.0,-723588000.0,-1510518000.0,4972829000.0,38304925000.0,20781871000.0,27353383000.0,17197285000.0,14967971000.0,8245907000.0,105163000.0
