country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,300433,2016,Q2,2016-06-30,CNY,2981822347.46,2941307598.9300003,2262570753.6800003,13816589.04,61381151.68000001,562709097.74,39666987.510000005,27152156.84,73161048.64999998,17177444.840000004,284983.98000000045,82102631.85999998,2181602772.0,3206863024.77,6984120539.74,693885763.15,1865524277.49,2832914867.1,6385665.45,2281803255.87,7900645306.2,1332186101.24,513877145.84,13716296633.57,2448928150.22,488990451.51,21210442.69,7966656880.92,525421065.29,13047340018.92,13124863993.56,255106793.77,2846927613.2,2705133891.58,54387542.48,10732393359.78,2966628294.3199997,125095810.56,1815198795.7600002,1171218417.56,178164207.98999998,96605044.52999999,49039436.82000005,800757492.9899999,-901936456.4799999,1338873644.58,501418819.23,501418819.23
CN,300433,2016,Q3,2016-09-30,CNY,4993392448.150001,4319193121.07,3540614514.09,11955283.509999998,72385229.88999999,552962719.51,20811422.299999997,674218814.31,-47056629.98999995,11277414.79,71431098.62,547450726.4300001,2181602772.0,3206863024.77,7531571266.17,693885763.15,1607946181.7,3899320636.49,33701633.35,1953249289.77,8110555115.84,1325677145.88,542362873.66,14277537961.16,2981665819.94,548488549.4,22657438.28,8179673848.47,514726911.99,13619165397.42,13693692316.54,196425844.84,3933808218.58,3191506212.94,52674087.7,10969969304.75,3873668151.2800007,120314247.50999999,2131506302.4899998,1286260910.65,26118383.53000003,222212835.68,808102994.24,641646321.3000002,-722733968.8400002,-327449374.9599999,-230330373.88,-230330373.8800001
CN,300433,2016,Q4,2016-12-31,CNY,4585110128.699999,4331997439.940001,3470930448.01,102350902.12,194279060.64000002,616172625.5700002,-63734495.75,254902924.4000001,211862111.21999997,-44612819.93,99120331.78999999,409009039.14,2181602772.0,3206863024.77,7776093052.19,858373016.27,2232620732.87,3429342342.4,11127776.58,1958195192.7,8438023082.63,1459261979.38,539307766.33,15371320640.27,3539804346.21,571383287.86,20907439.99,9198665820.51,532230149.4,14001350674.17,14078447752.99,279504219.1,3472657041.12,3795950346.21,36150687.26,12076887625.68,5170256468.389999,42997330.52999997,808063660.3999996,1618122077.5499997,241384889.7,864457754.8699999,1993496591.1000001,874108712.19,-1053158233.8200002,-446610368.45000005,606686863.86,606686863.8599999
CN,300433,2017,Q1,2017-03-31,CNY,4108446695.19,3924638783.83,3084816268.65,24256321.51,89219012.1,649898468.92,19842865.13,178582690.91,80892666.4,8115346.66,31047844.91,220579837.33,2181602772.0,3206863024.77,7996672889.52,858373016.27,3669897680.35,3134630031.82,42189152.08,1889746026.7,9593491150.22,1443724038.34,567425561.95,17555406653.87,3576713363.66,610590594.13,36737202.31,11041975288.56,1797240568.74,14231474394.38,14309681946.79,221829338.6,3174816514.27,3968834363.66,50962828.9,12698607463.99,4529180913.94,123296213.88,2379563886.99,1208918492.69,142289740.44,328855237.83,1075657089.86,1566731420.21,-2665862873.21,2990955855.06,1396358495.95,3598455978.82
CN,300433,2017,Q2,2017-06-30,CNY,4552530262.519999,4473094616.4800005,3498744852.23,31433811.389999997,81550659.39000002,778165200.0400001,81425291.98,63059366.18000001,62575635.04999998,29948617.13,9465125.27,90480239.73999998,2617923326.0,2988702747.77,7650832575.06,858373016.27,2436396000.88,3420457833.14,26177791.63,2270040450.34,8976704048.65,1598949805.21,564317199.99,18611246584.17,3925124095.53,597193548.01,50014297.7,11120867235.5,2266024923.3,14127104737.45,14201058474.02,148341800.49,3434016503.08,4335880095.53,54347331.8,14409437495.08,4326287973.47,63464560.599999994,2672842184.66,1520468706.67,40062259.66,234991856.06,483021981.93000007,1370983821.38,-1368819521.38,-263087677.15999985,-1211407777.94,-1211407777.94
CN,300433,2017,Q3,2017-09-30,CNY,6455596199.85,5807135575.62,4754524140.95,24376848.729999997,122870568.82,698819195.71,111243097.19000001,580563226.89,79832468.65,19799154.689999998,67920731.19999999,581957612.3900001,2617923326.0,2988702747.77,8232790187.45,858373016.27,2473436851.74,4927244387.58,29458251.03,2699199936.37,10936170939.07,1721432066.53,601400900.52,20404428926.18,5387134599.45,684493145.64,53619101.69,13878335373.55,2720460753.87,14677131680.91,14741803737.83,176768803.92,4953729119.45,5773170599.45,61929283.81,15654605916.55,4713012558.059999,142256574.82000002,3202390238.1100006,1609608055.1699996,43016019.83000001,149096241.34000003,378420982.6600001,1424226835.0699997,-1408672684.29,1129258613.5899997,54700050.860000014,54700050.85999966
CN,300433,2017,Q4,2017-12-31,CNY,8586389096.83,7230637911.400002,5738418022.91,76441711.00999999,119627958.27999997,797307720.21,150904094.89,1635236263.52,-65807285.639999986,142996685.43,282581600.08,1153959730.12,2629030576.0,3152535380.66,9153852709.0,1091270224.84,5603578845.53,5749985392.23,31353425.0,2210259078.56,14361175644.95,1742407166.59,554679660.4,21361074010.11,5352906541.16,742670063.18,288745064.28,11523050707.82,7402854912.51,16729794780.39,16796344034.73,179771900.78,5788841527.51,5716606541.16,66889197.08,16914428918.57,7890804117.629999,192212166.14999998,3163029213.8899994,2071952979.3000002,83423696.70999998,1134025670.49,2230413630.55,1679311729.3600006,-1779781989.58,2771321796.6100006,3114717793.79,3114717793.79
CN,300433,2018,Q1,2018-03-31,CNY,4494352714.9,4475160168.64,3258601405.97,38522430.97,89036211.01,891961861.02,282458694.01,107591133.43,919048.21,1530162.06,11363251.19,109968265.29,2629030576.0,3171102588.74,9263820974.29,1091270224.84,4962676859.71,3598530333.87,34872659.37,2800154818.81,12242216759.58,1731517851.69,593495683.32,22581785426.67,4442033117.03,686587351.24,81724840.85,11246084831.41,6627400489.04,16898319108.36,16950516865.8,157467324.85,3615866379.08,4954333117.03,69485560.53,17228710678.79,6809446861.43,154174219.86,3997015842.37,1580515917.75,354858382.01,199775997.71,1390599446.57,1826792521.7,-1862403923.13,-91300298.16,-643108564.3,4913357481.23
CN,300433,2018,Q2,2018-06-30,CNY,6399061096.48,6095826679.19,4869679084.690001,64881400.09,116053959.42,797590341.4200001,100844053.94999999,343316454.54,75817615.55000001,16073730.610000001,61679322.519999996,348447544.71999997,2629153260.0,3201535771.04,9007591564.48,1091270224.84,4030579762.87,5944751517.54,35046425.48,3357601546.55,14774693526.23,1723278428.16,612417337.43,24337412068.97,5903304965.12,727617767.07,57890410.04,16272806491.98,6137078209.41,16657089664.13,16702220893.81,672284693.42,6003356341.16,6377704965.12,75563644.32,18487980616.64,4511312277.58,57518300.5,3790460807.99,1731619669.73,135286233.06,162067580.04999998,-691863992.2099999,1838172529.28,-2334603182.7799997,1970317315.3500001,-927177676.7,-927177676.6999993
CN,300433,2018,Q3,2018-09-30,CNY,8099653031.390001,7684523890.929998,6489400570.960001,53206710.099999994,147878491.99,-395558581.59000015,90727831.11000001,732747068.81,4054631.579999998,5975912.369999997,139480016.25,606361808.42,3944483894.0,1889821218.13,9613953783.38,1091270224.84,4765921209.55,6717308734.63,36656224.61,3983456200.23,17047350969.94,2209302266.16,583135794.43,26934274298.92,,802842249.72,181876443.51,20539269028.24,6104461683.83,17325546658.23,17337894556.79,714150499.57,6808186136.95,7855731378.14,366537884.2,20288289651.23,7804958653.690001,349271971.11,4692608407.5199995,1944172539.9999995,85694635.57,227895265.51,1827347122.92,2512041170.2499995,-2348140431.55,1223502100.69,744457947.93,744457947.9299998
