country,code,symbol,fiscal_year,period,report_date,release_date,gross_margin,operating_margin,net_margin,roe,roa,current_ratio,debt_to_equity,debt_to_assets,ocf_to_revenue,accrual_ratio,revenue_yoy,revenue_qoq,net_income_yoy,net_income_qoq,revenue_ttm,net_income_ttm,net_margin_ttm,roe_ttm,revenue_ttm_yoy,net_income_ttm_yoy
HK,00700,00700,2016,Q2,2016-06-30,2016-08-17,0.635042841177201,0.42540047187383584,0.33332298522289827,0.08008622490079662,0.027183792515026152,1.1863092219213214,2.0304240107595386,0.6655807164950727,0.3704520054638023,-0.0030280167503000167,0.4315808186302832,0.0858587561098938,0.46800656275635766,0.16922574322116946,116163000000.0,34529000000.0,0.29724611106806814,0.2575484082704299,0.4148620009256778,0.3428093645484951
HK,00700,00700,2016,Q3,2016-09-30,2016-11-16,0.6161924119241192,0.3902156729900632,0.30053071364046974,0.06979427537467056,0.027167831409391864,1.2516007454528417,1.091667785931452,0.5068941666052466,0.470556684733514,-0.015370265694041629,0.38999411418481467,0.09971439215199296,0.4299529885829416,-0.008475365558349601,126102000000.0,37730000000.0,0.29920223311287686,0.2473546881351043,0.41528619528619526,0.37190022543815004
HK,00700,00700,2016,Q4,2016-12-31,2017-03-22,0.6303796792870674,0.3542517142933376,0.28093065449985327,0.06222408708653693,0.028127550386623585,1.473897447552793,1.2005909840571742,0.5295593067928942,0.5336321673470477,-0.025301171024001517,0.30130898232700254,0.05801151761517609,0.4697096594081518,-0.010990043208716882,134780000000.0,41095000000.0,0.3049042884700994,0.24286246166029396,0.3733861846194606,0.42661251128237176
HK,00700,00700,2017,Q1,2017-03-31,2017-05-17,0.6058434136584436,0.4396609200876274,0.3446994951900181,0.07847622971482163,0.03481326588403354,1.397720703608886,1.1839806899533203,0.5279571669214069,0.6337270216211067,-0.02919062042694108,0.4156750379234788,0.12052082499533068,0.5763911575737777,0.3748694083008832,147111000000.0,46388000000.0,0.3153265221499412,0.25147522409582385,0.38194679292075295,0.4912878544332284
HK,00700,00700,2017,Q2,2017-06-30,2017-08-16,0.6028710172090646,0.46006559890952464,0.3882901686829102,0.08915415781327557,0.04045709796715898,1.3603345842417955,1.1138517007182984,0.5136591244498006,0.43593457147725334,-0.0049642108580184655,0.4575934434372284,0.11801123916563472,0.6979603241128807,0.2593948604586902,161851000000.0,53882000000.0,0.33291113431489455,0.2634964802421652,0.393309401444522,0.560485389093226
HK,00700,00700,2017,Q3,2017-09-30,2017-11-15,0.5958883496971749,0.40870104954294095,0.33867509310461574,0.08043635583907369,0.03677955248072015,1.2716896575870038,1.1531064136563762,0.523176757823908,0.572997780536433,-0.02544705458207329,0.5008468834688347,0.13234792980064758,0.6913394702235582,-0.012341615928912253,179593000000.0,61242000000.0,0.34100438213070666,0.27358010131603633,0.4241883554582797,0.6231645905115293
HK,00700,00700,2017,Q4,2017-12-31,2018-03-21,0.6021067523132216,0.4696795901200581,0.39758736713313453,0.08504052274753224,0.03893512061331661,1.1759984183471728,1.0839796308879464,0.5004380967490697,0.5466467844306798,-0.014597159947205347,0.3956615704794686,-0.016138133393522214,0.9752113211131161,0.15500388759302464,194422000000.0,71510000000.0,0.3678081698573207,0.29240985630985383,0.4425137260721175,0.7401143691446648
HK,00700,00700,2018,Q1,2018-03-31,2018-05-16,0.5091823830208391,0.4072551822730522,0.32014625831637983,0.08729107206104753,0.039850999354923713,1.2064342474641383,1.128210763737511,0.509827705794048,0.2852724473525045,0.004341004094608907,0.732260215258596,0.39076240727995715,0.6088698535507047,0.11987305861422315,225174000000.0,80324000000.0,0.3567196923268228,0.30105487643759477,0.5306401288822726,0.7315685090971804
HK,00700,00700,2018,Q2,2018-06-30,2018-08-15,0.47286704646852906,0.2846454801290411,0.24527421236872812,0.06243611628975641,0.028338051848151056,1.0166430001006295,1.1061108736507161,0.5041155953544174,0.3090397419177706,-0.00736722733725089,0.5514781052990287,0.0013333699895530238,-0.0199659919916626,-0.23284671532846712,251067000000.0,79960000000.0,0.3184807242688207,0.27941970440079045,0.5512230384736578,0.48398351954270447
HK,00700,00700,2018,Q3,2018-09-30,2018-11-14,0.443560989636075,0.3347835327357512,0.29170260910875245,0.0766062508310529,0.034884364156102785,1.03848937156066,1.1074587840868246,0.5039092464316005,0.4160572078660816,-0.01487141688855931,0.5045141631869992,0.09807124716864579,0.295845829168055,0.3059271282252196,277890000000.0,85287000000.0,0.3069092086796934,0.2800118850824158,0.5473320229630332,0.3926227099049673
HK,00700,00700,2018,Q4,2018-12-31,2019-03-21,0.4272189205284331,0.19370206973663423,0.17293178255004193,0.044612637582282864,0.020119523743201407,1.0723442092523525,1.1354023059565392,0.5076756583430198,0.41797012676073453,-0.0285086680518959,0.573009864647855,0.02865393991673848,-0.3158147809780256,-0.39017700252860754,307863000000.0,78719000000.0,0.2556949032524207,0.24681019170986893,0.5834782071987739,0.10081107537407363
