country,code,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,000063,2016,Q2,2016-06-30,CNY,25898793000.0,26154737000.0,17545539000.0,-50807000.0,3319416000.0,719078000.0,-247671000.0,181175000.0,1198830000.0,43214000.0,209589000.0,816887000.0,4154242000.0,10563309000.0,15444619000.0,2022709000.0,30373185000.0,29311949000.0,1180619000.0,25767664000.0,104076774000.0,4018793000.0,1439153000.0,25839509000.0,25238981000.0,4913017000.0,-5322485000.0,75801103000.0,10182282000.0,40108800000.0,43932898000.0,7516234000.0,33929924000.0,35421832000.0,2663755000.0,7458776000.0,29827961000.0,824657000.0,25604227000.0,5667371000.0,2377255000.0,1775786000.0,-1590590000.0,1001605000.0,-518477000.0,-6126021000.0,-7997259000.0,-7997259000.0
CN,000063,2016,Q3,2016-09-30,CNY,23806702000.0,23951499000.0,17112872000.0,136200000.0,2879585000.0,529472000.0,235818000.0,456942000.0,1060639000.0,39160000.0,245504000.0,1092490000.0,4159606000.0,10664520000.0,15498584000.0,2022709000.0,26913150000.0,28801411000.0,2439136000.0,29105969000.0,106026561000.0,3903745000.0,1479109000.0,26641670000.0,26370938000.0,5068225000.0,-6338945000.0,78193610000.0,8897033000.0,40945056000.0,45577588000.0,8104526000.0,32302230000.0,38479124000.0,4267748000.0,7533313000.0,25351732000.0,816456000.0,21563288000.0,4243431000.0,1999443000.0,851050000.0,-1135629000.0,879567000.0,-1684021000.0,-761380000.0,-3466723000.0,-3466723000.0
CN,000063,2016,Q4,2016-12-31,CNY,29669178000.0,30202891000.0,21163399000.0,360810000.0,3599960000.0,564461000.0,67013000.0,213190000.0,1037179000.0,6204322000.0,-124813000.0,-5216305000.0,4184628000.0,10734300000.0,10282238000.0,2022709000.0,32349914000.0,25998188000.0,1739691000.0,26810568000.0,112852060000.0,4354096000.0,1604575000.0,28788850000.0,25243881000.0,5169051000.0,997189000.0,91747098000.0,9008722000.0,35722478000.0,40885090000.0,13710735000.0,27982681000.0,36933838000.0,4430072000.0,7516241000.0,26880802000.0,1089501000.0,15810293000.0,4231658000.0,1624780000.0,3766913000.0,4040904000.0,1526790000.0,-429071000.0,1787381000.0,5585141000.0,5585141000.0
CN,000063,2017,Q1,2017-03-31,CNY,25744612000.0,24978813000.0,17454986000.0,230073000.0,2767742000.0,701954000.0,-15686000.0,764058000.0,1006571000.0,38691000.0,414485000.0,1213607000.0,4185897000.0,10746949000.0,11495845000.0,2022709000.0,29249328000.0,30308637000.0,1498156000.0,26575613000.0,112031695000.0,4439858000.0,1437640000.0,29166563000.0,25094139000.0,6190127000.0,830631000.0,90634117000.0,8857178000.0,36597341000.0,41706963000.0,13651786000.0,32985083000.0,35678620000.0,5318288000.0,7674689000.0,26935766000.0,460103000.0,21511467000.0,3784224000.0,1923441000.0,2572898000.0,-971165000.0,553566000.0,-899446000.0,-1266132000.0,-3100586000.0,26949205000.0
CN,000063,2017,Q2,2017-06-30,CNY,28265984000.0,27098121000.0,18992755000.0,303227000.0,2908810000.0,725795000.0,304843000.0,2532563000.0,-937168000.0,39933000.0,329699000.0,1079260000.0,4190015000.0,10788002000.0,12575105000.0,2022709000.0,27569965000.0,26007904000.0,905479000.0,25879956000.0,115020275000.0,4586331000.0,1292240000.0,29650042000.0,24764511000.0,6065069000.0,883365000.0,93051111000.0,8441142000.0,38127315000.0,43178064000.0,9465868000.0,30488919000.0,34809619000.0,6448138000.0,7875519000.0,29946414000.0,1108355000.0,19500942000.0,6933492000.0,1979403000.0,7452942000.0,-3235387000.0,1403149000.0,-1463681000.0,3770789000.0,-1041215000.0,-1041215000.0
CN,000063,2017,Q3,2017-09-30,CNY,22569143000.0,23326942000.0,15905255000.0,154674000.0,3057778000.0,764854000.0,305232000.0,1990054000.0,28519000.0,15429000.0,252301000.0,1611785000.0,4192672000.0,10952893000.0,14186890000.0,2022709000.0,26182073000.0,25305952000.0,1717816000.0,27773575000.0,110639295000.0,4870455000.0,1428382000.0,35389109000.0,25119788000.0,6152874000.0,1254202000.0,94575112000.0,6446680000.0,40128112000.0,45006612000.0,9348818000.0,29013504000.0,33530408000.0,3696528000.0,8484191000.0,25027216000.0,553875000.0,19594061000.0,4838662000.0,1275018000.0,1348191000.0,1036069000.0,2255467000.0,-2024061000.0,-200077000.0,-1387892000.0,-1387892000.0
CN,000063,2017,Q4,2017-12-31,CNY,32235534000.0,32244959000.0,22652822000.0,254145000.0,3370025000.0,864605000.0,449093000.0,1466255000.0,61355000.0,99230000.0,336097000.0,663520000.0,4192672000.0,11304854000.0,14667683000.0,2205436000.0,33407879000.0,24345283000.0,591664000.0,26234139000.0,108230589000.0,4741615000.0,1464250000.0,35731626000.0,23614556000.0,7389544000.0,1263723000.0,87594947000.0,10987121000.0,40968202000.0,45380147000.0,7071421000.0,26398228000.0,34463067000.0,3629933000.0,8694456000.0,33669761000.0,1393822000.0,17504938000.0,4127064000.0,2132686000.0,3365539000.0,10390457000.0,1771823000.0,-547419000.0,-4064191000.0,5589171000.0,5589171000.0
CN,000063,2018,Q1,2018-03-31,CNY,27526342000.0,27109139000.0,19816145000.0,235689000.0,2515748000.0,653009000.0,185992000.0,1139704000.0,42113000.0,6731649000.0,-240670000.0,-5407237000.0,4192672000.0,11313503000.0,8707859000.0,2205436000.0,26512303000.0,27218926000.0,748463000.0,26917759000.0,100795050000.0,4988141000.0,2315990000.0,37081375000.0,21233837000.0,7500600000.0,1262723000.0,89952893000.0,11017932000.0,32363195000.0,36905600000.0,14410339000.0,29768937000.0,34455066000.0,3835743000.0,8578076000.0,23705198000.0,1186550000.0,17804153000.0,3903033000.0,2058966000.0,2663593000.0,-171149000.0,1007005000.0,-582818000.0,-5503636000.0,-6443386000.0,23665882000.0
CN,000063,2018,Q2,2018-06-30,CNY,11907435000.0,14995971000.0,7692208000.0,141428000.0,2213874000.0,706338000.0,-2641000.0,-2915615000.0,61384000.0,21780000.0,-324363000.0,-2416953000.0,4192672000.0,11340777000.0,6325127000.0,2142354000.0,18972333000.0,20791301000.0,701008000.0,26316928000.0,88003741000.0,4683850000.0,2681410000.0,32705627000.0,14302760000.0,5104249000.0,1295106000.0,78991045000.0,8010135000.0,29651430000.0,33708188000.0,7268303000.0,22181067000.0,22410383000.0,2096601000.0,8457811000.0,28804071000.0,730140000.0,18362141000.0,9459071000.0,2270655000.0,7361011000.0,-4875237000.0,1029413000.0,-568526000.0,-2656839000.0,-7882596000.0,-7882596000.0
CN,000063,2018,Q3,2018-09-30,CNY,19332409000.0,18340484000.0,12274393000.0,109645000.0,1911540000.0,543965000.0,-344232000.0,1093029000.0,-4697000.0,211290000.0,328642000.0,564467000.0,4192672000.0,11449634000.0,6889594000.0,2142354000.0,15471830000.0,,725968000.0,27770988000.0,88177971000.0,4803258000.0,2661887000.0,36036752000.0,,5728205000.0,1061116000.0,80604162000.0,9234620000.0,30431714000.0,34375941000.0,9554572000.0,21571376000.0,22912634000.0,2815754000.0,8682777000.0,14414113000.0,3569786000.0,13319311000.0,4292543000.0,607359000.0,6086027000.0,-5176508000.0,1121635000.0,-1219013000.0,3114026000.0,-3465512000.0,-3465512000.0
